zone,2020,2024,diff,rate,target
嘉義市02,10273,18601,8328,81.07,王浩(時代力量)-2732｜李忠曆(無黨籍及未經政黨推薦)-2811｜蔡坤叡(無黨籍及未經政黨推薦)-2977｜蔡文旭(民主進步黨)-3029｜孫貫志(無黨籍及未經政黨推薦)-3146｜陳姿妏(無黨籍及未經政黨推薦)-3452｜
臺北市01,42384,66855,24471,57.74,陳重文(中國國民黨)-13606｜林世宗(民主進步黨)-13971｜陳慈慧(民主進步黨)-15611｜張斯綱(中國國民黨)-15683｜
臺北市02,35917,57655,21738,60.52,吳世正(中國國民黨)-11576｜李建昌(民主進步黨)-12103｜王孝維(民主進步黨)-13872｜闕枚莎(中國國民黨)-18684｜
臺北市03,32580,51156,18576,57.02,洪健益(民主進步黨)-15082｜戴錫欽(中國國民黨)-15944｜秦慧珠(中國國民黨)-17103｜
臺北市04,29073,44725,15652,53.84,林亮君(無黨籍及未經政黨推薦)-13817｜陳怡君(民主進步黨)-15782｜
臺北市05,28146,44140,15994,56.83,劉耀仁(民主進步黨)-14518｜鍾小平(中國國民黨)-15422｜
臺北市06,42877,69858,26981,62.93,張志豪(台灣民眾黨)-10693｜耿葳(中國國民黨)-11603｜王閔生(民主進步黨)-11811｜楊植斗(中國國民黨)-13797｜陳錦祥(中國國民黨)-14309｜
高雄市01,4459,9403,4944,110.88,
高雄市02,7838,14829,6991,89.19,
高雄市03,12681,24740,12059,95.1,陸淑美(中國國民黨)-16140｜
高雄市04,22175,43209,21034,94.85,陳玫娟(中國國民黨)-12005｜李雅慧(民主進步黨)-12087｜李雅芬(中國國民黨)-14281｜
高雄市05,11734,23463,11729,99.96,黃飛鳳(民主進步黨)-10142｜邱俊憲(民主進步黨)-12746｜
高雄市06,9542,18440,8898,93.25,蔡金晏(中國國民黨)-17934｜
高雄市07,19376,34888,15512,80.06,曾俊傑(中國國民黨)-12389｜何權峰(民主進步黨)-13108｜
高雄市08,13202,23741,10539,79.83,黃紹庭(中國國民黨)-15244｜
高雄市09,20469,38311,17842,87.17,鄭安秝(中國國民黨)-12563｜張漢忠(民主進步黨)-12943｜
高雄市10,18655,34280,15625,83.76,黃彥毓(民主進步黨)-10826｜吳銘賜(台灣團結聯盟)-13428｜
高雄市11,8858,17981,9123,102.99,黃天煌(中國國民黨)-13203｜
新北市01,17487,35388,17901,102.37,陳家琪(中國國民黨)-20391｜
新北市02,53428,105661,52233,97.76,宋明宗(中國國民黨)-21587｜
新北市03,0,62344,62344,0,陳世軒(台灣民眾黨)-14906｜鍾宏仁(民主進步黨)-15883｜蔡健棠(中國國民黨)-17674｜
新北市04,47091,84447,37356,79.33,顏蔚慈(民主進步黨)-17689｜李余典(民主進步黨)-20484｜李倩萍(民主進步黨)-20501｜邱婷蔚(民主進步黨)-22733｜
新北市05,41749,75640,33891,81.18,周勝考(中國國民黨)-15049｜黃俊哲(民主進步黨)-15254｜黃淑君(民主進步黨)-17964｜劉美芳(中國國民黨)-18796｜
新北市06,29550,56414,26864,90.91,張嘉玲(民主進步黨)-20301｜游輝宂(中國國民黨)-23991｜
新北市07,15312,27410,12098,79.01,許昭興(民主進步黨)-20486｜
新北市08,45589,87940,42351,92.9,林銘仁(民主進步黨)-15846｜呂家愷(中國國民黨)-16922｜蘇泓欽(無黨籍及未經政黨推薦)-18741｜廖宜琨(民主進步黨)-18824｜
新北市09,22676,43961,21285,93.87,陳永福(民主進步黨)-24362｜
新北市10,3137,6214,3077,98.09,
新北市11,16731,33905,17174,102.65,周雅玲(民主進步黨)-20409｜
臺中市01,9778,18348,8570,87.65,李文傑(中國國民黨)-15214｜
臺中市02,18235,37316,19081,104.64,陳廷秀(無黨籍及未經政黨推薦)-15305｜王立任(民主進步黨)-16777｜
臺中市03,16155,31932,15777,97.66,曾威(民主進步黨)-13421｜張家銨(民主進步黨)-15440｜
臺中市04,17458,31598,14140,80.99,張瀞分(中國國民黨)-10717｜陳本添(中國國民黨)-10770｜
臺中市05,23390,40460,17070,72.98,徐瑄灃(無黨籍及未經政黨推薦)-16488｜吳呈賢(中國國民黨)-16803｜
臺中市06,18716,34702,15986,85.41,張廖乃綸(中國國民黨)-11560｜林祈烽(民主進步黨)-17065｜
臺中市07,14066,27146,13080,92.99,劉士州(中國國民黨)-13869｜
臺中市08,22613,46007,23394,103.45,賴順仁(中國國民黨)-12792｜陳成添(中國國民黨)-14281｜謝家宜(民主進步黨)-14349｜
臺中市09,11031,20242,9211,83.5,陳文政(中國國民黨)-16574｜
臺中市10,9718,17230,7512,77.3,江肇國(民主進步黨)-13646｜
臺中市11,16480,30596,14116,85.66,林霈涵(中國國民黨)-11136｜陳雅惠(民主進步黨)-11420｜
臺中市12,14604,28906,14302,97.93,蔡耀頡(民主進步黨)-13078｜張玉嬿(民主進步黨)-13753｜
臺中市13,21163,41074,19911,94.08,蘇柏興(中國國民黨)-12362｜李天生(民主進步黨)-12670｜張芬郁(民主進步黨)-13411｜
臺中市14,6085,11309,5224,85.85,蔡成圭(民主進步黨)-11295｜
臺南市01,10176,19536,9360,91.98,沈家鳳(民主進步黨)-9055｜
臺南市02,7400,15587,8187,110.64,蔡秋蘭(民主進步黨)-11836｜
臺南市03,5706,12097,6391,112,
臺南市04,1286,2815,1529,118.9,
臺南市05,9718,21020,11302,116.3,陳碧玉(民主進步黨)-9772｜李偉智(民主進步黨)-10371｜
臺南市06,11812,25074,13262,112.28,黃麗招(無黨籍及未經政黨推薦)-8841｜邱昭勝(無黨籍及未經政黨推薦)-8896｜
臺南市07,14513,29983,15470,106.59,楊中成(台灣團結聯盟)-7248｜黄肇輝(民主進步黨)-7432｜陳秋萍(民主進步黨)-9531｜
臺南市08,12341,23427,11086,89.83,周嘉韋(民主進步黨)-8925｜邱莉莉(民主進步黨)-10014｜
臺南市09,11067,22055,10988,99.29,周麗津(民主進步黨)-7824｜李啓維(民主進步黨)-7841｜
臺南市10,11133,21451,10318,92.68,李宗霖(台灣基進)-8484｜蔡筱薇(民主進步黨)-10211｜
臺南市11,10588,21424,10836,102.34,陳皇宇(民主進步黨)-11926｜
桃園市01,33413,68633,35220,105.41,黃家齊(民主進步黨)-8706｜張碩芳(中國國民黨)-9262｜于北辰(無黨籍及未經政黨推薦)-10781｜李曉鐘(中國國民黨)-11145｜李光達(民主進步黨)-11333｜黃婉如(中國國民黨)-11343｜
桃園市02,12356,26993,14637,118.46,牛煦庭(無黨籍及未經政黨推薦)-12541｜孫韻璇(中國國民黨)-12966｜
桃園市03,14685,30863,16178,110.17,許家睿(民主進步黨)-10874｜段樹文(無黨籍及未經政黨推薦)-11436｜
桃園市04,12091,23904,11813,97.7,劉勝全(民主進步黨)-12018｜
桃園市05,6305,12003,5698,90.37,
桃園市06,6152,13486,7334,119.21,
桃園市07,29420,64360,34940,118.76,徐景文(民主進步黨)-9647｜黃崇真(民主進步黨)-9660｜張曉昀(民主進步黨)-10359｜劉曾玉春(無黨籍及未經政黨推薦)-10382｜吳嘉和(中國國民黨)-10546｜謝美英(無黨籍及未經政黨推薦)-11751｜
桃園市08,16585,35279,18694,112.72,楊家俍(民主進步黨)-10127｜劉仁照(民主進步黨)-10545｜陳韋曄(中國國民黨)-12863｜
桃園市09,12117,27246,15129,124.86,李家興(無黨籍及未經政黨推薦)-11356｜鄭淑方(民主進步黨)-14695｜
桃園市10,8132,18588,10456,128.58,徐玉樹(中國國民黨)-13282｜
桃園市11,3059,6602,3543,115.82,
桃園市12,4219,10372,6153,145.84,吳進昌(中國國民黨)-7286｜
