zone,2020,2024,diff,rate,target
新北市09,15163,5314,-9849,-64.95,
新北市10,2808,582,-2226,-79.27,
新北市11,13643,3759,-9884,-72.45,
臺中市01,5400,1651,-3749,-69.43,
臺中市02,10220,3502,-6718,-65.73,
臺中市03,9748,3326,-6422,-65.88,
臺中市04,9921,3197,-6724,-67.78,
臺中市05,11904,4043,-7861,-66.04,
臺中市06,11855,4051,-7804,-65.83,
臺中市07,9345,3943,-5402,-57.81,
臺中市08,13993,5251,-8742,-62.47,
臺中市09,7384,2530,-4854,-65.74,
臺中市10,6779,2275,-4504,-66.44,
臺中市11,10639,3807,-6832,-64.22,
臺中市12,8751,3126,-5625,-64.28,
臺中市13,13121,4644,-8477,-64.61,
臺中市14,3705,1243,-2462,-66.45,
臺南市01,8005,2290,-5715,-71.39,
臺南市02,6231,1815,-4416,-70.87,
臺南市03,4814,1352,-3462,-71.92,
臺南市04,1085,305,-780,-71.89,
臺南市05,7944,2511,-5433,-68.39,
臺南市06,9302,3058,-6244,-67.13,
臺南市07,12308,3949,-8359,-67.92,
臺南市08,10354,3603,-6751,-65.2,
臺南市09,8987,2847,-6140,-68.32,
臺南市10,9744,3316,-6428,-65.97,
臺南市11,8349,2583,-5766,-69.06,
桃園市01,22468,7523,-14945,-66.52,
桃園市02,7777,2771,-5006,-64.37,
桃園市03,9027,2754,-6273,-69.49,
桃園市04,7703,2625,-5078,-65.92,
桃園市05,4098,1175,-2923,-71.33,
桃園市06,4024,1094,-2930,-72.81,
桃園市07,19143,6095,-13048,-68.16,
桃園市08,10273,3084,-7189,-69.98,
桃園市09,7590,2253,-5337,-70.32,
桃園市10,5293,1484,-3809,-71.96,
桃園市11,1943,591,-1352,-69.58,
桃園市12,2788,813,-1975,-70.84,
