zone,2020,2024,diff,rate,target
屏東縣04,392,383,-9,-2.3,
屏東縣05,195,197,2,1.03,
屏東縣06,167,130,-37,-22.16,
屏東縣07,29,26,-3,-10.34,
臺東縣01,209,180,-29,-13.88,
臺東縣02,53,52,-1,-1.89,
臺東縣03,76,58,-18,-23.68,
臺東縣04,75,74,-1,-1.33,
臺東縣05,45,50,5,11.11,
臺東縣06,3,7,4,133.33,
花蓮縣01,163,118,-45,-27.61,
花蓮縣02,100,70,-30,-30,
花蓮縣03,301,233,-68,-22.59,
花蓮縣04,164,85,-79,-48.17,
澎湖縣01,194,119,-75,-38.66,
澎湖縣02,75,39,-36,-48,
澎湖縣03,26,15,-11,-42.31,
澎湖縣04,13,20,7,53.85,
澎湖縣05,11,7,-4,-36.36,
澎湖縣06,8,9,1,12.5,
基隆市01,123,104,-19,-15.45,
基隆市02,101,98,-3,-2.97,
基隆市03,114,105,-9,-7.89,
基隆市04,104,111,7,6.73,
基隆市05,160,141,-19,-11.88,
基隆市06,65,52,-13,-20,
基隆市07,135,114,-21,-15.56,
新竹市01,165,159,-6,-3.64,
新竹市02,93,69,-24,-25.81,
新竹市03,56,65,9,16.07,
新竹市04,166,148,-18,-10.84,
新竹市05,176,179,3,1.7,
嘉義市01,258,202,-56,-21.71,
嘉義市02,333,234,-99,-29.73,
臺北市01,808,693,-115,-14.23,
臺北市02,448,458,10,2.23,
臺北市03,470,494,24,5.11,
臺北市04,508,427,-81,-15.94,
臺北市05,484,483,-1,-0.21,
臺北市06,623,578,-45,-7.22,
高雄市01,433,316,-117,-27.02,
高雄市02,381,430,49,12.86,
高雄市03,598,541,-57,-9.53,
高雄市04,540,485,-55,-10.19,
高雄市05,541,439,-102,-18.85,
高雄市06,404,318,-86,-21.29,
高雄市07,605,508,-97,-16.03,
高雄市08,564,348,-216,-38.3,
高雄市09,683,586,-97,-14.2,
高雄市10,946,659,-287,-30.34,
高雄市11,599,452,-147,-24.54,
新北市01,510,487,-23,-4.51,
新北市02,1111,1082,-29,-2.61,
新北市03,0,634,634,0,
新北市04,1272,1102,-170,-13.36,
新北市05,837,919,82,9.8,
新北市06,631,594,-37,-5.86,
新北市07,277,263,-14,-5.05,
新北市08,1133,1142,9,0.79,
新北市09,478,523,45,9.41,
新北市10,191,169,-22,-11.52,
新北市11,516,468,-48,-9.3,
臺中市01,369,290,-79,-21.41,
臺中市02,548,524,-24,-4.38,
臺中市03,509,467,-42,-8.25,
臺中市04,1500,454,-1046,-69.73,
臺中市05,662,482,-180,-27.19,
臺中市06,260,292,32,12.31,
臺中市07,187,210,23,12.3,
臺中市08,366,386,20,5.46,
臺中市09,181,201,20,11.05,
臺中市10,179,149,-30,-16.76,
臺中市11,316,298,-18,-5.7,
臺中市12,373,331,-42,-11.26,
臺中市13,551,510,-41,-7.44,
臺中市14,339,244,-95,-28.02,
臺南市01,497,481,-16,-3.22,
臺南市02,376,424,48,12.77,
臺南市03,286,310,24,8.39,
臺南市04,115,157,42,36.52,
臺南市05,433,435,2,0.46,
臺南市06,364,415,51,14.01,
臺南市07,1098,793,-305,-27.78,
臺南市08,320,333,13,4.06,
臺南市09,252,307,55,21.83,
臺南市10,251,279,28,11.16,
臺南市11,435,423,-12,-2.76,
桃園市01,667,582,-85,-12.74,
桃園市02,274,262,-12,-4.38,
桃園市03,365,343,-22,-6.03,
桃園市04,262,251,-11,-4.2,
桃園市05,224,172,-52,-23.21,
桃園市06,241,211,-30,-12.45,
桃園市07,574,567,-7,-1.22,
桃園市08,393,331,-62,-15.78,
桃園市09,284,320,36,12.68,
桃園市10,225,195,-30,-13.33,
桃園市11,146,132,-14,-9.59,
桃園市12,163,161,-2,-1.23,
