zone,2020,2024,diff,rate,target
彰化縣06,21056,20946,-110,-0.52,許書維(民主進步黨)-7986｜詹琬惠(民主進步黨)-9780｜
彰化縣07,25136,25097,-39,-0.16,劉淑芳(中國國民黨)-7580｜李俊諭(民主進步黨)-7721｜李浩誠(中國國民黨)-8442｜
彰化縣08,22369,21288,-1081,-4.83,陳一惇(中國國民黨)-8215｜吳淑娟(無黨籍及未經政黨推薦)-8612｜
南投縣01,26946,27594,648,2.4,曾振炎(無黨籍及未經政黨推薦)-3572｜沈夙崢(民主進步黨)-3794｜簡千翔(台灣民眾黨)-3960｜吳棋楠(民主進步黨)-4158｜林憶如(中國國民黨)-4406｜宋懷琳(中國國民黨)-4545｜
南投縣02,21992,22437,445,2.02,莊士傑(無黨籍及未經政黨推薦)-4908｜林友友(無黨籍及未經政黨推薦)-5284｜李洲忠(中國國民黨)-5489｜廖梓佑(民主進步黨)-6054｜
南投縣03,9872,9601,-271,-2.75,王秋淑(民主進步黨)-5172｜
南投縣04,14117,14786,669,4.74,陳玉鈴(民主進步黨)-5028｜吳瑞芳(無黨籍及未經政黨推薦)-5673｜
南投縣05,17951,17403,-548,-3.05,蘇昱誠(民主進步黨)-5380｜林芳伃(中國國民黨)-5405｜戴世詮(無黨籍及未經政黨推薦)-5811｜
雲林縣01,31559,33368,1809,5.73,陳芳盈(無黨籍及未經政黨推薦)-5221｜林岳璋(無黨籍及未經政黨推薦)-5430｜江文登(民主進步黨)-5535｜王又民(中國國民黨)-5757｜賴淑娞(中國國民黨)-5805｜
雲林縣02,21057,22314,1257,5.97,王秋足(中國國民黨)-4622｜蔡東富(無黨籍及未經政黨推薦)-5990｜張庭綺(民主進步黨)-6215｜
雲林縣03,28716,29537,821,2.86,林文彬(民主進步黨)-4739｜陳俊龍(無黨籍及未經政黨推薦)-4995｜蔡明水(無黨籍及未經政黨推薦)-5403｜陳乙辰(台灣民眾黨)-5550｜張維心(無黨籍及未經政黨推薦)-6145｜
雲林縣04,24018,24337,319,1.33,鄭玲惠(民主進步黨)-6022｜游淑雲(無黨籍及未經政黨推薦)-6557｜洪如萍(民主進步黨)-6756｜
雲林縣05,19627,19517,-110,-0.56,林深(中國國民黨)-5246｜許留賓(無黨籍及未經政黨推薦)-5745｜蔡永富(民主進步黨)-6873｜
雲林縣06,23618,22839,-779,-3.3,蕭慧敏(無黨籍及未經政黨推薦)-6697｜蔡咏鍀(無黨籍及未經政黨推薦)-7008｜蔡孟真(民主進步黨)-7929｜
嘉義縣01,25430,26458,1028,4.04,楊秀琴(無黨籍及未經政黨推薦)-4543｜黃榮俊(民主進步黨)-4688｜黃惠汝(民主進步黨)-4800｜賴瓊如(無黨籍及未經政黨推薦)-6204｜
嘉義縣02,24982,26846,1864,7.46,林淑完(民主進步黨)-5038｜林秀琴(民主進步黨)-5263｜陳文忠(無黨籍及未經政黨推薦)-5690｜陳福成(無黨籍及未經政黨推薦)-6062｜
嘉義縣03,15119,15895,776,5.13,莊信宗(民主進步黨)-4923｜江志明(民主進步黨)-5690｜
嘉義縣04,22175,22897,722,3.26,姜梅紅(民主進步黨)-4748｜蔡奇璋(無黨籍及未經政黨推薦)-5069｜黃嫈珺(民主進步黨)-5866｜陳怡岳(民主進步黨)-6385｜
嘉義縣05,11673,11486,-187,-1.6,蔡信典(中國國民黨)-6317｜
嘉義縣06,21402,22746,1344,6.28,莊竣傑(無黨籍及未經政黨推薦)-4125｜何子凡(無黨籍及未經政黨推薦)-4479｜羅士洋(民主進步黨)-4565｜江季珍(民主進步黨)-4789｜
屏東縣01,44675,45695,1020,2.28,張平原(無黨籍及未經政黨推薦)-4221｜方一祥(民主進步黨)-4279｜蘇資婷(中國國民黨)-4292｜曾義雄(中國國民黨)-4557｜陳揚(中國國民黨)-4675｜蔣月惠(無黨籍及未經政黨推薦)-4989｜鄭清原(無黨籍及未經政黨推薦)-5663｜林明順(無黨籍及未經政黨推薦)-5815｜李世斌(民主進步黨)-6091｜
屏東縣02,42764,41821,-943,-2.21,葉明博(無黨籍及未經政黨推薦)-5736｜何春美(中國國民黨)-6235｜王景山(中國國民黨)-6861｜蘇孟婕(無黨籍及未經政黨推薦)-7212｜陳明達(民主進步黨)-7820｜宋麗華(中國國民黨)-7870｜
屏東縣03,51752,50204,-1548,-2.99,陳宗廷(無黨籍及未經政黨推薦)-6319｜林郁虹(無黨籍及未經政黨推薦)-6385｜吳慈慧(中國國民黨)-6494｜李世淦(中國國民黨)-6588｜洪明江(民主進步黨)-6608｜陳志成(無黨籍及未經政黨推薦)-6875｜許馨勻(中國國民黨)-7142｜
屏東縣04,38886,38342,-544,-1.4,方文正(民主進步黨)-5373｜林蔡鳯梅(無黨籍及未經政黨推薦)-5963｜郭再添(無黨籍及未經政黨推薦)-6001｜鄭張常敏(無黨籍及未經政黨推薦)-6069｜劉孟君(民主進步黨)-6682｜洪宗麒(中國國民黨)-6816｜
屏東縣05,18857,18267,-590,-3.13,黃盈裕(無黨籍及未經政黨推薦)-5611｜王啟敏(中國國民黨)-6909｜
屏東縣06,12562,11649,-913,-7.27,盧玟欣(中國國民黨)-4976｜潘芳泉(民主進步黨)-5599｜
屏東縣07,1586,1915,329,20.74,
臺東縣01,14821,14990,169,1.14,簡維國(民主進步黨)-2405｜吳景槐(無黨籍及未經政黨推薦)-2550｜李建智(中國國民黨)-2660｜王文怡(無黨籍及未經政黨推薦)-2699｜林參天(無黨籍及未經政黨推薦)-2746｜
臺東縣02,2695,2607,-88,-3.27,
臺東縣03,2631,2653,22,0.84,
臺東縣04,3490,3225,-265,-7.59,潘貴蘭(無黨籍及未經政黨推薦)-2737｜
臺東縣05,2329,2168,-161,-6.91,
臺東縣06,223,275,52,23.32,
花蓮縣01,13178,12778,-400,-3.04,傅國淵(台灣民眾黨)-2561｜吳東昇(中國國民黨)-2663｜徐子芳(中國國民黨)-2713｜韓林梅(中國國民黨)-2793｜
花蓮縣02,3511,3311,-200,-5.7,邱光明(中國國民黨)-2754｜
花蓮縣03,16736,15980,-756,-4.52,張正治(中國國民黨)-2615｜鄭乾龍(無黨籍及未經政黨推薦)-3365｜吳建志(中國國民黨)-3431｜黃馨(中國國民黨)-3652｜
花蓮縣04,4905,4511,-394,-8.03,鍾素政(中國國民黨)-3291｜
澎湖縣01,10289,10403,114,1.11,呂黃春金(民主進步黨)-1546｜陳毓仁(無黨籍及未經政黨推薦)-1552｜胡松榮(無黨團結聯盟)-1696｜許國政(中國國民黨)-1794｜蘇陳綉色(無黨籍及未經政黨推薦)-1834｜藍凱元(無黨籍及未經政黨推薦)-1965｜
澎湖縣02,3028,3175,147,4.85,蔡清續(民主進步黨)-1740｜
澎湖縣03,1482,1535,53,3.58,
澎湖縣04,1344,1385,41,3.05,
澎湖縣05,603,663,60,9.95,
澎湖縣06,245,311,66,26.94,
基隆市01,8988,9139,151,1.68,張顥瀚(民主進步黨)-3933｜呂美玲(中國國民黨)-4267｜
基隆市02,8645,9126,481,5.56,何淑萍(中國國民黨)-3781｜陳宜(民主進步黨)-3896｜
基隆市03,8188,8179,-9,-0.11,鄭文婷(民主進步黨)-3209｜曾紀嚴(中國國民黨)-3304｜
基隆市04,8620,8705,85,0.99,郭美秀(親民黨)-3023｜宋瑋莉(中國國民黨)-5089｜
基隆市05,14232,14921,689,4.84,秦鉦(中國國民黨)-2983｜洪森永(民主進步黨)-3090｜張之豪(民主進步黨)-3257｜吳驊珈(民主進步黨)-3369｜
基隆市06,6402,6786,384,6,陳冠羽(無黨籍及未經政黨推薦)-3499｜
基隆市07,10033,10162,129,1.29,楊秀玉(親民黨)-4771｜
新竹市01,21348,24860,3512,16.45,鍾淑英(中國國民黨)-3611｜劉崇顯(綠黨)-3797｜李國璋(台灣民眾黨)-3889｜段孝芳(中國國民黨)-4300｜張祖琰(中國國民黨)-4620｜
新竹市02,9645,9965,320,3.32,徐美惠(中國國民黨)-2968｜田雅芳(無黨籍及未經政黨推薦)-3461｜
新竹市03,6654,6788,134,2.01,陳治雄(中國國民黨)-5398｜
新竹市04,20422,22098,1676,8.21,鄭慶欽(無黨籍及未經政黨推薦)-3293｜彭昆耀(無黨籍及未經政黨推薦)-3480｜孫鍚洲(無黨籍及未經政黨推薦)-4049｜蕭志潔(中國國民黨)-4462｜黃美慧(中國國民黨)-4896｜
新竹市05,15628,16010,382,2.44,鄭成光(無黨籍及未經政黨推薦)-4582｜陳慶齡(中國國民黨)-4900｜廖子齊(時代力量)-5366｜
嘉義市01,24817,26353,1536,6.19,李奕德(無黨籍及未經政黨推薦)-2771｜顏色不分藍綠支持性專區顏色田慎節(無黨籍及未經政黨推薦)-2813｜張榮藏(無黨籍及未經政黨推薦)-2892｜戴寧(無黨籍及未經政黨推薦)-3382｜郭定緯(中國國民黨)-3404｜張敏琪(中國國民黨)-3438｜陳家平(中國國民黨)-3947｜
嘉義市02,32400,34463,2063,6.37,王浩(時代力量)-2732｜李忠曆(無黨籍及未經政黨推薦)-2811｜蔡坤叡(無黨籍及未經政黨推薦)-2977｜蔡文旭(民主進步黨)-3029｜孫貫志(無黨籍及未經政黨推薦)-3146｜陳姿妏(無黨籍及未經政黨推薦)-3452｜蘇澤峰(無黨籍及未經政黨推薦)-3502｜林煒軒(民主進步黨)-3822｜黃大祐(民主進步黨)-4223｜黃思婷(無黨籍及未經政黨推薦)-4318｜
臺北市01,114461,117570,3109,2.72,陳重文(中國國民黨)-13606｜林世宗(民主進步黨)-13971｜陳慈慧(民主進步黨)-15611｜張斯綱(中國國民黨)-15683｜陳賢蔚(民主進步黨)-16153｜林杏兒(中國國民黨)-16369｜侯漢廷(新黨)-17253｜
臺北市02,72042,75141,3099,4.3,吳世正(中國國民黨)-11576｜李建昌(民主進步黨)-12103｜王孝維(民主進步黨)-13872｜闕枚莎(中國國民黨)-18684｜
臺北市03,75727,78627,2900,3.83,洪健益(民主進步黨)-15082｜戴錫欽(中國國民黨)-15944｜秦慧珠(中國國民黨)-17103｜許家蓓(民主進步黨)-17618｜
臺北市04,76038,78301,2263,2.98,林亮君(無黨籍及未經政黨推薦)-13817｜陳怡君(民主進步黨)-15782｜林珍羽(台灣民眾黨)-16787｜葉林傳(中國國民黨)-17076｜
臺北市05,66127,65950,-177,-0.27,劉耀仁(民主進步黨)-14518｜鍾小平(中國國民黨)-15422｜徐立信(無黨籍及未經政黨推薦)-15747｜吳志剛(中國國民黨)-16022｜
臺北市06,90514,95845,5331,5.89,張志豪(台灣民眾黨)-10693｜耿葳(中國國民黨)-11603｜王閔生(民主進步黨)-11811｜楊植斗(中國國民黨)-13797｜陳錦祥(中國國民黨)-14309｜鍾沛君(中國國民黨)-15074｜趙怡翔(民主進步黨)-17489｜
高雄市01,29783,28520,-1263,-4.24,朱信強(無黨團結聯盟)-15790｜
高雄市02,40553,41452,899,2.22,陳明澤(民主進步黨)-15959｜黃明太(民主進步黨)-20532｜
高雄市03,63786,66846,3060,4.8,陸淑美(中國國民黨)-16140｜方信淵(中國國民黨)-17540｜林志誠(民主進步黨)-19634｜
高雄市04,80789,90374,9585,11.86,陳玫娟(中國國民黨)-12005｜李雅慧(民主進步黨)-12087｜李雅芬(中國國民黨)-14281｜李眉蓁(中國國民黨)-14572｜黃文志(民主進步黨)-15298｜陳麗珍(中國國民黨)-15597｜
高雄市05,57092,62789,5697,9.98,黃飛鳳(民主進步黨)-10142｜邱俊憲(民主進步黨)-12746｜張勝富(民主進步黨)-13519｜吳利成(中國國民黨)-13656｜
高雄市06,45355,49566,4211,9.28,蔡金晏(中國國民黨)-17934｜簡煥宗(民主進步黨)-19567｜
高雄市07,82361,89814,7453,9.05,曾俊傑(中國國民黨)-12389｜何權峰(民主進步黨)-13108｜鄭孟洳(民主進步黨)-14148｜張博洋(台灣基進)-14817｜康裕成(民主進步黨)-16082｜黃香菽(中國國民黨)-18003｜
高雄市08,58985,64817,5832,9.89,黃紹庭(中國國民黨)-15244｜郭建盟(民主進步黨)-18039｜湯詠瑜(民主進步黨)-18535｜
高雄市09,83659,90350,6691,8,鄭安秝(中國國民黨)-12563｜張漢忠(民主進步黨)-12943｜林智鴻(民主進步黨)-13501｜陳慧文(民主進步黨)-14134｜劉德林(中國國民黨)-14570｜李雅靜(中國國民黨)-17363｜
高雄市10,86982,92544,5562,6.39,黃彥毓(民主進步黨)-10826｜吳銘賜(台灣團結聯盟)-13428｜李順進(無黨團結聯盟)-13660｜蔡武宏(中國國民黨)-14689｜曾麗燕(中國國民黨)-15469｜陳麗娜(中國國民黨)-15696｜
高雄市11,49219,51037,1818,3.69,黃天煌(中國國民黨)-13203｜王耀裕(中國國民黨)-14703｜邱于軒(中國國民黨)-14980｜
新北市01,47856,52452,4596,9.6,陳家琪(中國國民黨)-20391｜蔡錦賢(無黨團結聯盟)-22839｜
新北市02,150021,155611,5590,3.73,宋明宗(中國國民黨)-21587｜李宇翔(民主進步黨)-23558｜
新北市03,0,94615,94615,0,陳世軒(台灣民眾黨)-14906｜鍾宏仁(民主進步黨)-15883｜蔡健棠(中國國民黨)-17674｜戴湘儀(中國國民黨)-17963｜翁震州(民主進步黨)-18436｜
新北市04,142475,142280,-195,-0.14,顏蔚慈(民主進步黨)-17689｜李余典(民主進步黨)-20484｜李倩萍(民主進步黨)-20501｜邱婷蔚(民主進步黨)-22733｜李翁月娥(無黨籍及未經政黨推薦)-24468｜黃桂蘭(中國國民黨)-25189｜
新北市05,123197,124895,1698,1.38,周勝考(中國國民黨)-15049｜黃俊哲(民主進步黨)-15254｜黃淑君(民主進步黨)-17964｜劉美芳(中國國民黨)-18796｜山田摩衣(民主進步黨)-19740｜曾煥嘉(中國國民黨)-20798｜
新北市06,76283,77656,1373,1.8,張嘉玲(民主進步黨)-20301｜游輝宂(中國國民黨)-23991｜張維倩(民主進步黨)-24254｜
新北市07,35279,36779,1500,4.25,許昭興(民主進步黨)-20486｜
新北市08,131907,132638,731,0.55,林銘仁(民主進步黨)-15846｜呂家愷(中國國民黨)-16922｜蘇泓欽(無黨籍及未經政黨推薦)-18741｜廖宜琨(民主進步黨)-18824｜江怡臻(中國國民黨)-19409｜黃永昌(中國國民黨)-21369｜
新北市09,58311,61087,2776,4.76,陳永福(民主進步黨)-24362｜陳儀君(中國國民黨)-27488｜
新北市10,13591,12711,-880,-6.47,
新北市11,48057,50657,2600,5.41,周雅玲(民主進步黨)-20409｜張錦豪(民主進步黨)-22835｜
臺中市01,25289,24684,-605,-2.39,李文傑(中國國民黨)-15214｜
臺中市02,47963,50064,2101,4.38,陳廷秀(無黨籍及未經政黨推薦)-15305｜王立任(民主進步黨)-16777｜
臺中市03,39662,43286,3624,9.14,曾威(民主進步黨)-13421｜張家銨(民主進步黨)-15440｜
臺中市04,46491,46357,-134,-0.29,張瀞分(中國國民黨)-10717｜陳本添(中國國民黨)-10770｜謝志忠(民主進步黨)-12529｜
臺中市05,55583,55395,-188,-0.34,徐瑄灃(無黨籍及未經政黨推薦)-16488｜吳呈賢(中國國民黨)-16803｜羅永珍(中國國民黨)-16805｜
臺中市06,39825,43637,3812,9.57,張廖乃綸(中國國民黨)-11560｜林祈烽(民主進步黨)-17065｜
臺中市07,30957,35090,4133,13.35,劉士州(中國國民黨)-13869｜吳佩芸(時代力量)-14054｜
臺中市08,51256,56631,5375,10.49,賴順仁(中國國民黨)-12792｜陳成添(中國國民黨)-14281｜謝家宜(民主進步黨)-14349｜
臺中市09,27546,28554,1008,3.66,陳文政(中國國民黨)-16574｜
臺中市10,25648,28033,2385,9.3,江肇國(民主進步黨)-13646｜
臺中市11,40090,43508,3418,8.53,林霈涵(中國國民黨)-11136｜陳雅惠(民主進步黨)-11420｜鄭功進(民主進步黨)-11803｜
臺中市12,37462,38607,1145,3.06,蔡耀頡(民主進步黨)-13078｜張玉嬿(民主進步黨)-13753｜
臺中市13,55103,57194,2091,3.79,蘇柏興(中國國民黨)-12362｜李天生(民主進步黨)-12670｜張芬郁(民主進步黨)-13411｜林德宇(民主進步黨)-14752｜
臺中市14,17928,17799,-129,-0.72,蔡成圭(民主進步黨)-11295｜
臺南市01,50046,50730,684,1.37,沈家鳳(民主進步黨)-9055｜李宗翰(民主進步黨)-11597｜張世賢(中國國民黨)-12650｜王宣貿(民主進步黨)-12660｜
臺南市02,48596,49224,628,1.29,蔡秋蘭(民主進步黨)-11836｜陳昆和(無黨籍及未經政黨推薦)-13243｜謝舒凡(民主進步黨)-13979｜
臺南市03,36061,37517,1456,4.04,吳通龍(民主進步黨)-13493｜尤榮智(中國國民黨)-14978｜
臺南市04,7601,7977,376,4.95,
臺南市05,44883,47670,2787,6.21,陳碧玉(民主進步黨)-9772｜李偉智(民主進步黨)-10371｜余柷青(民主進步黨)-11109｜林志展(民主進步黨)-11820｜
臺南市06,52288,55589,3301,6.31,黃麗招(無黨籍及未經政黨推薦)-8841｜邱昭勝(無黨籍及未經政黨推薦)-8896｜蔡麗青(民主進步黨)-9217｜李中岑(中國國民黨)-9371｜郭清華(民主進步黨)-10733｜
臺南市07,55455,58047,2592,4.67,楊中成(台灣團結聯盟)-7248｜黄肇輝(民主進步黨)-7432｜陳秋萍(民主進步黨)-9531｜李鎮國(中國國民黨)-9566｜朱正軒(民主進步黨)-9993｜
臺南市08,50048,52789,2741,5.48,周嘉韋(民主進步黨)-8925｜邱莉莉(民主進步黨)-10014｜許至椿(中國國民黨)-12995｜蔡宗豪(中國國民黨)-14920｜
臺南市09,50559,53463,2904,5.74,周麗津(民主進步黨)-7824｜李啓維(民主進步黨)-7841｜盧崑福(中國國民黨)-11040｜蔡淑惠(中國國民黨)-12424｜林依婷(民主進步黨)-12967｜
臺南市10,39681,42338,2657,6.7,李宗霖(台灣基進)-8484｜蔡筱薇(民主進步黨)-10211｜王家貞(中國國民黨)-10741｜
臺南市11,51045,53440,2395,4.69,陳皇宇(民主進步黨)-11926｜鄭佳欣(民主進步黨)-13791｜郭鴻儀(民主進步黨)-14010｜
桃園市01,82639,89368,6729,8.14,黃家齊(民主進步黨)-8706｜張碩芳(中國國民黨)-9262｜于北辰(無黨籍及未經政黨推薦)-10781｜李曉鐘(中國國民黨)-11145｜李光達(民主進步黨)-11333｜黃婉如(中國國民黨)-11343｜林政賢(中國國民黨)-11695｜陳美梅(中國國民黨)-11725｜
桃園市02,30879,34251,3372,10.92,牛煦庭(無黨籍及未經政黨推薦)-12541｜孫韻璇(中國國民黨)-12966｜
桃園市03,36855,38220,1365,3.7,許家睿(民主進步黨)-10874｜段樹文(無黨籍及未經政黨推薦)-11436｜楊朝偉(中國國民黨)-11571｜
桃園市04,32424,34870,2446,7.54,劉勝全(民主進步黨)-12018｜許清順(民主進步黨)-12281｜
桃園市05,20473,18467,-2006,-9.8,游吾和(民主進步黨)-14232｜
桃園市06,22063,21498,-565,-2.56,陳治文(民主進步黨)-18380｜
桃園市07,69400,74817,5417,7.81,徐景文(民主進步黨)-9647｜黃崇真(民主進步黨)-9660｜張曉昀(民主進步黨)-10359｜劉曾玉春(無黨籍及未經政黨推薦)-10382｜吳嘉和(中國國民黨)-10546｜謝美英(無黨籍及未經政黨推薦)-11751｜葉明月(中國國民黨)-12066｜
桃園市08,39995,40604,609,1.52,楊家俍(民主進步黨)-10127｜劉仁照(民主進步黨)-10545｜陳韋曄(中國國民黨)-12863｜
桃園市09,29584,29643,59,0.2,李家興(無黨籍及未經政黨推薦)-11356｜鄭淑方(民主進步黨)-14695｜
桃園市10,20545,20543,-2,-0.01,徐玉樹(中國國民黨)-13282｜
桃園市11,12230,11351,-879,-7.19,
桃園市12,16256,16153,-103,-0.63,吳進昌(中國國民黨)-7286｜
