行政區別,村里別,投開票所別,號次1,號次2,號次3,有效票數A（A＝1＋2＋…＋N）,無效票數B,投票數C（C＝A＋B）,已領未投票數D（D＝E－C）,發出票數E（E＝C＋D）,用餘票數F,選舉人數(原領票數)G（G＝E＋F）,投票率H（H＝C÷G）
中山區,中吉里,0114,308,180,2,490,1,491,0,491,601,1092,44.96%
中山區,中吉里,0115,279,194,2,475,0,475,0,475,608,1083,43.86%
中山區,中原里,0116,283,205,5,493,2,495,0,495,536,1031,48.01%
中山區,中原里,0117,245,198,3,446,2,448,0,448,502,950,47.16%
中山區,中原里,0118,261,216,1,478,3,481,0,481,573,1054,45.64%
中山區,中原里,0119,234,206,1,441,1,442,0,442,586,1028,43.00%
中山區,興亞里,0120,215,233,2,450,1,451,0,451,639,1090,41.38%
中山區,興亞里,0121,265,188,0,453,1,454,0,454,659,1113,40.79%
中山區,興亞里,0122,231,208,2,441,2,443,0,443,659,1102,40.20%
中山區,興亞里,0123,244,216,2,462,1,463,0,463,616,1079,42.91%
中山區,中央里,0124,199,217,1,417,1,418,0,418,513,931,44.90%
中山區,中央里,0125,228,202,5,435,0,435,0,435,515,950,45.79%
中山區,中央里,0126,219,206,0,425,1,426,0,426,552,978,43.56%
中山區,朱馥里,0127,223,225,4,452,1,453,0,453,783,1236,36.65%
中山區,朱馥里,0128,228,235,3,466,2,468,0,468,667,1135,41.23%
中山區,朱馥里,0129,197,212,2,411,2,413,0,413,634,1047,39.45%
中山區,朱馥里,0130,237,212,0,449,0,449,0,449,693,1142,39.32%
中山區,龍洲里,0131,152,255,5,412,0,412,0,412,549,961,42.87%
中山區,龍洲里,0132,155,326,0,481,0,481,0,481,518,999,48.15%
中山區,龍洲里,0133,125,363,4,492,1,493,0,493,472,965,51.09%
中山區,龍洲里,0134,117,413,5,535,1,536,0,536,545,1081,49.58%
中山區,朱園里,0135,313,291,8,612,3,615,0,615,793,1408,43.68%
中山區,朱園里,0136,257,220,3,480,1,481,0,481,644,1125,42.76%
中山區,朱園里,0137,245,195,3,443,1,444,0,444,576,1020,43.53%
中山區,埤頭里,0138,153,190,2,345,2,347,0,347,525,872,39.79%
中山區,埤頭里,0139,178,175,1,354,1,355,0,355,493,848,41.86%
中山區,埤頭里,0140,178,198,4,380,1,381,0,381,521,902,42.24%
中山區,朱崙里,0141,255,276,2,533,2,535,0,535,728,1263,42.36%
中山區,朱崙里,0142,246,221,1,468,1,469,0,469,659,1128,41.58%
中山區,力行里,0143,309,223,2,534,2,536,0,536,702,1238,43.30%
中山區,力行里,0144,300,187,2,489,3,492,0,492,727,1219,40.36%
中山區,力行里,0145,228,264,2,494,1,495,0,495,705,1200,41.25%
中山區,力行里,0146,275,293,3,571,2,573,0,573,707,1280,44.77%
中山區,復華里,0147,206,306,2,514,1,515,0,515,764,1279,40.27%
中山區,復華里,0148,250,255,5,510,4,514,0,514,739,1253,41.02%
中山區,復華里,0149,216,318,3,537,3,540,0,540,601,1141,47.33%
松山區,莊敬里,0150,201,263,2,466,1,467,0,467,557,1024,45.61%
松山區,莊敬里,0151,198,226,5,429,2,431,0,431,636,1067,40.39%
松山區,莊敬里,0152,203,267,3,473,0,473,0,473,634,1107,42.73%
松山區,莊敬里,0153,145,228,0,373,0,373,0,373,610,983,37.95%
松山區,東榮里,0154,265,268,4,537,1,538,0,538,649,1187,45.32%
松山區,東榮里,0155,234,323,3,560,3,563,0,563,671,1234,45.62%
松山區,東榮里,0156,295,280,2,577,2,579,0,579,611,1190,48.66%
松山區,東榮里,0157,275,269,2,546,1,547,0,547,617,1164,46.99%
松山區,東榮里,0158,332,301,3,636,0,636,0,636,598,1234,51.54%
松山區,三民里,0159,265,238,2,505,2,507,0,507,501,1008,50.30%
松山區,三民里,0160,181,300,0,481,1,482,0,482,564,1046,46.08%
松山區,三民里,0161,190,312,1,503,0,503,0,503,645,1148,43.82%
松山區,三民里,0162,199,256,2,457,2,459,0,459,562,1021,44.96%
松山區,三民里,0163,220,254,2,476,0,476,0,476,511,987,48.23%
松山區,新益里,0164,268,323,3,594,1,595,0,595,613,1208,49.25%
松山區,新益里,0165,305,290,1,596,1,597,0,597,646,1243,48.03%
松山區,新益里,0166,264,318,2,584,2,586,0,586,578,1164,50.34%
松山區,富錦里,0167,210,236,4,450,3,453,0,453,518,971,46.65%
松山區,富錦里,0168,218,320,1,539,3,542,0,542,560,1102,49.18%
松山區,富錦里,0169,187,275,3,465,2,467,0,467,532,999,46.75%
松山區,富錦里,0170,198,200,1,399,1,400,0,400,518,918,43.57%
松山區,新東里,0171,168,241,2,411,1,412,0,412,603,1015,40.59%
松山區,新東里,0172,173,253,1,427,0,427,0,427,532,959,44.53%
松山區,新東里,0173,210,260,1,471,3,474,0,474,468,942,50.32%
松山區,新東里,0174,206,220,1,427,0,427,0,427,535,962,44.39%
松山區,富泰里,0175,209,302,6,517,1,518,0,518,609,1127,45.96%
松山區,富泰里,0176,233,388,2,623,2,625,0,625,653,1278,48.90%
松山區,富泰里,0177,183,348,0,531,1,532,0,532,617,1149,46.30%
松山區,介壽里,0178,242,243,3,488,1,489,0,489,616,1105,44.25%
松山區,介壽里,0179,243,267,6,516,2,518,0,518,538,1056,49.05%
松山區,介壽里,0180,244,252,6,502,1,503,0,503,620,1123,44.79%
松山區,精忠里,0181,201,274,1,476,1,477,0,477,585,1062,44.92%
松山區,精忠里,0182,245,338,2,585,2,587,0,587,572,1159,50.65%
松山區,精忠里,0183,215,263,4,482,0,482,0,482,561,1043,46.21%
松山區,東光里,0184,188,251,2,441,2,443,0,443,462,905,48.95%
松山區,東光里,0185,203,234,2,439,0,439,0,439,491,930,47.20%
松山區,東光里,0186,154,244,0,398,1,399,0,399,526,925,43.14%
松山區,東光里,0187,189,224,4,417,0,417,0,417,508,925,45.08%
松山區,東光里,0188,132,277,2,411,2,413,0,413,491,904,45.69%
松山區,東光里,0189,185,235,3,423,0,423,0,423,482,905,46.74%
松山區,龍田里,0190,96,441,1,538,1,539,0,539,547,1086,49.63%
松山區,龍田里,0191,250,305,2,557,0,557,0,557,666,1223,45.54%
松山區,龍田里,0192,184,276,4,464,1,465,0,465,657,1122,41.44%
松山區,龍田里,0193,137,327,3,467,0,467,0,467,631,1098,42.53%
松山區,龍田里,0194,101,429,1,531,3,534,0,534,594,1128,47.34%
松山區,龍田里,0195,172,355,1,528,5,533,0,533,583,1116,47.76%
松山區,龍田里,0196,176,290,2,468,0,468,0,468,613,1081,43.29%
松山區,東昌里,0197,261,193,9,463,0,463,0,463,537,1000,46.30%
松山區,東昌里,0198,223,244,0,467,4,471,0,471,505,976,48.26%
松山區,東勢里,0199,235,227,3,465,3,468,0,468,591,1059,44.19%
松山區,東勢里,0200,233,243,0,476,4,480,0,480,528,1008,47.62%
松山區,東勢里,0201,263,241,0,504,0,504,0,504,648,1152,43.75%
松山區,中華里,0202,209,358,0,567,1,568,0,568,650,1218,46.63%
松山區,中華里,0203,187,346,0,533,4,537,0,537,613,1150,46.70%
松山區,中華里,0204,254,249,3,506,1,507,0,507,581,1088,46.60%
松山區,中華里,0205,235,323,1,559,2,561,0,561,717,1278,43.90%
松山區,民有里,0206,302,260,0,562,1,563,0,563,608,1171,48.08%
松山區,民有里,0207,335,239,3,577,2,579,0,579,588,1167,49.61%
松山區,民有里,0208,266,260,1,527,2,529,0,529,542,1071,49.39%
松山區,民有里,0209,251,281,0,532,3,535,0,535,621,1156,46.28%
松山區,民有里,0210,276,260,0,536,0,536,0,536,608,1144,46.85%
松山區,民有里,0211,263,258,0,521,3,524,0,524,569,1093,47.94%
松山區,民福里,0212,207,346,0,553,3,556,0,556,673,1229,45.24%
松山區,民福里,0213,208,459,7,674,3,677,0,677,606,1283,52.77%
松山區,民福里,0214,265,354,5,624,1,625,0,625,586,1211,51.61%
松山區,民福里,0215,215,292,3,510,1,511,1,512,717,1229,41.58%
松山區,松基里,0216,224,250,3,477,2,479,0,479,524,1003,47.76%
松山區,松基里,0217,190,193,1,384,0,384,0,384,489,873,43.99%
松山區,松基里,0218,207,201,1,409,2,411,0,411,545,956,42.99%
松山區,安平里,0219,263,351,1,615,0,615,0,615,833,1448,42.47%
松山區,安平里,0220,247,258,4,509,1,510,0,510,807,1317,38.72%
松山區,安平里,0221,283,282,2,567,2,569,0,569,839,1408,40.41%
松山區,安平里,0222,267,219,3,489,0,489,0,489,886,1375,35.56%
松山區,安平里,0223,269,241,4,514,5,519,0,519,676,1195,43.43%
松山區,鵬程里,0224,91,185,1,277,0,277,0,277,464,741,37.38%
松山區,鵬程里,0225,157,287,2,446,3,449,0,449,672,1121,40.05%
松山區,鵬程里,0226,244,334,1,579,1,580,0,580,521,1101,52.68%
松山區,鵬程里,0227,148,269,1,418,2,420,0,420,618,1038,40.46%
松山區,自強里,0228,172,369,6,547,2,549,0,549,596,1145,47.95%
松山區,自強里,0229,116,485,1,602,3,605,0,605,610,1215,49.79%
松山區,自強里,0230,120,490,6,616,3,619,0,619,636,1255,49.32%
松山區,自強里,0231,152,348,3,503,0,503,0,503,555,1058,47.54%
松山區,自強里,0232,142,401,4,547,2,549,0,549,611,1160,47.33%
松山區,自強里,0233,71,587,1,659,3,662,0,662,531,1193,55.49%
,,,,,,,,,,,,,
