行政區別,村里別,投開票所別,號次1,號次2,號次3,號次4,號次5,有效票數A（A＝1＋2＋…＋N）,無效票數B,投票數C（C＝A＋B）,已領未投票數D（D＝E－C）,發出票數E（E＝C＋D）,用餘票數F,選舉人數(原領票數)G（G＝E＋F）,投票率H（H＝C÷G）
士林區,福德里,090,0,121,2,133,47,303,0,303,0,303,714,"1,017",29.79%
士林區,福德里,091,1,96,7,145,29,278,1,279,0,279,716,995,28.04%
士林區,福德里,092,0,93,9,164,46,312,2,314,0,314,712,"1,026",30.60%
士林區,福德里,093,0,84,7,83,36,210,1,211,0,211,"1,909","2,120",9.95%
士林區,福志里,094,1,166,1,310,57,535,1,536,0,536,"1,150","1,686",31.79%
士林區,福志里,095,0,129,6,362,50,547,2,549,0,549,"1,059","1,608",34.14%
士林區,福志里,096,0,219,11,209,54,493,1,494,0,494,"1,139","1,633",30.25%
士林區,福志里,097,0,212,14,256,63,545,2,547,0,547,"1,049","1,596",34.27%
士林區,舊佳里,098,0,129,2,194,37,362,0,362,0,362,849,"1,211",29.89%
士林區,舊佳里,099,0,189,7,123,41,360,0,360,0,360,"1,011","1,371",26.26%
士林區,舊佳里,100,0,156,9,136,28,329,2,331,0,331,972,"1,303",25.40%
士林區,舊佳里,101,0,226,7,193,59,485,2,487,0,487,"1,027","1,514",32.17%
士林區,福佳里,102,0,190,4,220,87,501,4,505,0,505,"1,220","1,725",29.28%
士林區,福佳里,103,2,257,11,232,85,587,3,590,0,590,"1,114","1,704",34.62%
士林區,福佳里,104,1,122,8,142,49,322,1,323,0,323,967,"1,290",25.04%
士林區,福佳里,105,0,284,14,277,81,656,1,657,0,657,"1,129","1,786",36.79%
士林區,後港里,106,0,151,5,109,47,312,1,313,0,313,810,"1,123",27.87%
士林區,後港里,107,0,222,5,118,50,395,3,398,0,398,"1,253","1,651",24.11%
士林區,後港里,108,1,194,9,162,51,417,1,418,0,418,"1,137","1,555",26.88%
士林區,後港里,109,0,211,5,126,44,386,1,387,0,387,"1,044","1,431",27.04%
士林區,後港里,110,0,160,5,126,47,338,1,339,0,339,837,"1,176",28.83%
士林區,福中里,111,1,254,3,139,46,443,1,444,0,444,931,"1,375",32.29%
士林區,福中里,112,1,241,7,172,45,466,0,466,0,466,901,"1,367",34.09%
士林區,福中里,113,0,222,11,179,60,472,0,472,0,472,"1,018","1,490",31.68%
士林區,福中里,114,1,254,7,154,71,487,2,489,0,489,988,"1,477",33.11%
士林區,前港里,115,1,181,5,93,22,302,5,307,0,307,850,"1,157",26.53%
士林區,前港里,116,0,223,12,131,55,421,3,424,0,424,"1,006","1,430",29.65%
士林區,前港里,117,0,193,2,128,40,363,0,363,0,363,841,"1,204",30.15%
士林區,百齡里,118,0,254,4,176,45,479,2,481,0,481,"1,006","1,487",32.35%
士林區,百齡里,119,1,266,6,158,58,489,1,490,0,490,"1,015","1,505",32.56%
士林區,百齡里,120,3,241,6,159,45,454,1,455,0,455,983,"1,438",31.64%
士林區,百齡里,121,0,223,7,174,67,471,2,473,0,473,"1,057","1,530",30.92%
士林區,承德里,122,0,166,9,229,43,447,0,447,0,447,"1,152","1,599",27.95%
士林區,承德里,123,2,234,5,202,54,497,1,498,0,498,"1,145","1,643",30.31%
士林區,承德里,124,0,137,3,169,44,353,0,353,0,353,"1,159","1,512",23.35%
士林區,福華里,125,1,181,2,139,60,383,1,384,0,384,894,"1,278",30.05%
士林區,福華里,126,0,162,4,115,30,311,2,313,0,313,966,"1,279",24.47%
士林區,福華里,127,0,216,3,160,41,420,1,421,0,421,"1,066","1,487",28.31%
士林區,福華里,128,1,211,4,170,48,434,0,434,0,434,975,"1,409",30.80%
士林區,明勝里,129,0,137,3,201,42,383,1,384,0,384,"1,016","1,400",27.43%
士林區,明勝里,130,0,215,12,155,51,433,0,433,0,433,"1,020","1,453",29.80%
士林區,明勝里,131,2,237,5,164,76,484,2,486,0,486,944,"1,430",33.99%
士林區,福順里,132,0,397,11,101,70,579,7,586,0,586,902,"1,488",39.38%
士林區,福順里,133,4,314,5,132,86,541,3,544,0,544,990,"1,534",35.46%
士林區,福順里,134,1,351,3,157,86,598,2,600,0,600,964,"1,564",38.36%
士林區,富光里,135,2,285,12,152,85,536,2,538,0,538,"1,065","1,603",33.56%
士林區,富光里,136,2,351,5,146,100,604,3,607,0,607,"1,169","1,776",34.18%
士林區,富光里,137,1,412,5,145,77,640,1,641,0,641,998,"1,639",39.11%
士林區,葫蘆里,138,0,345,8,139,87,579,0,579,0,579,"1,022","1,601",36.16%
士林區,葫蘆里,139,0,225,4,224,58,511,4,515,0,515,"1,047","1,562",32.97%
士林區,葫蘆里,140,0,175,4,251,75,505,3,508,0,508,"1,124","1,632",31.13%
士林區,葫蘆里,141,0,381,2,141,66,590,3,593,0,593,"1,001","1,594",37.20%
士林區,葫東里,142,2,378,11,159,105,655,2,657,0,657,"1,073","1,730",37.98%
士林區,葫東里,143,0,347,7,164,65,583,2,585,0,585,"1,205","1,790",32.68%
士林區,社子里,144,0,220,5,115,55,395,0,395,0,395,869,"1,264",31.25%
士林區,社子里,145,2,206,7,122,56,393,0,393,0,393,"1,012","1,405",27.97%
士林區,社子里,146,1,297,7,122,61,488,4,492,0,492,978,"1,470",33.47%
士林區,社子里,147,0,205,6,123,64,398,2,400,0,400,951,"1,351",29.61%
士林區,社新里,148,0,270,6,153,76,505,2,507,0,507,"1,193","1,700",29.82%
士林區,社新里,149,1,249,3,123,71,447,3,450,0,450,973,"1,423",31.62%
士林區,社新里,150,0,213,3,103,69,388,3,391,0,391,"1,082","1,473",26.54%
士林區,社新里,151,1,251,6,135,93,486,1,487,0,487,"1,242","1,729",28.17%
士林區,社新里,152,0,235,5,104,64,408,1,409,0,409,998,"1,407",29.07%
士林區,社園里,153,0,273,9,131,90,503,0,503,0,503,"1,012","1,515",33.20%
士林區,社園里,154,0,253,2,106,47,408,0,408,0,408,"1,036","1,444",28.25%
士林區,社園里,155,0,285,5,103,46,439,1,440,0,440,"1,050","1,490",29.53%
士林區,社園里,156,2,370,4,154,77,607,0,607,0,607,"1,132","1,739",34.91%
士林區,永倫里,157,0,245,4,113,59,421,3,424,0,424,"1,163","1,587",26.72%
士林區,永倫里,158,0,205,4,101,45,355,1,356,0,356,909,"1,265",28.14%
士林區,永倫里,159,0,308,11,172,63,554,3,557,0,557,"1,150","1,707",32.63%
士林區,永倫里,160,1,287,1,134,57,480,2,482,0,482,"1,137","1,619",29.77%
士林區,福安里,161,1,325,3,49,45,423,1,424,0,424,921,"1,345",31.52%
士林區,福安里,162,0,378,2,56,44,480,1,481,0,481,903,"1,384",34.75%
士林區,福安里,163,0,372,7,45,43,467,1,468,0,468,963,"1,431",32.70%
士林區,富洲里,164,4,411,4,66,54,539,2,541,0,541,"1,018","1,559",34.70%
士林區,富洲里,165,0,410,1,46,52,509,1,510,0,510,"1,039","1,549",32.92%
士林區,富洲里,166,0,520,3,111,70,704,1,705,0,705,"1,215","1,920",36.72%
士林區,岩山里,167,0,115,0,157,35,307,1,308,0,308,906,"1,214",25.37%
士林區,岩山里,168,0,173,9,292,44,518,1,519,0,519,"1,172","1,691",30.69%
士林區,名山里,169,1,196,6,267,53,523,5,528,0,528,"1,057","1,585",33.31%
士林區,名山里,170,2,182,9,236,62,491,2,493,0,493,"1,067","1,560",31.60%
士林區,名山里,171,0,127,6,198,40,371,2,373,0,373,"1,018","1,391",26.82%
士林區,名山里,172,1,194,8,210,59,472,2,474,0,474,"1,091","1,565",30.29%
士林區,聖山里,173,0,207,13,184,50,454,1,455,0,455,"1,055","1,510",30.13%
士林區,聖山里,174,0,170,5,204,56,435,1,436,0,436,911,"1,347",32.37%
士林區,聖山里,175,0,79,4,400,40,523,1,524,0,524,942,"1,466",35.74%
士林區,芝山里,176,1,189,9,212,58,469,1,470,0,470,"1,214","1,684",27.91%
士林區,芝山里,177,0,127,7,205,33,372,2,374,0,374,"1,051","1,425",26.25%
士林區,芝山里,178,0,184,6,249,53,492,0,492,0,492,"1,263","1,755",28.03%
士林區,芝山里,179,0,158,12,211,34,415,5,420,0,420,"1,080","1,500",28.00%
士林區,東山里,180,0,154,3,249,42,448,1,449,0,449,"1,152","1,601",28.04%
士林區,東山里,181,0,129,6,219,35,389,0,389,0,389,"1,034","1,423",27.34%
士林區,東山里,182,0,82,3,326,19,430,2,432,0,432,908,"1,340",32.24%
士林區,永福里,183,0,207,2,94,28,331,1,332,0,332,798,"1,130",29.38%
士林區,公館里,184,0,319,5,74,60,458,5,463,0,463,769,"1,232",37.58%
士林區,新安里,185,0,146,2,86,31,265,0,265,0,265,608,873,30.36%
士林區,新安里,186,1,131,5,86,23,246,1,247,0,247,585,832,29.69%
士林區,陽明里,187,0,186,2,71,32,291,3,294,0,294,612,906,32.45%
士林區,陽明里,188,0,159,1,76,24,260,1,261,0,261,675,936,27.88%
士林區,陽明里,189,0,56,3,112,25,196,1,197,0,197,646,843,23.37%
士林區,菁山里,190,0,93,4,54,25,176,2,178,0,178,359,537,33.15%
士林區,菁山里,191,0,161,5,69,22,257,1,258,0,258,634,892,28.92%
士林區,平等里,192,0,250,2,58,79,389,2,391,0,391,914,"1,305",29.96%
士林區,溪山里,193,1,254,2,81,56,394,2,396,0,396,918,"1,314",30.14%
士林區,翠山里,194,0,62,3,264,32,361,0,361,0,361,862,"1,223",29.52%
士林區,翠山里,195,0,51,4,243,25,323,2,325,0,325,822,"1,147",28.33%
士林區,臨溪里,196,0,137,0,184,31,352,1,353,0,353,"1,057","1,410",25.04%
士林區,臨溪里,197,0,113,1,149,31,294,0,294,0,294,863,"1,157",25.41%
