村里,總統票總數,柯文哲,賴清德,侯友宜
嘉義縣東石鄉洲仔村,522,96,277,149
嘉義縣梅山鄉安靖村,507,96,230,181
臺東縣鹿野鄉瑞源村,485,96,146,243
臺東縣長濱鄉三間村,585,96,107,382
嘉義市東區各里平地、山地原住民,286,96,80,110
嘉義市西區各里平地、山地原住民,220,96,60,64
新北市新店區雙坑里,461,95,217,149
臺中市沙鹿區美仁里,340,95,116,129
臺南市七股區篤加里,525,95,323,107
高雄市新興區蕉園里,504,95,253,156
彰化縣二水鄉源泉村,437,95,181,161
彰化縣芳苑鄉路上村,345,95,134,116
彰化縣竹塘鄉土庫村,412,95,190,127
雲林縣古坑鄉麻園村,485,95,272,118
雲林縣四湖鄉溪底村,543,95,288,160
嘉義縣新港鄉板頭村,370,95,193,82
屏東縣萬丹鄉萬後村,484,95,257,132
臺東縣金峰鄉新興村,397,95,39,263
臺東縣蘭嶼鄉東清村,413,95,111,207
花蓮縣花蓮市民有里,377,95,122,160
花蓮縣光復鄉南富村,480,95,87,298
新竹市北區石坊里,359,95,157,107
臺中市石岡區龍興里,436,94,170,172
臺中市太平區黃竹里,434,94,187,153
臺南市大內區二溪里,552,94,307,151
臺南市北門區慈安里,416,94,222,100
宜蘭縣頭城鎮城西里,360,94,128,138
苗栗縣西湖鄉高埔村,396,94,65,237
苗栗縣西湖鄉二湖村,408,94,111,203
彰化縣田尾鄉南鎮村,409,94,189,126
南投縣鹿谷鄉和雅村,416,94,113,209
南投縣國姓鄉長福村,445,94,160,191
南投縣水里鄉玉峰村,527,94,276,157
南投縣信義鄉潭南村,358,94,22,242
雲林縣二崙鄉大義村,488,94,281,113
雲林縣元長鄉後湖村,451,94,264,93
嘉義縣六腳鄉雙涵村,529,94,298,137
嘉義縣義竹鄉官和村,494,94,316,84
嘉義縣鹿草鄉下潭村,502,94,316,92
嘉義縣鹿草鄉光潭村,641,94,398,149
嘉義縣中埔鄉深坑村,471,94,210,167
花蓮縣萬榮鄉明利村,394,94,51,249
新北市雙溪區新基里,458,93,175,190
臺南市大內區大內里,516,93,272,151
臺南市北門區北門里,484,93,254,137
高雄市左營區埤西里,574,93,293,188
高雄市新興區德政里,435,93,184,158
高雄市前金區北金里,554,93,312,149
高雄市岡山區和平里,333,93,160,80
高雄市橋頭區中崎里,466,93,295,78
高雄市田寮區南安里,610,93,363,154
高雄市湖內區太爺里,557,93,319,145
宜蘭縣南澳鄉澳花村,471,93,39,339
嘉義縣東石鄉副瀨村,559,93,301,165
嘉義縣義竹鄉東過村,498,93,255,150
嘉義縣竹崎鄉文峯村,408,93,207,108
屏東縣南州鄉溪北村,487,93,186,208
臺東縣成功鎮忠孝里,443,93,127,223
臺東縣蘭嶼鄉朗島村,273,93,87,93
新竹市北區中央里,319,93,159,67
臺南市白河區仙草里,637,92,350,195
高雄市新興區榮治里,476,92,214,170
宜蘭縣頭城鎮城北里,339,92,113,134
彰化縣芳苑鄉仁愛村,432,92,169,171
彰化縣芳苑鄉和平村,447,92,211,144
彰化縣大城鄉永和村,373,92,138,143
雲林縣口湖鄉港西村,468,92,226,150
嘉義縣布袋鎮新厝里,407,92,167,148
嘉義縣大埔鄉茄苳村,411,92,165,154
屏東縣高樹鄉舊寮村,735,92,439,204
屏東縣竹田鄉美崙村,478,92,266,120
屏東縣竹田鄉永豐村,522,92,280,150
屏東縣三地門鄉口社村,431,92,95,244
臺東縣太麻里鄉多良村,501,92,57,352
新北市三峽區秀川里,401,91,153,157
新北市貢寮區和美里,562,91,335,136
高雄市鼓山區麗興里,612,91,361,160
高雄市鳳山區成功里,485,91,257,137
高雄市內門區三平里,383,91,200,92
新竹縣尖石鄉梅花村,416,91,59,266
苗栗縣苗栗市大同里,338,91,79,168
苗栗縣通霄鎮福興里,405,91,158,156
彰化縣二水鄉合興村,445,91,217,137
彰化縣芳苑鄉頂廍村,358,91,157,110
南投縣竹山鎮延山里,543,91,241,211
南投縣集集鎮林尾里,370,91,136,143
嘉義縣梅山鄉瑞峯村,446,91,191,164
屏東縣新埤鄉南豐村,487,91,270,126
花蓮縣瑞穗鄉富源村,420,91,105,224
新北市坪林區水德里,477,90,227,160
新北市烏來區福山里,369,90,58,221
臺南市大內區頭社里,627,90,390,147
臺南市西港區金砂里,547,90,349,108
臺南市將軍區巷埔里,711,90,494,127
高雄市新興區漢民里,499,90,267,142
苗栗縣泰安鄉士林村,418,90,24,304
彰化縣永靖鄉四芳村,423,90,179,154
雲林縣水林鄉尖山村,421,90,243,88
嘉義縣太保市田尾里,461,90,225,146
屏東縣萬丹鄉萬安村,407,90,205,112
屏東縣竹田鄉履豐村,427,90,222,115
屏東縣春日鄉力里村,341,90,45,206
臺東縣蘭嶼鄉椰油村,353,90,59,204
澎湖縣白沙鄉講美村,357,90,125,142
新北市永和區忠義里,496,89,85,322
新北市深坑區阿柔里,405,89,174,142
高雄市內門區溝坪里,521,89,252,180
南投縣南投市仁和里,362,89,153,120
南投縣南投市光輝里,367,89,109,169
南投縣信義鄉雙龍村,334,89,59,186
雲林縣西螺鎮中和里,364,89,173,102
嘉義縣朴子市新寮里,427,89,198,140
嘉義縣大林鎮內林里,455,89,194,172
屏東縣枋山鄉楓港村,519,89,305,125
屏東縣霧臺鄉好茶村,398,89,114,195
臺東縣大武鄉大竹村,432,89,50,293
澎湖縣七美鄉南港村,354,89,107,158
金門縣烈嶼鄉上林村,377,89,28,260
新北市淡水區草東里,502,88,236,178
新北市瑞芳區龍安里,387,88,130,169
臺南市玉井區豐里里,580,88,278,214
高雄市鹽埕區育仁里,509,88,278,143
高雄市鹽埕區沙地里,473,88,270,115
高雄市鼓山區延平里,500,88,304,108
高雄市六龜區義寶里,589,88,296,205
南投縣信義鄉神木村,382,88,110,184
雲林縣大埤鄉豐岡村,379,88,161,130
雲林縣二崙鄉義庄村,466,88,304,74
雲林縣四湖鄉林厝村,516,88,277,151
嘉義縣朴子市崁後里,441,88,249,104
嘉義縣布袋鎮龍江里,439,88,208,143
屏東縣麟洛鄉田道村,483,88,260,135
屏東縣鹽埔鄉永隆村,367,88,188,91
屏東縣車城鄉溫泉村,489,88,240,161
花蓮縣壽豐鄉池南村,455,88,133,234
澎湖縣馬公市復興里,244,88,80,76
澎湖縣湖西鄉菓葉村,405,88,218,99
基隆市暖暖區八堵里,386,88,174,124
新北市三峽區五寮里,491,87,221,183
臺南市柳營區大農里,446,87,275,84
高雄市旗山區新光里,521,87,284,150
高雄市旗山區廣福里,398,87,147,164
宜蘭縣南澳鄉金洋村,295,87,21,187
苗栗縣泰安鄉中興村,335,87,46,202
彰化縣埔鹽鄉新興村,325,87,92,146
南投縣集集鎮玉映里,333,87,136,110
雲林縣北港鎮公舘里,356,87,190,79
雲林縣四湖鄉飛沙村,401,87,173,141
嘉義縣大林鎮西結里,449,87,285,77
嘉義縣東石鄉掌潭村,492,87,220,185
嘉義縣竹崎鄉光華村,434,87,197,150
屏東縣屏東市頂宅里,351,87,191,73
屏東縣東港鎮共和里,457,87,119,251
屏東縣萬巒鄉萬全村,479,87,268,124
屏東縣牡丹鄉四林村,278,87,43,148
臺東縣海端鄉崁頂村,383,87,52,244
新竹市東區關帝里,337,87,165,85
高雄市杉林區集來里,666,86,389,191
宜蘭縣三星鄉萬德村,382,86,186,110
新竹縣關西鎮東興里,343,86,83,174
南投縣埔里鎮史港里,384,86,115,183
南投縣水里鄉民和村,483,86,214,183
雲林縣口湖鄉後厝村,416,86,238,92
臺東縣鹿野鄉瑞和村,327,86,80,161
臺東縣大武鄉南興村,341,86,71,184
花蓮縣花蓮市主工里,354,86,115,153
花蓮縣鳳林鎮鳳禮里,401,86,113,202
花蓮縣玉里鎮春日里,450,86,114,250
新竹縣關西鎮金山里,340,85,90,165
南投縣信義鄉愛國村,310,85,98,127
雲林縣水林鄉西井村,388,85,200,103
屏東縣枋寮鄉中寮村,421,85,235,101
臺東縣鹿野鄉瑞隆村,438,85,102,251
花蓮縣光復鄉大平村,545,85,109,351
花蓮縣瑞穗鄉瑞祥村,516,85,145,286
澎湖縣白沙鄉吉貝村,472,85,292,95
新北市淡水區中和里,400,84,181,135
新北市三芝區茂長里,446,84,181,181
臺南市南化區小崙里,482,84,225,173
宜蘭縣南澳鄉東岳村,309,84,25,200
彰化縣鹿港鎮龍山里,411,84,198,129
彰化縣北斗鎮重慶里,370,84,164,122
彰化縣芳苑鄉博愛村,437,84,245,108
彰化縣芳苑鄉民生村,400,84,214,102
南投縣竹山鎮富州里,409,84,162,163
南投縣國姓鄉大旗村,401,84,163,154
雲林縣斗六市四維里,400,84,191,125
雲林縣大埤鄉西鎮村,392,84,191,117
雲林縣東勢鄉復興村,360,84,167,109
雲林縣東勢鄉龍潭村,455,84,245,126
雲林縣口湖鄉成龍村,499,84,262,153
嘉義縣朴子市中正里,429,84,176,169
嘉義縣鹿草鄉豊稠村,323,84,151,88
嘉義縣竹崎鄉義和村,440,84,228,128
嘉義縣大埔鄉和平村,365,84,167,114
屏東縣內埔鄉建興村,488,84,262,142
臺東縣東河鄉興昌村,515,84,175,256
新北市三芝區錫板里,447,83,195,169
臺中市新社區中和里,400,83,89,228
臺中市和平區中坑里,342,83,82,177
高雄市左營區埤東里,613,83,316,214
高雄市前金區後金里,435,83,206,146
高雄市林園區西汕里,453,83,278,92
高雄市那瑪夏區瑪雅里,420,83,43,294
雲林縣四湖鄉崙南村,393,83,162,148
雲林縣水林鄉蘇秦村,515,83,319,113
雲林縣水林鄉萬興村,400,83,246,71
嘉義縣太保市港尾里,379,83,182,114
嘉義縣溪口鄉游西村,413,83,253,77
嘉義縣梅山鄉過山村,372,83,168,121
屏東縣萬丹鄉水仙村,391,83,186,122
屏東縣牡丹鄉高士村,361,83,54,224
臺東縣池上鄉大埔村,419,83,112,224
臺東縣太麻里鄉北里村,333,83,110,140
臺東縣達仁鄉安朔村,359,83,41,235
花蓮縣鳳林鎮北林里,372,83,138,151
新北市淡水區民安里,441,82,216,143
新北市金山區大同里,424,82,186,156
新北市萬里區磺潭里,371,82,152,137
宜蘭縣蘇澳鎮長安里,363,82,163,118
彰化縣溪湖鎮光華里,309,82,96,131
雲林縣古坑鄉華山村,425,82,208,135
雲林縣東勢鄉昌南村,515,82,262,171
雲林縣臺西鄉泉州村,318,82,129,107
雲林縣四湖鄉林東村,450,82,197,171
嘉義縣六腳鄉潭墘村,515,82,273,160
嘉義縣東石鄉猿樹村,531,82,267,182
嘉義縣鹿草鄉下麻村,421,82,206,133
屏東縣竹田鄉糶糴村,488,82,270,136
花蓮縣花蓮市民主里,350,82,90,178
花蓮縣花蓮市國安里,344,82,96,166
花蓮縣鳳林鎮鳳義里,400,82,80,238
連江縣莒光鄉青帆村、田沃村、西坵村,305,82,31,192
新北市萬里區雙興里,662,81,353,228
高雄市左營區聖后里,524,81,319,124
高雄市桃源區高中里,373,81,68,224
苗栗縣大湖鄉明湖村,368,81,76,211
苗栗縣獅潭鄉豐林村,391,81,80,230
彰化縣鹿港鎮興化里,386,81,187,118
南投縣中寮鄉和興村,396,81,151,164
南投縣中寮鄉中寮村,388,81,132,175
南投縣中寮鄉永和村,343,81,123,139
南投縣信義鄉卡里布安村,328,81,102,145
雲林縣虎尾鎮建國里,314,81,103,130
雲林縣四湖鄉新庄村,372,81,202,89
雲林縣口湖鄉頂湖村,317,81,146,90
雲林縣水林鄉順興村,440,81,267,92
臺東縣長濱鄉寧埔村,607,81,135,391
澎湖縣白沙鄉中屯村,324,81,114,129
新北市石碇區隆盛里,408,80,191,137
新北市三芝區圓山里,353,80,146,127
臺南市將軍區鯤溟里,550,80,371,99
臺南市新化區礁坑里,613,80,430,103
高雄市楠梓區宏南里,471,80,186,205
高雄市旗山區中洲里,518,80,323,115
新竹縣峨眉鄉七星村,423,80,149,194
苗栗縣大湖鄉南湖村,357,80,111,166
苗栗縣大湖鄉東興村,446,80,142,224
苗栗縣銅鑼鄉新隆村,362,80,86,196
苗栗縣泰安鄉象鼻村,444,80,89,275
彰化縣和美鎮和南里,276,80,96,100
南投縣南投市光華里,447,80,65,302
南投縣竹山鎮中正里,412,80,162,170
南投縣鹿谷鄉清水村,434,80,208,146
南投縣水里鄉中央村,370,80,121,169
雲林縣東勢鄉程海村,347,80,178,89
嘉義縣布袋鎮樹林里,377,80,199,98
嘉義縣民雄鄉東興村,355,80,172,103
嘉義縣梅山鄉双溪村,379,80,185,114
臺東縣太麻里鄉香蘭村,449,80,128,241
花蓮縣花蓮市民權里,275,80,63,132
澎湖縣湖西鄉尖山村,387,80,211,96
基隆市仁愛區文昌里,498,80,266,152
新北市貢寮區貢寮里,437,79,197,161
臺中市新社區中興里,429,79,90,260
臺南市東山區高原里,492,79,226,187
臺南市學甲區宅港里,497,79,313,105
高雄市三民區立誠里,475,79,282,114
南投縣竹山鎮田子里,361,79,147,135
南投縣集集鎮富山里,363,79,135,149
南投縣信義鄉新鄉村,361,79,59,223
雲林縣四湖鄉湖寮村,339,79,179,81
屏東縣瑪家鄉瑪家村,358,79,77,202
臺東縣延平鄉鸞山村,342,79,33,230
花蓮縣壽豐鄉水璉村,406,79,103,224
花蓮縣瑞穗鄉富民村,425,79,61,285
澎湖縣西嶼鄉池東村,363,79,153,131
新北市三峽區有木里,422,78,232,112
新北市汐止區東山里,365,78,163,124
臺中市梧棲區中和里,346,78,158,110
高雄市左營區廟北里,563,78,365,120
高雄市苓雅區博仁里,441,78,207,156
宜蘭縣蘇澳鎮蘇東里,302,78,125,99
宜蘭縣礁溪鄉二結村,295,78,165,52
南投縣魚池鄉共和村,349,78,140,131
雲林縣北港鎮共榮里,252,78,126,48
雲林縣水林鄉後寮村,382,78,211,93
嘉義縣朴子市順天里,433,78,213,142
嘉義縣朴子市德家里,490,78,265,147
嘉義縣義竹鄉埤前村,475,78,207,190
嘉義縣梅山鄉瑞里村,417,78,150,189
臺東縣關山鎮月眉里,355,78,112,165
臺東縣長濱鄉竹湖村,475,78,119,278
臺東縣延平鄉武陵村,369,78,35,256
花蓮縣玉里鎮東豐里,279,78,45,156
澎湖縣湖西鄉許家村,244,78,83,83
澎湖縣湖西鄉城北村,257,78,74,105
澎湖縣西嶼鄉竹灣村,390,78,200,112
金門縣金沙鎮西園里,452,78,30,344
臺中市清水區中興里,293,77,135,81
臺南市六甲區菁埔里,407,77,220,110
臺南市七股區頂山里,508,77,323,108
高雄市三民區港西里,490,77,256,157
高雄市六龜區寶來里,476,77,214,185
苗栗縣西湖鄉下埔村,355,77,69,209
南投縣竹山鎮鯉魚里,451,77,191,183
南投縣中寮鄉崁頂村,305,77,122,106
嘉義縣梅山鄉圳北村,388,77,167,144
花蓮縣光復鄉西富村,508,77,78,353
澎湖縣馬公市長安里,322,77,117,128
澎湖縣湖西鄉沙港村,474,77,284,113
澎湖縣望安鄉將軍村,442,77,263,102
新北市金山區三界里,419,76,212,131
高雄市新興區明莊里,436,76,222,138
高雄市前鎮區興化里,433,76,263,94
宜蘭縣冬山鄉中山村,343,76,201,66
雲林縣斗六市三光里,348,76,166,106
雲林縣北港鎮仁安里,305,76,130,99
雲林縣四湖鄉蔡厝村,444,76,235,133
嘉義縣六腳鄉三義村,439,76,273,90
嘉義縣東石鄉圍潭村,406,76,217,113
嘉義縣鹿草鄉鹿東村,360,76,195,89
屏東縣潮州鎮同榮里,411,76,230,105
屏東縣林邊鄉中林村,469,76,234,159
屏東縣牡丹鄉牡丹村,425,76,61,288
花蓮縣玉里鎮三民里,442,76,153,213
連江縣莒光鄉福正村、大坪村,297,76,27,194
臺南市大內區石林里,395,75,262,58
高雄市六龜區新發里,469,75,252,142
雲林縣四湖鄉溪尾村,363,75,149,139
嘉義縣溪口鄉溪西村,448,75,234,139
嘉義縣義竹鄉岸腳村,433,75,225,133
屏東縣萬巒鄉硫黃村,354,75,208,71
屏東縣佳冬鄉豐隆村,440,75,252,113
花蓮縣玉里鎮樂合里,484,75,80,329
澎湖縣馬公市虎井里,314,75,108,131
澎湖縣湖西鄉鼎灣村,285,75,94,116
新竹市北區大鵬里,129,75,23,31
新北市石碇區永定里,364,74,173,117
臺南市楠西區密枝里,398,74,158,166
高雄市前鎮區興仁里,455,74,303,78
新竹縣北埔鄉南埔村,268,74,54,140
苗栗縣造橋鄉平興村,282,74,64,144
苗栗縣造橋鄉錦水村,324,74,87,163
南投縣魚池鄉新城村、共和村,339,74,138,127
雲林縣元長鄉內寮村,339,74,174,91
雲林縣水林鄉灣東村,344,74,156,114
嘉義縣六腳鄉六腳村,425,74,186,165
嘉義縣東石鄉東崙村,398,74,195,129
嘉義縣竹崎鄉白杞村,387,74,166,147
屏東縣三地門鄉安坡村,335,74,72,189
花蓮縣壽豐鄉鹽寮村,304,74,71,159
花蓮縣卓溪鄉崙山村,289,74,18,197
新北市雙溪區魚行里,423,73,191,159
臺南市玉井區三和里,471,73,230,168
臺南市南化區西埔里,426,73,209,144
高雄市鹽埕區新化里,398,73,209,116
高雄市田寮區西德里,483,73,274,136
高雄市六龜區新威里,426,73,211,142
宜蘭縣三星鄉貴林村,304,73,128,103
新竹縣關西鎮新富里,327,73,125,129
苗栗縣西湖鄉金獅村,317,73,67,177
苗栗縣三灣鄉大河村,350,73,90,187
嘉義縣太保市後庄里,298,73,164,61
嘉義縣布袋鎮岱江里,368,73,160,135
嘉義縣大林鎮湖北里,403,73,219,111
嘉義縣六腳鄉港美村,430,73,285,72
嘉義縣東石鄉龍港村,504,73,193,238
屏東縣車城鄉田中村,363,73,179,111
臺中市和平區天輪里,326,72,122,132
高雄市鼓山區峰南里,484,72,269,143
高雄市左營區尾南里,458,72,297,89
宜蘭縣蘇澳鎮永春里,332,72,157,103
新竹縣竹東鎮軟橋里,250,72,65,113
南投縣鹿谷鄉秀峰村,472,72,229,171
南投縣魚池鄉大雁村,381,72,155,154
嘉義縣番路鄉內甕村,293,72,135,86
屏東縣高樹鄉菜寮村,484,72,349,63
臺東縣太麻里鄉三和村,343,72,137,134
臺東縣達仁鄉台坂村,372,72,36,264
澎湖縣湖西鄉南寮村,362,72,199,91
基隆市暖暖區暖東里,254,72,98,84
基隆市仁愛區同風里,383,72,174,137
臺南市北門區玉港里,428,71,275,82
臺南市玉井區三埔里,294,71,130,93
高雄市前鎮區平昌里,376,71,227,78
高雄市六龜區六龜里,460,71,243,146
彰化縣鹿港鎮郭厝里,351,71,179,101
彰化縣二水鄉倡和村,371,71,162,138
南投縣南投市光明里,543,71,73,399
南投縣中寮鄉永芳村,308,71,117,120
雲林縣北港鎮義民里,265,71,120,74
雲林縣北港鎮仁和里,306,71,133,102
嘉義縣新港鄉埤子村,354,71,210,73
嘉義縣六腳鄉更寮村,365,71,196,98
屏東縣佳冬鄉賴家村,492,71,306,115
屏東縣獅子鄉獅子村,317,71,53,193
花蓮縣花蓮市主義里,310,71,87,152
新北市淡水區新生里,289,70,121,98
新北市金山區豐漁里,317,70,156,91
新北市金山區六股里,447,70,249,128
臺南市大內區內郭里,413,70,251,92
臺南市南化區北平里,397,70,207,120
高雄市左營區廟東里,559,70,397,92
高雄市苓雅區光華里,462,70,254,138
高雄市湖內區忠興里,472,70,286,116
宜蘭縣蘇澳鎮永樂里,288,70,126,92
宜蘭縣三星鄉雙賢村,416,70,235,111
新竹縣橫山鄉福興村,293,70,98,125
南投縣中寮鄉爽文村,303,70,112,121
南投縣魚池鄉武登村,320,70,113,137
雲林縣林內鄉坪頂村,317,70,127,120
雲林縣元長鄉潭西村,405,70,268,67
雲林縣元長鄉潭東村,355,70,152,133
雲林縣四湖鄉萡子村,415,70,268,77
