"prv_code","city_code","area_code","dept_code","li_code","tbox_no","valid_ticket","agree_ticket","disagree_ticket","invalid_ticket","vote_ticket","votable_population","population","vote_to_votable","agree_to_votable"
"10","018","00","010","0020","0024","574","502","72","10","584","1236","0","47.25","40.61"
"10","018","00","010","0021","0000","2599","2357","242","61","2660","5750","0","46.26","40.99"
"10","018","00","010","0021","0025","489","441","48","11","500","1126","0","44.40","39.17"
"10","018","00","010","0021","0026","572","525","47","17","589","1237","0","47.62","42.44"
"10","018","00","010","0021","0027","432","405","27","15","447","1110","0","40.27","36.49"
"10","018","00","010","0021","0028","539","483","56","8","547","1168","0","46.83","41.35"
"10","018","00","010","0021","0029","567","503","64","10","577","1109","0","52.03","45.36"
"10","018","00","010","0022","0000","1347","1203","144","29","1376","2921","0","47.11","41.18"
"10","018","00","010","0022","0044","665","581","84","14","679","1481","0","45.85","39.23"
"10","018","00","010","0022","0045","682","622","60","15","697","1440","0","48.40","43.19"
"10","018","00","010","0023","0000","1276","1100","176","33","1309","2749","0","47.62","40.01"
"10","018","00","010","0023","0046","413","327","86","8","421","946","0","44.50","34.57"
"10","018","00","010","0023","0047","399","352","47","16","415","850","0","48.82","41.41"
"10","018","00","010","0023","0048","464","421","43","9","473","953","0","49.63","44.18"
"10","018","00","010","0024","0000","2224","2060","164","43","2267","4364","0","51.95","47.20"
"10","018","00","010","0024","0057","617","553","64","17","634","1188","0","53.37","46.55"
"10","018","00","010","0024","0058","381","351","30","3","384","934","0","41.11","37.58"
"10","018","00","010","0024","0059","578","545","33","11","589","1096","0","53.74","49.73"
"10","018","00","010","0024","0060","648","611","37","12","660","1146","0","57.59","53.32"
"10","018","00","010","0025","0000","2013","1934","79","34","2047","3929","0","52.10","49.22"
"10","018","00","010","0025","0061","668","638","30","17","685","1307","0","52.41","48.81"
"10","018","00","010","0025","0062","684","660","24","12","696","1342","0","51.86","49.18"
"10","018","00","010","0025","0063","661","636","25","5","666","1280","0","52.03","49.69"
"10","018","00","010","0026","0000","2813","2563","250","71","2884","6131","0","47.04","41.80"
"10","018","00","010","0026","0039","576","511","65","14","590","1298","0","45.45","39.37"
"10","018","00","010","0026","0040","522","474","48","18","540","1206","0","44.78","39.30"
"10","018","00","010","0026","0041","572","525","47","12","584","1210","0","48.26","43.39"
"10","018","00","010","0026","0042","603","550","53","12","615","1288","0","47.75","42.70"
"10","018","00","010","0026","0043","540","503","37","15","555","1129","0","49.16","44.55"
"10","018","00","010","0027","0000","1510","1347","163","42","1552","3048","0","50.92","44.19"
"10","018","00","010","0027","0036","442","404","38","8","450","912","0","49.34","44.30"
"10","018","00","010","0027","0037","514","474","40","15","529","1051","0","50.33","45.10"
"10","018","00","010","0027","0038","554","469","85","19","573","1085","0","52.81","43.23"
"10","018","00","010","0028","0000","1455","1241","214","47","1502","3486","0","43.09","35.60"
"10","018","00","010","0028","0140","403","345","58","15","418","1028","0","40.66","33.56"
"10","018","00","010","0028","0141","492","409","83","14","506","1038","0","48.75","39.40"
"10","018","00","010","0028","0142","560","487","73","18","578","1420","0","40.70","34.30"
"10","018","00","010","0029","0000","1297","1083","214","36","1333","2975","0","44.81","36.40"
"10","018","00","010","0029","0127","397","330","67","11","408","860","0","47.44","38.37"
"10","018","00","010","0029","0128","435","377","58","14","449","1048","0","42.84","35.97"
"10","018","00","010","0029","0129","465","376","89","11","476","1067","0","44.61","35.24"
"10","018","00","010","0030","0000","2258","1987","271","50","2308","5124","0","45.04","38.78"
"10","018","00","010","0030","0151","348","310","38","7","355","980","0","36.22","31.63"
"10","018","00","010","0030","0152","363","286","77","16","379","859","0","44.12","33.29"
"10","018","00","010","0030","0153","458","418","40","10","468","888","0","52.70","47.07"
"10","018","00","010","0030","0154","407","353","54","7","414","1067","0","38.80","33.08"
"10","018","00","010","0030","0155","682","620","62","10","692","1330","0","52.03","46.62"
"10","018","00","010","0031","0000","2411","2031","380","46","2457","5556","0","44.22","36.56"
"10","018","00","010","0031","0143","562","464","98","11","573","1270","0","45.12","36.54"
"10","018","00","010","0031","0144","493","425","68","11","504","1069","0","47.15","39.76"
"10","018","00","010","0031","0145","417","355","62","10","427","1094","0","39.03","32.45"
"10","018","00","010","0031","0146","465","376","89","4","469","1090","0","43.03","34.50"
"10","018","00","010","0031","0147","474","411","63","10","484","1033","0","46.85","39.79"
"10","018","00","010","0032","0000","565","502","63","15","580","1225","0","47.35","40.98"
"10","018","00","010","0032","0116","565","502","63","15","580","1225","0","47.35","40.98"
"10","018","00","010","0033","0000","1411","1303","108","48","1459","2893","0","50.43","45.04"
"10","018","00","010","0033","0072","473","428","45","15","488","1051","0","46.43","40.72"
"10","018","00","010","0033","0073","375","347","28","10","385","759","0","50.72","45.72"
"10","018","00","010","0033","0074","563","528","35","23","586","1083","0","54.11","48.75"
"10","018","00","010","0035","0000","404","372","32","11","415","881","0","47.11","42.22"
"10","018","00","010","0035","0067","404","372","32","11","415","881","0","47.11","42.22"
"10","018","00","010","0036","0000","1229","1137","92","18","1247","2646","0","47.13","42.97"
"10","018","00","010","0036","0064","402","364","38","1","403","961","0","41.94","37.88"
"10","018","00","010","0036","0065","407","383","24","5","412","807","0","51.05","47.46"
"10","018","00","010","0036","0066","420","390","30","12","432","878","0","49.20","44.42"
"10","018","00","010","0037","0000","1921","1826","95","28","1949","3712","0","52.51","49.19"
"10","018","00","010","0037","0068","608","588","20","9","617","1143","0","53.98","51.44"
"10","018","00","010","0037","0069","383","354","29","7","390","793","0","49.18","44.64"
"10","018","00","010","0037","0070","377","368","9","2","379","655","0","57.86","56.18"
"10","018","00","010","0037","0071","553","516","37","10","563","1121","0","50.22","46.03"
"10","018","00","010","0038","0000","1111","932","179","36","1147","2718","0","42.20","34.29"
"10","018","00","010","0038","0049","392","331","61","16","408","935","0","43.64","35.40"
"10","018","00","010","0038","0050","381","321","60","11","392","940","0","41.70","34.15"
"10","018","00","010","0038","0051","338","280","58","9","347","843","0","41.16","33.21"
"10","018","00","010","0039","0000","1410","1145","265","52","1462","3244","0","45.07","35.30"
"10","018","00","010","0039","0052","518","427","91","21","539","1268","0","42.51","33.68"
"10","018","00","010","0039","0053","477","386","91","16","493","1051","0","46.91","36.73"
"10","018","00","010","0039","0054","415","332","83","15","430","925","0","46.49","35.89"
"10","018","00","010","0040","0000","857","726","131","24","881","2101","0","41.93","34.55"
"10","018","00","010","0040","0055","443","356","87","16","459","1101","0","41.69","32.33"
"10","018","00","010","0040","0056","414","370","44","8","422","1000","0","42.20","37.00"
"10","018","00","010","0041","0000","2404","2157","247","55","2459","5719","0","43.00","37.72"
"10","018","00","010","0041","0079","294","280","14","5","299","689","0","43.40","40.64"
"10","018","00","010","0041","0090","494","425","69","25","519","1201","0","43.21","35.39"
"10","018","00","010","0041","0091","534","462","72","7","541","1327","0","40.77","34.82"
"10","018","00","010","0041","0092","544","485","59","7","551","1237","0","44.54","39.21"
"10","018","00","010","0041","0093","538","505","33","11","549","1265","0","43.40","39.92"
"10","018","00","010","0042","0000","4166","3891","275","75","4241","9131","0","46.45","42.61"
"10","018","00","010","0042","0075","449","409","40","7","456","1024","0","44.53","39.94"
"10","018","00","010","0042","0076","540","506","34","10","550","1164","0","47.25","43.47"
"10","018","00","010","0042","0077","545","500","45","16","561","1180","0","47.54","42.37"
"10","018","00","010","0042","0078","741","706","35","7","748","1632","0","45.83","43.26"
"10","018","00","010","0042","0080","358","338","20","7","365","849","0","42.99","39.81"
"10","018","00","010","0042","0081","426","382","44","7","433","952","0","45.48","40.13"
"10","018","00","010","0042","0082","604","568","36","13","617","1365","0","45.20","41.61"
"10","018","00","010","0042","0083","503","482","21","8","511","965","0","52.95","49.95"
"10","018","00","010","0043","0000","2251","2010","241","50","2301","5230","0","44.00","38.43"
"10","018","00","010","0043","0094","458","383","75","12","470","1049","0","44.80","36.51"
"10","018","00","010","0043","0095","428","395","33","10","438","991","0","44.20","39.86"
"10","018","00","010","0043","0096","484","431","53","4","488","1100","0","44.36","39.18"
"10","018","00","010","0043","0097","458","417","41","11","469","1106","0","42.41","37.70"
"10","018","00","010","0043","0098","423","384","39","13","436","984","0","44.31","39.02"
"10","018","00","010","0044","0000","1938","1762","176","44","1982","4297","0","46.13","41.01"
"10","018","00","010","0044","0112","429","402","27","8","437","1146","0","38.13","35.08"
"10","018","00","010","0044","0113","529","474","55","8","537","1066","0","50.38","44.47"
"10","018","00","010","0044","0114","434","385","49","16","450","940","0","47.87","40.96"
"10","018","00","010","0044","0115","546","501","45","12","558","1145","0","48.73","43.76"
"10","018","00","010","0045","0000","2047","1855","192","47","2094","5070","0","41.30","36.59"
"10","018","00","010","0045","0107","404","371","33","13","417","1086","0","38.40","34.16"
"10","018","00","010","0045","0108","443","386","57","15","458","1115","0","41.08","34.62"
"10","018","00","010","0045","0109","408","368","40","5","413","1022","0","40.41","36.01"
"10","018","00","010","0045","0110","338","307","31","9","347","922","0","37.64","33.30"
"10","018","00","010","0045","0111","454","423","31","5","459","925","0","49.62","45.73"
"10","018","00","010","0046","0000","1899","1692","207","42","1941","4753","0","40.84","35.60"
"10","018","00","010","0046","0103","388","339","49","11","399","1107","0","36.04","30.62"
"10","018","00","010","0046","0104","505","451","54","11","516","1257","0","41.05","35.88"
"10","018","00","010","0046","0105","463","412","51","4","467","1160","0","40.26","35.52"
"10","018","00","010","0046","0106","543","490","53","16","559","1229","0","45.48","39.87"
"10","018","00","010","0047","0000","3146","2827","319","75","3221","6240","0","51.62","45.30"
"10","018","00","010","0047","0084","502","452","50","13","515","1046","0","49.24","43.21"
"10","018","00","010","0047","0085","466","425","41","8","474","995","0","47.64","42.71"
"10","018","00","010","0047","0086","529","467","62","16","545","1035","0","52.66","45.12"
"10","018","00","010","0047","0087","584","527","57","7","591","1128","0","52.39","46.72"
"10","018","00","010","0047","0088","448","393","55","17","465","882","0","52.72","44.56"
"10","018","00","010","0047","0089","617","563","54","14","631","1154","0","54.68","48.79"
"10","018","00","010","0048","0000","1031","908","123","32","1063","2334","0","45.54","38.90"
"10","018","00","010","0048","0033","332","288","44","10","342","755","0","45.30","38.15"
"10","018","00","010","0048","0034","343","318","25","10","353","785","0","44.97","40.51"
"10","018","00","010","0048","0035","356","302","54","12","368","794","0","46.35","38.04"
"10","018","00","010","0049","0000","1425","1214","211","27","1452","3373","0","43.05","35.99"
"10","018","00","010","0049","0137","469","406","63","4","473","1068","0","44.29","38.01"
"10","018","00","010","0049","0138","445","373","72","12","457","1090","0","41.93","34.22"
"10","018","00","010","0049","0139","511","435","76","11","522","1215","0","42.96","35.80"
"10","018","00","010","0050","0000","2088","1876","212","62","2150","4909","0","43.80","38.22"
"10","018","00","010","0050","0017","494","428","66","17","511","1242","0","41.14","34.46"
"10","018","00","010","0050","0018","492","442","50","9","501","1233","0","40.63","35.85"
"10","018","00","010","0050","0019","558","501","57","22","580","1280","0","45.31","39.14"
"10","018","00","010","0050","0020","544","505","39","14","558","1154","0","48.35","43.76"
"10","018","00","010","0051","0000","833","745","88","14","847","1865","0","45.42","39.95"
"10","018","00","010","0051","0007","311","284","27","9","320","750","0","42.67","37.87"
"10","018","00","010","0051","0008","522","461","61","5","527","1115","0","47.26","41.35"
"10","018","00","010","0052","0000","1613","1415","198","30","1643","3453","0","47.58","40.98"
"10","018","00","010","0052","0148","541","485","56","10","551","1192","0","46.22","40.69"
"10","018","00","010","0052","0149","558","491","67","11","569","1275","0","44.63","38.51"
"10","018","00","010","0052","0150","514","439","75","9","523","986","0","53.04","44.52"
"10","018","00","010","0053","0000","1736","1530","206","20","1756","4874","0","36.03","31.39"
"10","018","00","010","0053","0156","388","334","54","3","391","985","0","39.70","33.91"
"10","018","00","010","0053","0157","276","247","29","2","278","918","0","30.28","26.91"
"10","018","00","010","0053","0158","350","323","27","1","351","940","0","37.34","34.36"
"10","018","00","010","0053","0159","393","335","58","5","398","1149","0","34.64","29.16"
"10","018","00","010","0053","0160","329","291","38","9","338","882","0","38.32","32.99"
"10","018","00","010","0054","0000","1880","1764","116","35","1915","3896","0","49.15","45.28"
"10","018","00","010","0054","0099","456","427","29","3","459","984","0","46.65","43.39"
"10","018","00","010","0054","0100","444","424","20","4","448","875","0","51.20","48.46"
"10","018","00","010","0054","0101","505","476","29","10","515","1024","0","50.29","46.48"
"10","018","00","010","0054","0102","475","437","38","18","493","1013","0","48.67","43.14"
"10","018","00","010","0055","0000","422","383","39","11","433","952","0","45.48","40.23"
"10","018","00","010","0055","0003","422","383","39","11","433","952","0","45.48","40.23"
"10","018","00","010","0056","0000","512","431","81","15","527","1169","0","45.08","36.87"
"10","018","00","010","0056","0131","512","431","81","15","527","1169","0","45.08","36.87"
"10","018","00","020","0000","0000","51901","44765","7136","1217","53118","124291","152490","42.74","36.02"
"10","018","00","020","0001","0000","249","211","38","1","250","548","0","45.62","38.50"
"10","018","00","020","0001","0161","249","211","38","1","250","548","0","45.62","38.50"
"10","018","00","020","0002","0000","312","259","53","6","318","722","0","44.04","35.87"
"10","018","00","020","0002","0165","312","259","53","6","318","722","0","44.04","35.87"
"10","018","00","020","0003","0000","324","266","58","10","334","740","0","45.14","35.95"
"10","018","00","020","0003","0163","324","266","58","10","334","740","0","45.14","35.95"
"10","018","00","020","0004","0000","187","151","36","8","195","460","0","42.39","32.83"
"10","018","00","020","0004","0162","187","151","36","8","195","460","0","42.39","32.83"
"10","018","00","020","0005","0000","467","392","75","8","475","1059","0","44.85","37.02"
"10","018","00","020","0005","0166","467","392","75","8","475","1059","0","44.85","37.02"
"10","018","00","020","0007","0000","512","431","81","17","529","1157","0","45.72","37.25"
"10","018","00","020","0007","0167","512","431","81","17","529","1157","0","45.72","37.25"
"10","018","00","020","0008","0000","426","351","75","18","444","965","0","46.01","36.37"
"10","018","00","020","0008","0197","426","351","75","18","444","965","0","46.01","36.37"
"10","018","00","020","0009","0000","389","355","34","3","392","849","0","46.17","41.81"
"10","018","00","020","0009","0192","389","355","34","3","392","849","0","46.17","41.81"
"10","018","00","020","0010","0000","375","340","35","9","384","769","0","49.93","44.21"
"10","018","00","020","0010","0190","375","340","35","9","384","769","0","49.93","44.21"
"10","018","00","020","0011","0000","367","299","68","6","373","808","0","46.16","37.00"
"10","018","00","020","0011","0191","367","299","68","6","373","808","0","46.16","37.00"
"10","018","00","020","0012","0000","588","492","96","8","596","1345","0","44.31","36.58"
"10","018","00","020","0012","0195","355","302","53","5","360","783","0","45.98","38.57"
"10","018","00","020","0012","0196","233","190","43","3","236","562","0","41.99","33.81"
"10","018","00","020","0013","0000","662","561","101","12","674","1580","0","42.66","35.51"
"10","018","00","020","0013","0193","409","350","59","8","417","922","0","45.23","37.96"
"10","018","00","020","0013","0194","253","211","42","4","257","658","0","39.06","32.07"
"10","018","00","020","0014","0000","1863","1622","241","37","1900","4790","0","39.67","33.86"
"10","018","00","020","0014","0198","486","414","72","10","496","1226","0","40.46","33.77"
"10","018","00","020","0014","0199","539","475","64","13","552","1249","0","44.20","38.03"
"10","018","00","020","0014","0200","393","346","47","8","401","1173","0","34.19","29.50"
"10","018","00","020","0014","0201","445","387","58","6","451","1142","0","39.49","33.89"
"10","018","00","020","0015","0000","1293","1107","186","24","1317","2958","0","44.52","37.42"
"10","018","00","020","0015","0215","440","389","51","11","451","967","0","46.64","40.23"
"10","018","00","020","0015","0216","423","346","77","9","432","997","0","43.33","34.70"
"10","018","00","020","0015","0217","430","372","58","4","434","994","0","43.66","37.42"
"10","018","00","020","0016","0000","1745","1472","273","45","1790","3988","0","44.88","36.91"
"10","018","00","020","0016","0211","460","359","101","13","473","1107","0","42.73","32.43"
"10","018","00","020","0016","0212","449","389","60","12","461","1030","0","44.76","37.77"
"10","018","00","020","0016","0213","443","381","62","11","454","944","0","48.09","40.36"
"10","018","00","020","0016","0214","393","343","50","9","402","907","0","44.32","37.82"
"10","018","00","020","0017","0000","941","829","112","16","957","2065","0","46.34","40.15"
"10","018","00","020","0017","0218","528","458","70","10","538","1122","0","47.95","40.82"
"10","018","00","020","0017","0219","413","371","42","6","419","943","0","44.43","39.34"
"10","018","00","020","0018","0000","782","650","132","13","795","1833","0","43.37","35.46"
"10","018","00","020","0018","0262","509","425","84","7","516","1209","0","42.68","35.15"
"10","018","00","020","0018","0263","273","225","48","6","279","624","0","44.71","36.06"
"10","018","00","020","0019","0000","1684","1478","206","44","1728","3758","0","45.98","39.33"
"10","018","00","020","0019","0254","511","445","66","11","522","1148","0","45.47","38.76"
"10","018","00","020","0019","0255","544","493","51","14","558","1173","0","47.57","42.03"
"10","018","00","020","0019","0256","321","284","37","12","333","720","0","46.25","39.44"
"10","018","00","020","0019","0257","308","256","52","7","315","717","0","43.93","35.70"
"10","018","00","020","0020","0000","346","268","78","12","358","833","0","42.98","32.17"
"10","018","00","020","0020","0264","346","268","78","12","358","833","0","42.98","32.17"
"10","018","00","020","0021","0000","1257","1125","132","34","1291","2718","0","47.50","41.39"
"10","018","00","020","0021","0228","377","353","24","10","387","835","0","46.35","42.28"
"10","018","00","020","0021","0229","436","386","50","9","445","879","0","50.63","43.91"
"10","018","00","020","0021","0230","444","386","58","15","459","1004","0","45.72","38.45"
"10","018","00","020","0022","0000","2582","2276","306","34","2616","5902","0","44.32","38.56"
"10","018","00","020","0022","0239","401","353","48","5","406","860","0","47.21","41.05"
"10","018","00","020","0022","0240","343","310","33","6","349","841","0","41.50","36.86"
"10","018","00","020","0022","0241","391","356","35","8","399","853","0","46.78","41.74"
"10","018","00","020","0022","0242","374","323","51","4","378","957","0","39.50","33.75"
"10","018","00","020","0022","0243","487","422","65","3","490","1159","0","42.28","36.41"
"10","018","00","020","0022","0244","586","512","74","8","594","1232","0","48.21","41.56"
"10","018","00","020","0023","0000","2101","1990","111","40","2141","4462","0","47.98","44.60"
"10","018","00","020","0023","0250","495","468","27","15","510","1072","0","47.57","43.66"
"10","018","00","020","0023","0251","500","481","19","5","505","1109","0","45.54","43.37"
"10","018","00","020","0023","0252","572","532","40","3","575","1194","0","48.16","44.56"
"10","018","00","020","0023","0253","534","509","25","17","551","1087","0","50.69","46.83"
"10","018","00","020","0024","0000","1943","1578","365","60","2003","5720","0","35.02","27.59"
"10","018","00","020","0024","0265","483","412","71","8","491","1301","0","37.74","31.67"
"10","018","00","020","0024","0266","429","348","81","13","442","1208","0","36.59","28.81"
"10","018","00","020","0024","0267","382","303","79","10","392","1149","0","34.12","26.37"
"10","018","00","020","0024","0268","304","234","70","12","316","949","0","33.30","24.66"
"10","018","00","020","0024","0269","345","281","64","17","362","1113","0","32.52","25.25"
"10","018","00","020","0025","0000","219","176","43","8","227","569","0","39.89","30.93"
"10","018","00","020","0025","0282","219","176","43","8","227","569","0","39.89","30.93"
"10","018","00","020","0026","0000","1163","996","167","46","1209","2919","0","41.42","34.12"
"10","018","00","020","0026","0270","307","282","25","5","312","744","0","41.94","37.90"
"10","018","00","020","0026","0271","490","416","74","15","505","1271","0","39.73","32.73"
"10","018","00","020","0026","0272","366","298","68","26","392","904","0","43.36","32.96"
"10","018","00","020","0027","0000","725","562","163","16","741","1935","0","38.29","29.04"
"10","018","00","020","0027","0280","307","217","90","8","315","839","0","37.54","25.86"
"10","018","00","020","0027","0281","418","345","73","8","426","1096","0","38.87","31.48"
"10","018","00","020","0028","0000","1337","1131","206","26","1363","3639","0","37.46","31.08"
"10","018","00","020","0028","0273","409","359","50","1","410","1087","0","37.72","33.03"
"10","018","00","020","0028","0274","493","392","101","12","505","1393","0","36.25","28.14"
"10","018","00","020","0028","0275","435","380","55","13","448","1159","0","38.65","32.79"
"10","018","00","020","0029","0000","1393","1171","222","34","1427","4134","0","34.52","28.33"
"10","018","00","020","0029","0276","343","287","56","10","353","1054","0","33.49","27.23"
"10","018","00","020","0029","0277","327","271","56","6","333","869","0","38.32","31.19"
"10","018","00","020","0029","0278","366","314","52","7","373","1067","0","34.96","29.43"
"10","018","00","020","0029","0279","357","299","58","11","368","1144","0","32.17","26.14"
"10","018","00","020","0030","0000","683","567","116","17","700","1585","0","44.16","35.77"
"10","018","00","020","0030","0181","430","339","91","11","441","971","0","45.42","34.91"
"10","018","00","020","0030","0182","253","228","25","6","259","614","0","42.18","37.13"
"10","018","00","020","0031","0000","1474","1287","187","32","1506","3394","0","44.37","37.92"
"10","018","00","020","0031","0168","451","396","55","10","461","1140","0","40.44","34.74"
"10","018","00","020","0031","0169","512","432","80","16","528","1098","0","48.09","39.34"
"10","018","00","020","0031","0170","511","459","52","6","517","1156","0","44.72","39.71"
"10","018","00","020","0032","0000","1936","1608","328","53","1989","5070","0","39.23","31.72"
"10","018","00","020","0032","0173","324","283","41","6","330","930","0","35.48","30.43"
"10","018","00","020","0032","0174","504","436","68","11","515","1158","0","44.47","37.65"
"10","018","00","020","0032","0175","348","296","52","12","360","1080","0","33.33","27.41"
"10","018","00","020","0032","0176","250","203","47","9","259","729","0","35.53","27.85"
"10","018","00","020","0032","0177","510","390","120","15","525","1173","0","44.76","33.25"
"10","018","00","020","0033","0000","1178","976","202","29","1207","2812","0","42.92","34.71"
"10","018","00","020","0033","0178","393","335","58","10","403","981","0","41.08","34.15"
"10","018","00","020","0033","0179","370","293","77","7","377","898","0","41.98","32.63"
"10","018","00","020","0033","0180","415","348","67","12","427","933","0","45.77","37.30"
"10","018","00","020","0034","0000","1464","1193","271","47","1511","3383","0","44.66","35.26"
"10","018","00","020","0034","0186","475","390","85","20","495","1079","0","45.88","36.14"
"10","018","00","020","0034","0187","437","367","70","13","450","1092","0","41.21","33.61"
"10","018","00","020","0034","0188","552","436","116","14","566","1212","0","46.70","35.97"
"10","018","00","020","0036","0000","2064","1763","301","56","2120","4618","0","45.91","38.18"
"10","018","00","020","0036","0258","491","431","60","8","499","1048","0","47.61","41.13"
"10","018","00","020","0036","0259","494","405","89","24","518","1124","0","46.09","36.03"
"10","018","00","020","0036","0260","556","485","71","16","572","1188","0","48.15","40.82"
"10","018","00","020","0036","0261","523","442","81","8","531","1258","0","42.21","35.14"
"10","018","00","020","0037","0000","2288","1971","317","43","2331","5345","0","43.61","36.88"
"10","018","00","020","0037","0202","435","382","53","4","439","1038","0","42.29","36.80"
"10","018","00","020","0037","0203","448","385","63","11","459","1010","0","45.45","38.12"
"10","018","00","020","0037","0204","474","416","58","10","484","1103","0","43.88","37.72"
"10","018","00","020","0037","0205","493","430","63","14","507","1180","0","42.97","36.44"
"10","018","00","020","0037","0206","438","358","80","4","442","1014","0","43.59","35.31"
"10","018","00","020","0038","0000","1633","1343","290","47","1680","4402","0","38.16","30.51"
"10","018","00","020","0038","0207","417","327","90","7","424","1137","0","37.29","28.76"
"10","018","00","020","0038","0208","394","321","73","15","409","1071","0","38.19","29.97"
"10","018","00","020","0038","0209","410","335","75","8","418","1137","0","36.76","29.46"
"10","018","00","020","0038","0210","412","360","52","17","429","1057","0","40.59","34.06"
"10","018","00","020","0039","0000","1458","1278","180","37","1495","4143","0","36.08","30.85"
"10","018","00","020","0039","0220","233","207","26","6","239","1259","0","18.98","16.44"
"10","018","00","020","0039","0221","408","362","46","13","421","881","0","47.79","41.09"
"10","018","00","020","0039","0222","398","349","49","8","406","1024","0","39.65","34.08"
"10","018","00","020","0039","0223","419","360","59","10","429","979","0","43.82","36.77"
"10","018","00","020","0040","0000","2123","1886","237","59","2182","4755","0","45.89","39.66"
"10","018","00","020","0040","0224","463","403","60","9","472","1159","0","40.72","34.77"
