"prv_code","city_code","area_code","dept_code","li_code","tbox_no","votable_population","agree_ticket","agree_ticket_percent","disagree_ticket","disagree_ticket_percent","agree_to_votable","vote_result"
"10","018","00","020","0042","0236","1032","450","95.95","19","4.05","43.60","Y"
"10","018","00","020","0042","0237","1108","461","91.65","42","8.35","41.61","Y"
"10","018","00","020","0042","0238","1110","499","93.62","34","6.38","44.95","Y"
"10","018","00","020","0043","0000","2859","1094","86.35","173","13.65","38.27","Y"
"10","018","00","020","0043","0231","1398","523","86.45","82","13.55","37.41","Y"
"10","018","00","020","0043","0232","1461","571","86.25","91","13.75","39.08","Y"
"10","018","00","020","0044","0000","1541","512","86.63","79","13.37","33.23","Y"
"10","018","00","020","0044","0171","811","258","85.43","44","14.57","31.81","Y"
"10","018","00","020","0044","0172","730","254","87.89","35","12.11","34.79","Y"
"10","018","00","020","0045","0000","3298","1405","91.29","134","8.71","42.60","Y"
"10","018","00","020","0045","0183","1208","582","95.25","29","4.75","48.18","Y"
"10","018","00","020","0045","0184","1104","364","81.98","80","18.02","32.97","Y"
"10","018","00","020","0045","0185","986","459","94.83","25","5.17","46.55","Y"
"10","018","00","020","0046","0000","680","277","84.19","52","15.81","40.74","Y"
"10","018","00","020","0046","0164","680","277","84.19","52","15.81","40.74","Y"
"10","018","00","020","0047","0000","976","300","84.51","55","15.49","30.74","Y"
"10","018","00","020","0047","0189","976","300","84.51","55","15.49","30.74","Y"
"10","018","00","030","0000","0000","65905","20785","82.63","4368","17.37","31.54","Y"
"10","018","00","030","0001","0000","2700","759","73.90","268","26.10","28.11","Y"
"10","018","00","030","0001","0313","853","233","71.25","94","28.75","27.32","Y"
"10","018","00","030","0001","0314","923","277","76.52","85","23.48","30.01","Y"
"10","018","00","030","0001","0315","924","249","73.67","89","26.33","26.95","Y"
"10","018","00","030","0002","0000","5468","1623","79.56","417","20.44","29.68","Y"
"10","018","00","030","0002","0308","1054","290","81.92","64","18.08","27.51","Y"
"10","018","00","030","0002","0309","919","262","77.06","78","22.94","28.51","Y"
"10","018","00","030","0002","0310","1300","383","83.44","76","16.56","29.46","Y"
"10","018","00","030","0002","0311","979","287","75.73","92","24.27","29.32","Y"
"10","018","00","030","0002","0312","1216","401","78.94","107","21.06","32.98","Y"
"10","018","00","030","0003","0000","2265","692","77.84","197","22.16","30.55","Y"
"10","018","00","030","0003","0306","930","275","78.35","76","21.65","29.57","Y"
"10","018","00","030","0003","0307","1335","417","77.51","121","22.49","31.24","Y"
"10","018","00","030","0004","0000","2347","623","76.35","193","23.65","26.54","Y"
"10","018","00","030","0004","0304","1209","312","78.20","87","21.80","25.81","Y"
"10","018","00","030","0004","0305","1138","311","74.58","106","25.42","27.33","Y"
"10","018","00","030","0005","0000","2089","661","74.52","226","25.48","31.64","Y"
"10","018","00","030","0005","0302","1137","343","74.89","115","25.11","30.17","Y"
"10","018","00","030","0005","0303","952","318","74.13","111","25.87","33.40","Y"
"10","018","00","030","0006","0000","3163","1080","83.85","208","16.15","34.14","Y"
"10","018","00","030","0006","0299","1108","372","83.78","72","16.22","33.57","Y"
"10","018","00","030","0006","0300","856","281","77.41","82","22.59","32.83","Y"
"10","018","00","030","0006","0301","1199","427","88.77","54","11.23","35.61","Y"
"10","018","00","030","0007","0000","2861","1054","83.92","202","16.08","36.84","Y"
"10","018","00","030","0007","0292","889","338","82.84","70","17.16","38.02","Y"
"10","018","00","030","0007","0293","1090","393","84.70","71","15.30","36.06","Y"
"10","018","00","030","0007","0294","882","323","84.11","61","15.89","36.62","Y"
"10","018","00","030","0008","0000","4538","1455","87.39","210","12.61","32.06","Y"
"10","018","00","030","0008","0295","1120","395","87.00","59","13.00","35.27","Y"
"10","018","00","030","0008","0296","1133","343","87.28","50","12.72","30.27","Y"
"10","018","00","030","0008","0297","1158","322","88.71","41","11.29","27.81","Y"
"10","018","00","030","0008","0298","1127","395","86.81","60","13.19","35.05","Y"
"10","018","00","030","0009","0000","4951","1694","88.18","227","11.82","34.22","Y"
"10","018","00","030","0009","0283","978","356","84.56","65","15.44","36.40","Y"
"10","018","00","030","0009","0284","937","301","86.25","48","13.75","32.12","Y"
"10","018","00","030","0009","0285","954","305","90.77","31","9.23","31.97","Y"
"10","018","00","030","0009","0286","1013","360","87.59","51","12.41","35.54","Y"
"10","018","00","030","0009","0287","1069","372","92.08","32","7.92","34.80","Y"
"10","018","00","030","0010","0000","4019","1581","88.52","205","11.48","39.34","Y"
"10","018","00","030","0010","0316","805","263","82.70","55","17.30","32.67","Y"
"10","018","00","030","0010","0317","1046","507","93.03","38","6.97","48.47","Y"
"10","018","00","030","0010","0318","946","316","84.04","60","15.96","33.40","Y"
"10","018","00","030","0010","0319","1222","495","90.49","52","9.51","40.51","Y"
"10","018","00","030","0011","0000","3520","1168","84.33","217","15.67","33.18","Y"
"10","018","00","030","0011","0320","1194","331","80.15","82","19.85","27.72","Y"
"10","018","00","030","0011","0321","1149","397","85.38","68","14.62","34.55","Y"
"10","018","00","030","0011","0322","1177","440","86.79","67","13.21","37.38","Y"
"10","018","00","030","0012","0000","4332","1292","83.25","260","16.75","29.82","Y"
"10","018","00","030","0012","0323","1170","356","83.57","70","16.43","30.43","Y"
"10","018","00","030","0012","0324","1019","285","77.87","81","22.13","27.97","Y"
"10","018","00","030","0012","0325","1138","330","85.94","54","14.06","29.00","Y"
"10","018","00","030","0012","0326","1005","321","85.37","55","14.63","31.94","Y"
"10","018","00","030","0013","0000","2824","804","77.23","237","22.77","28.47","Y"
"10","018","00","030","0013","0327","1037","317","74.76","107","25.24","30.57","Y"
"10","018","00","030","0013","0328","889","241","73.48","87","26.52","27.11","Y"
"10","018","00","030","0013","0329","898","246","85.12","43","14.88","27.39","Y"
"10","018","00","030","0014","0000","1118","333","79.10","88","20.90","29.79","Y"
"10","018","00","030","0014","0330","1118","333","79.10","88","20.90","29.79","Y"
"10","018","00","030","0015","0000","2133","635","82.79","132","17.21","29.77","Y"
"10","018","00","030","0015","0331","1121","339","84.33","63","15.67","30.24","Y"
"10","018","00","030","0015","0332","1012","296","81.10","69","18.90","29.25","Y"
"10","018","00","030","0016","0000","2355","711","82.39","152","17.61","30.19","Y"
"10","018","00","030","0016","0333","1236","318","79.50","82","20.50","25.73","Y"
"10","018","00","030","0016","0334","1119","393","84.88","70","15.12","35.12","Y"
"10","018","00","030","0017","0000","908","207","79.01","55","20.99","22.80","Y"
"10","018","00","030","0017","0346","908","207","79.01","55","20.99","22.80","Y"
"10","018","00","030","0018","0000","859","248","77.26","73","22.74","28.87","Y"
"10","018","00","030","0018","0345","859","248","77.26","73","22.74","28.87","Y"
"10","018","00","030","0019","0000","764","249","84.69","45","15.31","32.59","Y"
"10","018","00","030","0019","0344","764","249","84.69","45","15.31","32.59","Y"
"10","018","00","030","0020","0000","1807","523","85.60","88","14.40","28.94","Y"
"10","018","00","030","0020","0342","715","222","82.22","48","17.78","31.05","Y"
"10","018","00","030","0020","0343","1092","301","88.27","40","11.73","27.56","Y"
"10","018","00","030","0021","0000","4261","1190","81.62","268","18.38","27.93","Y"
"10","018","00","030","0021","0337","1078","383","91.19","37","8.81","35.53","Y"
"10","018","00","030","0021","0338","970","220","76.66","67","23.34","22.68","Y"
"10","018","00","030","0021","0339","1235","316","75.60","102","24.40","25.59","Y"
"10","018","00","030","0021","0340","978","271","81.38","62","18.62","27.71","Y"
"10","018","00","030","0022","0000","1469","423","77.90","120","22.10","28.80","Y"
"10","018","00","030","0022","0335","855","247","76.71","75","23.29","28.89","Y"
"10","018","00","030","0022","0336","614","176","79.64","45","20.36","28.66","Y"
"10","018","00","030","0023","0000","789","238","73.23","87","26.77","30.16","Y"
"10","018","00","030","0023","0341","789","238","73.23","87","26.77","30.16","Y"
"10","018","00","030","0024","0000","4365","1542","88.88","193","11.12","35.33","Y"
"10","018","00","030","0024","0288","784","277","82.69","58","17.31","35.33","Y"
"10","018","00","030","0024","0289","1218","455","92.29","38","7.71","37.36","Y"
"10","018","00","030","0024","0290","1213","449","92.58","36","7.42","37.02","Y"
"10","018","00","030","0024","0291","1150","361","85.55","61","14.45","31.39","Y"
