zone,city,area,village,village_code
10013190-01,屏東縣,林邊鄉,林邊村,10013190001
10013190-01,屏東縣,林邊鄉,光林村,10013190002
10015110-02,花蓮縣,秀林鄉,景美村,10015110007
10015110-02,花蓮縣,秀林鄉,佳民村,10015110008
10013190-02,屏東縣,林邊鄉,仁和村,10013190003
10015110-01,花蓮縣,秀林鄉,和平村,10015110009
10015110-01,花蓮縣,秀林鄉,富世村,10015110002
10015110-01,花蓮縣,秀林鄉,秀林村,10015110003
10002050-04,宜蘭縣,礁溪鄉,光武村,10002050014
10015110-03,花蓮縣,秀林鄉,水源村,10015110004
10002050-04,宜蘭縣,礁溪鄉,吳沙村,10002050015
10015110-03,花蓮縣,秀林鄉,銅門村,10015110005
10013190-02,屏東縣,林邊鄉,田厝村,10013190008
10002050-04,宜蘭縣,礁溪鄉,龍潭村,10002050016
10013190-03,屏東縣,林邊鄉,竹林村,10013190009
10002050-04,宜蘭縣,礁溪鄉,匏崙村,10002050017
10002050-03,宜蘭縣,礁溪鄉,三民村,10002050010
10002050-03,宜蘭縣,礁溪鄉,林美村,10002050011
10013190-01,屏東縣,林邊鄉,中林村,10013190004
10002050-03,宜蘭縣,礁溪鄉,白鵝村,10002050012
10013190-01,屏東縣,林邊鄉,永樂村,10013190005
10002050-03,宜蘭縣,礁溪鄉,玉光村,10002050013
10013190-02,屏東縣,林邊鄉,水利村,10013190006
10013190-02,屏東縣,林邊鄉,崎峯村,10013190007
10002050-04,宜蘭縣,礁溪鄉,二結村,10002050018
10005100-03,苗栗縣,銅鑼鄉,福興村,10005100001
10002090-03,宜蘭縣,五結鄉,協和村,10002090010
10002090-04,宜蘭縣,五結鄉,孝威村,10002090011
10005100-03,苗栗縣,銅鑼鄉,竹森村,10005100006
10002090-04,宜蘭縣,五結鄉,錦眾村,10002090012
10005100-04,苗栗縣,銅鑼鄉,中平村,10005100007
10002090-05,宜蘭縣,五結鄉,利澤村,10002090013
10005100-05,苗栗縣,銅鑼鄉,興隆村,10005100008
10005100-05,苗栗縣,銅鑼鄉,盛隆村,10005100009
10007030-01,彰化縣,和美鎮,竹營里,10007030001
10005100-01,苗栗縣,銅鑼鄉,銅鑼村,10005100002
10007030-01,彰化縣,和美鎮,和東里,10007030002
10005100-03,苗栗縣,銅鑼鄉,朝陽村,10005100003
10007030-01,彰化縣,和美鎮,和南里,10007030003
10005100-02,苗栗縣,銅鑼鄉,樟樹村,10005100004
10005100-02,苗栗縣,銅鑼鄉,九湖村,10005100005
10010050-03,嘉義縣,民雄鄉,山中村,10010050020
10002090-05,宜蘭縣,五結鄉,成興村,10002090014
10010050-03,嘉義縣,民雄鄉,中央村,10010050021
10007030-04,彰化縣,和美鎮,還社里,10007030008
10002090-05,宜蘭縣,五結鄉,季新村,10002090015
10010050-02,嘉義縣,民雄鄉,北斗村,10010050022
10007030-01,彰化縣,和美鎮,面前里,10007030009
10010050-02,嘉義縣,民雄鄉,双福村,10010050023
10007030-01,彰化縣,和美鎮,和北里,10007030004
10007030-01,彰化縣,和美鎮,和西里,10007030005
10007030-01,彰化縣,和美鎮,四張里,10007030006
10010050-02,嘉義縣,民雄鄉,福樂村,10010050028
10007030-01,彰化縣,和美鎮,頭前里,10007030007
10010050-02,嘉義縣,民雄鄉,大崎村,10010050024
10010050-02,嘉義縣,民雄鄉,秀林村,10010050025
10010050-02,嘉義縣,民雄鄉,松山村,10010050026
10010050-03,嘉義縣,民雄鄉,金興村,10010050027
10013280-01,屏東縣,瑪家鄉,北葉村,10013280002
10013280-02,屏東縣,瑪家鄉,凉山村,10013280003
10013280-02,屏東縣,瑪家鄉,佳義村,10013280004
10013280-02,屏東縣,瑪家鄉,排灣村,10013280005
10009060-02,雲林縣,北港鎮,府番里,10009060018
10013280-01,屏東縣,瑪家鄉,瑪家村,10013280001
10009060-02,雲林縣,北港鎮,草湖里,10009060019
10007070-01,彰化縣,秀水鄉,金興村,10007070004
10013100-04,屏東縣,鹽埔鄉,彭厝村,10013100012
10007070-01,彰化縣,秀水鄉,陝西村,10007070005
10007070-01,彰化縣,秀水鄉,安東村,10007070006
10007070-02,彰化縣,秀水鄉,鶴鳴村,10007070007
10007070-01,彰化縣,秀水鄉,秀水村,10007070001
10007070-01,彰化縣,秀水鄉,安溪村,10007070002
10013100-04,屏東縣,鹽埔鄉,洛陽村,10013100010
10007070-01,彰化縣,秀水鄉,莊雅村,10007070003
10009060-03,雲林縣,北港鎮,溝皂里,10009060020
10013100-03,屏東縣,鹽埔鄉,新二村,10013100011
10009060-03,雲林縣,北港鎮,樹腳里,10009060025
10009060-01,雲林縣,北港鎮,扶朝里,10009060026
10009060-01,雲林縣,北港鎮,水埔里,10009060027
10009060-02,雲林縣,北港鎮,新厝里,10009060028
10009060-02,雲林縣,北港鎮,後溝里,10009060021
10009060-03,雲林縣,北港鎮,番溝里,10009060022
10009060-03,雲林縣,北港鎮,大北里,10009060023
10009060-03,雲林縣,北港鎮,好收里,10009060024
10009060-01,雲林縣,北港鎮,共榮里,10009060007
10009060-01,雲林縣,北港鎮,西勢里,10009060008
10009060-01,雲林縣,北港鎮,仁和里,10009060009
10009060-01,雲林縣,北港鎮,華勝里,10009060014
10009060-01,雲林縣,北港鎮,光復里,10009060015
10009060-02,雲林縣,北港鎮,新街里,10009060016
10009060-02,雲林縣,北港鎮,劉厝里,10009060017
10009060-01,雲林縣,北港鎮,賜福里,10009060010
10009060-01,雲林縣,北港鎮,公舘里,10009060011
10009060-01,雲林縣,北港鎮,大同里,10009060012
10009060-01,雲林縣,北港鎮,仁安里,10009060013
10010180-01,嘉義縣,阿里山鄉,十字村,10010180004
10010180-02,嘉義縣,阿里山鄉,來吉村,10010180005
10010180-01,嘉義縣,阿里山鄉,豐山村,10010180006
10010180-02,嘉義縣,阿里山鄉,達邦村,10010180007
10010180-01,嘉義縣,阿里山鄉,中山村,10010180001
10010180-01,嘉義縣,阿里山鄉,中正村,10010180002
10010180-01,嘉義縣,阿里山鄉,香林村,10010180003
10010180-02,嘉義縣,阿里山鄉,樂野村,10010180008
10010180-03,嘉義縣,阿里山鄉,里佳村,10010180009
10013230-04,屏東縣,車城鄉,射寮村,10013230010
10013230-04,屏東縣,車城鄉,後灣村,10013230011
10010180-03,嘉義縣,阿里山鄉,山美村,10010180010
10010180-03,嘉義縣,阿里山鄉,新美村,10010180011
10010180-03,嘉義縣,阿里山鄉,茶山村,10010180012
09020020-01,金門縣,金沙鎮,光前里,09020020004
09020020-01,金門縣,金沙鎮,何斗里,09020020005
09020020-01,金門縣,金沙鎮,西園里,09020020006
09020020-01,金門縣,金沙鎮,官嶼里,09020020007
09020020-01,金門縣,金沙鎮,汶沙里,09020020001
09020020-01,金門縣,金沙鎮,三山里,09020020002
09020020-01,金門縣,金沙鎮,大洋里,09020020003
09020020-01,金門縣,金沙鎮,浦山里,09020020008
10013230-02,屏東縣,車城鄉,福興村,10013230001
10013230-02,屏東縣,車城鄉,福安村,10013230002
10013230-03,屏東縣,車城鄉,保力村,10013230007
10013230-04,屏東縣,車城鄉,新街村,10013230008
10013230-04,屏東縣,車城鄉,埔墘村,10013230009
10013230-01,屏東縣,車城鄉,田中村,10013230003
10013230-01,屏東縣,車城鄉,海口村,10013230004
10013230-02,屏東縣,車城鄉,統埔村,10013230005
10013230-02,屏東縣,車城鄉,溫泉村,10013230006
09020060-01,金門縣,烏坵鄉,大坵村,09020060001
09020060-01,金門縣,烏坵鄉,小坵村,09020060002
10013010-01,屏東縣,屏東市,維新里,10013010012
10007110-01,彰化縣,溪湖鎮,中山里,10007110014
10007110-01,彰化縣,溪湖鎮,中竹里,10007110015
10007110-03,彰化縣,溪湖鎮,東溪里,10007110016
10007110-01,彰化縣,溪湖鎮,西溪里,10007110017
10007110-02,彰化縣,溪湖鎮,大竹里,10007110010
10013010-02,屏東縣,屏東市,金泉里,10013010018
10007110-02,彰化縣,溪湖鎮,湖西里,10007110011
10007110-02,彰化縣,溪湖鎮,田中里,10007110012
10007110-02,彰化縣,溪湖鎮,河東里,10007110013
10013010-02,屏東縣,屏東市,楠樹里,10013010015
10007070-02,彰化縣,秀水鄉,馬興村,10007070008
10007110-01,彰化縣,溪湖鎮,湖東里,10007110018
10007070-02,彰化縣,秀水鄉,義興村,10007070009
10007110-03,彰化縣,溪湖鎮,頂庄里,10007110019
10007070-03,彰化縣,秀水鄉,福安村,10007070010
10013010-01,屏東縣,屏東市,光榮里,10013010001
10007110-01,彰化縣,溪湖鎮,太平里,10007110003
10007110-01,彰化縣,溪湖鎮,光華里,10007110004
10007110-02,彰化縣,溪湖鎮,東寮里,10007110005
10007110-02,彰化縣,溪湖鎮,西寮里,10007110006
10007070-03,彰化縣,秀水鄉,埔崙村,10007070011
10007070-03,彰化縣,秀水鄉,曾厝村,10007070012
10013010-01,屏東縣,屏東市,大埔里,10013010008
10007070-03,彰化縣,秀水鄉,金陵村,10007070013
10007110-01,彰化縣,溪湖鎮,光平里,10007110001
10007070-03,彰化縣,秀水鄉,下崙村,10007070014
10007110-01,彰化縣,溪湖鎮,平和里,10007110002
10013010-01,屏東縣,屏東市,大同里,10013010004
10007110-02,彰化縣,溪湖鎮,大突里,10007110007
10007110-02,彰化縣,溪湖鎮,北勢里,10007110008
10007110-02,彰化縣,溪湖鎮,汴頭里,10007110009
10004010-01,新竹縣,竹北市,文化里,10004010030
10004010-02,新竹縣,竹北市,中崙里,10004010031
10007260-01,彰化縣,溪州鄉,溪厝村,10007260001
10007260-02,彰化縣,溪州鄉,舊眉村,10007260002
10007260-03,彰化縣,溪州鄉,潮洋村,10007260007
10007260-01,彰化縣,溪州鄉,瓦厝村,10007260008
10007260-03,彰化縣,溪州鄉,西畔村,10007260009
10007260-03,彰化縣,溪州鄉,柑園村,10007260003
10007260-04,彰化縣,溪州鄉,水尾村,10007260004
10007260-01,彰化縣,溪州鄉,坑厝村,10007260005
10007260-02,彰化縣,溪州鄉,圳寮村,10007260006
10016030-02,澎湖縣,白沙鄉,鳥嶼村,10016030013
10016030-02,澎湖縣,白沙鄉,員貝村,10016030014
10016030-01,澎湖縣,白沙鄉,大倉村,10016030015
10007110-03,彰化縣,溪湖鎮,忠覺里,10007110020
10016030-03,澎湖縣,白沙鄉,後寮村,10016030010
10016030-03,澎湖縣,白沙鄉,通梁村,10016030011
10016030-04,澎湖縣,白沙鄉,吉貝村,10016030012
10007110-03,彰化縣,溪湖鎮,番婆里,10007110025
10007110-03,彰化縣,溪湖鎮,湳底里,10007110021
10007110-03,彰化縣,溪湖鎮,大庭里,10007110022
10007110-03,彰化縣,溪湖鎮,媽厝里,10007110023
10007110-03,彰化縣,溪湖鎮,西勢里,10007110024
10016030-01,澎湖縣,白沙鄉,講美村,10016030002
10016030-01,澎湖縣,白沙鄉,城前村,10016030003
10016030-01,澎湖縣,白沙鄉,鎮海村,10016030004
10016030-01,澎湖縣,白沙鄉,港子村,10016030005
10016030-01,澎湖縣,白沙鄉,中屯村,10016030001
10016030-02,澎湖縣,白沙鄉,岐頭村,10016030006
10016030-02,澎湖縣,白沙鄉,小赤村,10016030007
10016030-02,澎湖縣,白沙鄉,赤崁村,10016030008
10016030-02,澎湖縣,白沙鄉,瓦硐村,10016030009
10004090-01,新竹縣,北埔鄉,南埔村,10004090005
10004090-01,新竹縣,北埔鄉,大林村,10004090006
10004090-03,新竹縣,北埔鄉,大湖村,10004090007
10004090-03,新竹縣,北埔鄉,南坑村,10004090008
10004090-02,新竹縣,北埔鄉,北埔村,10004090001
10004090-01,新竹縣,北埔鄉,南興村,10004090002
10004090-02,新竹縣,北埔鄉,埔尾村,10004090003
10004090-02,新竹縣,北埔鄉,水磜村,10004090004
65000290-04,新北市,烏來區,福山里,65000290003
65000290-03,新北市,烏來區,信賢里,65000290004
65000290-02,新北市,烏來區,孝義里,65000290005
10004010-01,新竹縣,竹北市,隘口里,10004010005
10007260-03,彰化縣,溪州鄉,張厝村,10007260010
10004010-01,新竹縣,竹北市,東海里,10004010006
10007260-01,彰化縣,溪州鄉,溪州村,10007260011
10004010-02,新竹縣,竹北市,竹北里,10004010007
10007260-03,彰化縣,溪州鄉,成功村,10007260012
10004010-02,新竹縣,竹北市,竹仁里,10004010008
65000290-02,新北市,烏來區,烏來里,65000290001
10007260-04,彰化縣,溪州鄉,菜公村,10007260013
10004010-02,新竹縣,竹北市,斗崙里,10004010001
65000290-01,新北市,烏來區,忠治里,65000290002
10004010-01,新竹縣,竹北市,鹿場里,10004010002
10004010-01,新竹縣,竹北市,東平里,10004010003
10004010-01,新竹縣,竹北市,中興里,10004010004
10007260-03,彰化縣,溪州鄉,榮光村,10007260018
10007260-04,彰化縣,溪州鄉,三條村,10007260019
10004010-02,新竹縣,竹北市,竹義里,10004010009
10007260-01,彰化縣,溪州鄉,尾厝村,10007260014
10007260-03,彰化縣,溪州鄉,大庄村,10007260015
10007260-04,彰化縣,溪州鄉,三圳村,10007260016
10007260-02,彰化縣,溪州鄉,東州村,10007260017
10013010-04,屏東縣,屏東市,仁愛里,10013010070
10004050-04,新竹縣,湖口鄉,孝勢村,10004050001
10013010-04,屏東縣,屏東市,廣興里,10013010071
10004050-04,新竹縣,湖口鄉,仁勢村,10004050002
10004050-04,新竹縣,湖口鄉,愛勢村,10004050003
10004050-01,新竹縣,湖口鄉,信勢村,10004050004
10013010-04,屏東縣,屏東市,三山里,10013010076
10013010-04,屏東縣,屏東市,海豐里,10013010077
10013010-04,屏東縣,屏東市,仁義里,10013010078
10004050-03,新竹縣,湖口鄉,長安村,10004050009
10013010-04,屏東縣,屏東市,和興里,10013010079
10013010-04,屏東縣,屏東市,崇蘭里,10013010073
10013010-04,屏東縣,屏東市,空翔里,10013010074
10004050-03,新竹縣,湖口鄉,中勢村,10004050005
10013010-04,屏東縣,屏東市,潭墘里,10013010075
10004050-01,新竹縣,湖口鄉,德盛村,10004050006
10004050-01,新竹縣,湖口鄉,和興村,10004050007
10004050-03,新竹縣,湖口鄉,長嶺村,10004050008
10004010-04,新竹縣,竹北市,尚義里,10004010020
10004010-01,新竹縣,竹北市,十興里,10004010021
10004090-03,新竹縣,北埔鄉,外坪村,10004090009
10004010-03,新竹縣,竹北市,新國里,10004010022
10013010-04,屏東縣,屏東市,華山里,10013010060
10004010-01,新竹縣,竹北市,東興里,10004010027
10004010-01,新竹縣,竹北市,北興里,10004010028
10004010-01,新竹縣,竹北市,興安里,10004010029
10013010-04,屏東縣,屏東市,勝利里,10013010065
10004010-04,新竹縣,竹北市,新庄里,10004010023
10013010-04,屏東縣,屏東市,永城里,10013010066
10004010-02,新竹縣,竹北市,北崙里,10004010024
10013010-04,屏東縣,屏東市,溝美里,10013010067
10004010-02,新竹縣,竹北市,新崙里,10004010025
10013010-04,屏東縣,屏東市,北勢里,10013010068
10004010-02,新竹縣,竹北市,福德里,10004010026
10013010-04,屏東縣,屏東市,中正里,10013010064
10013010-04,屏東縣,屏東市,北興里,10013010069
10013080-02,屏東縣,九如鄉,玉泉村,10013080011
10004010-02,新竹縣,竹北市,泰和里,10004010010
10013080-02,屏東縣,九如鄉,東寧村,10013080010
10004010-03,新竹縣,竹北市,新社里,10004010011
10004010-04,新竹縣,竹北市,新港里,10004010016
10004010-04,新竹縣,竹北市,大義里,10004010017
10004010-04,新竹縣,竹北市,崇義里,10004010018
10004010-04,新竹縣,竹北市,大眉里,10004010019
10004050-02,新竹縣,湖口鄉,勝利村,10004050020
10004010-03,新竹縣,竹北市,聯興里,10004010012
10004010-04,新竹縣,竹北市,麻園里,10004010013
10004010-04,新竹縣,竹北市,溪州里,10004010014
10013120-01,屏東縣,萬巒鄉,萬巒村,10013120001
10004010-04,新竹縣,竹北市,白地里,10004010015
10013120-01,屏東縣,萬巒鄉,萬全村,10013120002
10013120-02,屏東縣,萬巒鄉,五溝村,10013120007
10013120-02,屏東縣,萬巒鄉,成德村,10013120008
10013120-03,屏東縣,萬巒鄉,萬金村,10013120009
10013120-01,屏東縣,萬巒鄉,萬和村,10013120003
10013120-01,屏東縣,萬巒鄉,鹿寮村,10013120004
10013120-01,屏東縣,萬巒鄉,硫黃村,10013120005
10013120-02,屏東縣,萬巒鄉,泗溝村,10013120006
10013080-01,屏東縣,九如鄉,九清村,10013080001
10013080-01,屏東縣,九如鄉,九塊村,10013080002
10013080-01,屏東縣,九如鄉,九明村,10013080003
10013080-03,屏東縣,九如鄉,耆老村,10013080008
10013080-04,屏東縣,九如鄉,洽興村,10013080009
10013010-04,屏東縣,屏東市,信和里,10013010080
10013010-03,屏東縣,屏東市,崇武里,10013010081
10004050-02,新竹縣,湖口鄉,湖南村,10004050012
10013010-02,屏東縣,屏東市,豐年里,10013010082
10004050-02,新竹縣,湖口鄉,波羅村,10004050013
10013080-02,屏東縣,九如鄉,玉水村,10013080004
10004050-02,新竹縣,湖口鄉,鳳凰村,10004050014
10013080-01,屏東縣,九如鄉,大坵村,10013080005
10004050-02,新竹縣,湖口鄉,鳳山村,10004050015
10013080-03,屏東縣,九如鄉,三塊村,10013080006
10013080-04,屏東縣,九如鄉,後庄村,10013080007
10004050-03,新竹縣,湖口鄉,湖口村,10004050010
10004050-02,新竹縣,湖口鄉,湖鏡村,10004050011
10013010-04,屏東縣,屏東市,崇陽里,10013010083
10013010-04,屏東縣,屏東市,公園里,10013010084
10004050-02,新竹縣,湖口鄉,中興村,10004050016
10004050-01,新竹縣,湖口鄉,信義村,10004050017
10004050-03,新竹縣,湖口鄉,中正村,10004050018
10004050-04,新竹縣,湖口鄉,東興村,10004050019
10010080-02,嘉義縣,六腳鄉,蘇厝村,10010080014
10010080-02,嘉義縣,六腳鄉,竹本村,10010080015
10010080-02,嘉義縣,六腳鄉,永賢村,10010080016
10010080-02,嘉義縣,六腳鄉,魚寮村,10010080017
10010080-02,嘉義縣,六腳鄉,港美村,10010080010
10010080-02,嘉義縣,六腳鄉,豐美村,10010080011
10010080-02,嘉義縣,六腳鄉,六斗村,10010080012
10010080-02,嘉義縣,六腳鄉,崙陽村,10010080013
10010080-03,嘉義縣,六腳鄉,潭墘村,10010080018
10010080-01,嘉義縣,六腳鄉,正義村,10010080019
10013010-03,屏東縣,屏東市,頂宅里,10013010032
10013010-03,屏東縣,屏東市,厚生里,10013010033
10013010-03,屏東縣,屏東市,建國里,10013010035
10013010-02,屏東縣,屏東市,瑞光里,10013010030
10013010-03,屏東縣,屏東市,新生里,10013010031
10010080-01,嘉義縣,六腳鄉,蒜南村,10010080003
10013010-03,屏東縣,屏東市,一心里,10013010036
10010080-01,嘉義縣,六腳鄉,工廠村,10010080004
10010080-01,嘉義縣,六腳鄉,灣南村,10010080005
10013010-03,屏東縣,屏東市,義勇里,10013010038
10010080-01,嘉義縣,六腳鄉,灣北村,10010080006
10010080-01,嘉義縣,六腳鄉,蒜頭村,10010080001
10010080-01,嘉義縣,六腳鄉,蒜東村,10010080002
10010080-01,嘉義縣,六腳鄉,雙涵村,10010080007
10010080-01,嘉義縣,六腳鄉,塗師村,10010080008
10010080-01,嘉義縣,六腳鄉,三義村,10010080009
10013010-02,屏東縣,屏東市,橋北里,10013010021
10013010-02,屏東縣,屏東市,長春里,10013010022
10013010-02,屏東縣,屏東市,豐榮里,10013010023
10013010-02,屏東縣,屏東市,豐源里,10013010024
10013010-02,屏東縣,屏東市,橋南里,10013010020
10013010-02,屏東縣,屏東市,歸心里,10013010029
10013010-02,屏東縣,屏東市,豐田里,10013010025
10013010-02,屏東縣,屏東市,大連里,10013010026
66000290-02,臺中市,和平區,中坑里,66000290004
10013010-02,屏東縣,屏東市,湖西里,10013010027
66000290-02,臺中市,和平區,自由里,66000290005
10013010-02,屏東縣,屏東市,湖南里,10013010028
66000290-02,臺中市,和平區,達觀里,66000290006
66000290-03,臺中市,和平區,梨山里,66000290007
66000290-01,臺中市,和平區,南勢里,66000290001
66000290-01,臺中市,和平區,天輪里,66000290002
66000290-01,臺中市,和平區,博愛里,66000290003
10007210-04,彰化縣,田尾鄉,睦宜村,10007210004
10007210-04,彰化縣,田尾鄉,福田村,10007210005
10007210-04,彰化縣,田尾鄉,新興村,10007210006
10007210-04,彰化縣,田尾鄉,北鎮村,10007210007
66000290-03,臺中市,和平區,平等里,66000290008
10007210-01,彰化縣,田尾鄉,田尾村,10007210001
10007210-02,彰化縣,田尾鄉,豐田村,10007210002
10007210-01,彰化縣,田尾鄉,饒平村,10007210003
10013010-03,屏東縣,屏東市,前進里,10013010054
10007210-04,彰化縣,田尾鄉,南鎮村,10007210008
10013010-03,屏東縣,屏東市,清溪里,10013010055
10007210-04,彰化縣,田尾鄉,新生村,10007210009
10013010-03,屏東縣,屏東市,長安里,10013010056
10013010-03,屏東縣,屏東市,永光里,10013010050
10013010-03,屏東縣,屏東市,大洲里,10013010051
10010080-01,嘉義縣,六腳鄉,溪厝村,10010080020
10013010-03,屏東縣,屏東市,大武里,10013010053
10010080-03,嘉義縣,六腳鄉,更寮村,10010080025
10013010-04,屏東縣,屏東市,斯文里,10013010059
10010080-03,嘉義縣,六腳鄉,六腳村,10010080021
10010080-03,嘉義縣,六腳鄉,六南村,10010080022
10010080-03,嘉義縣,六腳鄉,崩山村,10010080023
10010080-03,嘉義縣,六腳鄉,古林村,10010080024
10013010-03,屏東縣,屏東市,龍華里,10013010043
10013010-03,屏東縣,屏東市,玉成里,10013010044
10013010-03,屏東縣,屏東市,頂柳里,10013010045
10013010-03,屏東縣,屏東市,大湖里,10013010046
10013010-03,屏東縣,屏東市,永安里,10013010040
10013010-03,屏東縣,屏東市,新興里,10013010041
10013010-03,屏東縣,屏東市,公館里,10013010042
10013010-03,屏東縣,屏東市,安鎮里,10013010049
10007210-01,彰化縣,田尾鄉,正義村,10007210020
10007210-01,彰化縣,田尾鄉,南曾村,10007210010
10007210-03,彰化縣,田尾鄉,陸豐村,10007210015
10007210-03,彰化縣,田尾鄉,海豐村,10007210016
10007210-02,彰化縣,田尾鄉,仁里村,10007210017
10007210-02,彰化縣,田尾鄉,新厝村,10007210018
10007210-01,彰化縣,田尾鄉,北曾村,10007210011
10007210-01,彰化縣,田尾鄉,溪畔村,10007210012
10007210-01,彰化縣,田尾鄉,打簾村,10007210013
10007210-03,彰化縣,田尾鄉,柳鳳村,10007210014
10015080-01,花蓮縣,豐濱鄉,豐濱村,10015080001
10007210-02,彰化縣,田尾鄉,溪頂村,10007210019
10015080-01,花蓮縣,豐濱鄉,新社村,10015080002
10015080-01,花蓮縣,豐濱鄉,磯崎村,10015080003
10015080-01,花蓮縣,豐濱鄉,港口村,10015080004
10015080-01,花蓮縣,豐濱鄉,靜浦村,10015080005
10014020-01,臺東縣,成功鎮,忠智里,10014020005
10014020-01,臺東縣,成功鎮,忠仁里,10014020006
10014020-01,臺東縣,成功鎮,和平里,10014020007
10014020-01,臺東縣,成功鎮,信義里,10014020008
10014020-01,臺東縣,成功鎮,博愛里,10014020001
10014060-03,臺東縣,池上鄉,振興村,10014060010
10014020-01,臺東縣,成功鎮,忠孝里,10014020002
10014020-01,臺東縣,成功鎮,三仙里,10014020003
10014020-01,臺東縣,成功鎮,三民里,10014020004
10010110-01,嘉義縣,鹿草鄉,鹿草村,10010110003
10010110-01,嘉義縣,鹿草鄉,西井村,10010110004
10010110-01,嘉義縣,鹿草鄉,豊稠村,10010110005
10010110-01,嘉義縣,鹿草鄉,重寮村,10010110006
10010110-01,嘉義縣,鹿草鄉,後寮村,10010110001
10010110-01,嘉義縣,鹿草鄉,鹿東村,10010110002
10014060-01,臺東縣,池上鄉,福文村,10014060001
10014060-02,臺東縣,池上鄉,慶豐村,10014060002
10014060-02,臺東縣,池上鄉,大坡村,10014060003
10014060-01,臺東縣,池上鄉,大埔村,10014060004
10010110-01,嘉義縣,鹿草鄉,施家村,10010110007
10010110-02,嘉義縣,鹿草鄉,下潭村,10010110008
10010110-02,嘉義縣,鹿草鄉,光潭村,10010110009
10014060-03,臺東縣,池上鄉,富興村,10014060009
10014060-01,臺東縣,池上鄉,福原村,10014060005
10014060-03,臺東縣,池上鄉,錦園村,10014060006
10014060-01,臺東縣,池上鄉,新興村,10014060007
10014060-03,臺東縣,池上鄉,萬安村,10014060008
10010150-01,嘉義縣,梅山鄉,梅東村,10010150001
10010150-01,嘉義縣,梅山鄉,梅南村,10010150002
10010150-02,嘉義縣,梅山鄉,半天村,10010150007
10010150-01,嘉義縣,梅山鄉,圳北村,10010150008
10010150-02,嘉義縣,梅山鄉,大南村,10010150009
10010150-01,嘉義縣,梅山鄉,過山村,10010150003
10010150-01,嘉義縣,梅山鄉,梅北村,10010150004
10010150-01,嘉義縣,梅山鄉,圳南村,10010150005
10010150-02,嘉義縣,梅山鄉,永興村,10010150006
10002030-04,宜蘭縣,蘇澳鎮,港邊里,10002030005
10002030-04,宜蘭縣,蘇澳鎮,隘丁里,10002030007
10002030-04,宜蘭縣,蘇澳鎮,新城里,10002030008
10002030-04,宜蘭縣,蘇澳鎮,龍德里,10002030001
10002030-04,宜蘭縣,蘇澳鎮,頂寮里,10002030002
10002030-04,宜蘭縣,蘇澳鎮,永榮里,10002030003
10002030-04,宜蘭縣,蘇澳鎮,存仁里,10002030004
10002030-03,宜蘭縣,蘇澳鎮,聖湖里,10002030009
10008070-01,南投縣,鹿谷鄉,彰雅村,10008070003
10008070-01,南投縣,鹿谷鄉,廣興村,10008070004
10008070-02,南投縣,鹿谷鄉,內湖村,10008070005
10008070-02,南投縣,鹿谷鄉,竹林村,10008070006
10008070-01,南投縣,鹿谷鄉,鹿谷村,10008070001
10008070-03,南投縣,鹿谷鄉,初鄉村,10008070002
10002070-01,宜蘭縣,員山鄉,員山村,10002070001
10002070-01,宜蘭縣,員山鄉,尚德村,10002070002
10002070-01,宜蘭縣,員山鄉,惠好村,10002070003
10009160-02,雲林縣,臺西鄉,光華村,10009160008
10002070-02,宜蘭縣,員山鄉,七賢村,10002070004
10009160-02,雲林縣,臺西鄉,五榔村,10009160009
10013120-03,屏東縣,萬巒鄉,赤山村,10013120010
10002070-03,宜蘭縣,員山鄉,永和村,10002070009
10013120-04,屏東縣,萬巒鄉,佳佐村,10013120011
10013120-04,屏東縣,萬巒鄉,佳和村,10013120012
10013120-04,屏東縣,萬巒鄉,新厝村,10013120013
10002070-02,宜蘭縣,員山鄉,深溝村,10002070005
10002070-02,宜蘭縣,員山鄉,蓁巷村,10002070006
10002070-02,宜蘭縣,員山鄉,內城村,10002070007
10002070-02,宜蘭縣,員山鄉,中華村,10002070008
10009160-01,雲林縣,臺西鄉,山寮村,10009160010
10010110-03,嘉義縣,鹿草鄉,三角村,10010110014
10010110-03,嘉義縣,鹿草鄉,下麻村,10010110015
10013120-04,屏東縣,萬巒鄉,新置村,10013120014
10010110-02,嘉義縣,鹿草鄉,碧潭村,10010110010
10009160-03,雲林縣,臺西鄉,五港村,10009160015
10010110-02,嘉義縣,鹿草鄉,松竹村,10010110011
10010110-02,嘉義縣,鹿草鄉,竹山村,10010110012
10010110-03,嘉義縣,鹿草鄉,後堀村,10010110013
10009160-03,雲林縣,臺西鄉,富琦村,10009160011
10002030-02,宜蘭縣,蘇澳鎮,南成里,10002030020
10009160-04,雲林縣,臺西鄉,永豐村,10009160012
10002030-02,宜蘭縣,蘇澳鎮,南興里,10002030021
10009160-04,雲林縣,臺西鄉,和豐村,10009160013
10002030-02,宜蘭縣,蘇澳鎮,南寧里,10002030022
10009160-04,雲林縣,臺西鄉,蚊港村,10009160014
10002030-03,宜蘭縣,蘇澳鎮,聖愛里,10002030027
10008120-04,南投縣,信義鄉,雙龍村,10008120012
10002030-02,宜蘭縣,蘇澳鎮,南建里,10002030023
10008120-02,南投縣,信義鄉,新鄉村,10008120013
10002030-01,宜蘭縣,蘇澳鎮,東澳里,10002030024
10008120-01,南投縣,信義鄉,豐丘村,10008120014
