行政區別,村里別,投開票所別,號次1,號次2,號次3,號次4,號次5,有效票數A（A＝1＋2＋…＋N）,無效票數B,投票數C（C＝A＋B）,已領未投票數D（D＝E－C）,發出票數E（E＝C＋D）,用餘票數F,選舉人數(原領票數)G（G＝E＋F）,投票率H（H＝C÷G）
西區,福安里,0111,345,240,4,3,4,596,4,600,0,600,704,"1,304",46.01%
西區,福安里,0112,387,215,1,2,5,610,2,612,0,612,739,"1,351",45.30%
西區,福安里,0113,374,205,1,4,5,589,3,592,0,592,806,"1,398",42.35%
西區,新西里,0114,195,165,1,3,0,364,1,365,0,365,563,928,39.33%
西區,新西里,0115,237,173,0,3,2,415,3,418,0,418,600,"1,018",41.06%
西區,港坪里,0116,306,134,4,2,2,448,1,449,0,449,519,968,46.38%
西區,港坪里,0117,341,168,5,1,3,518,4,522,0,522,574,"1,096",47.63%
西區,港坪里,0118,317,182,1,1,2,503,1,504,0,504,699,"1,203",41.90%
西區,頭港里,0119,317,126,1,3,1,448,0,448,0,448,504,952,47.06%
西區,頭港里,0120,274,109,1,3,3,390,2,392,0,392,453,845,46.39%
西區,西平里,0121,285,179,0,1,1,466,1,467,0,467,520,987,47.32%
西區,西平里,0122,315,143,1,4,3,466,3,469,0,469,602,"1,071",43.79%
西區,西平里,0123,292,174,0,4,2,472,1,473,0,473,592,"1,065",44.41%
西區,劉厝里,0124,407,211,9,5,3,635,4,639,0,639,747,"1,386",46.10%
西區,劉厝里,0125,317,165,5,2,2,491,2,493,0,493,717,"1,210",40.74%
西區,劉厝里,0126,402,163,4,4,2,575,2,577,0,577,858,"1,435",40.21%
西區,劉厝里,0127,340,180,5,0,3,528,1,529,0,529,685,"1,214",43.57%
西區,劉厝里,0128,414,210,2,0,0,626,5,631,0,631,768,"1,399",45.10%
西區,自強里,0129,426,270,4,1,1,702,2,704,0,704,859,"1,563",45.04%
西區,美源里,0130,195,174,1,3,2,375,2,377,0,377,471,848,44.46%
西區,美源里,0131,459,231,1,2,2,695,1,696,0,696,810,"1,506",46.22%
西區,美源里,0132,323,156,3,4,4,490,0,490,0,490,606,"1,096",44.71%
西區,湖內里,0133,338,234,5,1,9,587,2,589,0,589,"1,032","1,621",36.34%
西區,湖內里,0134,336,247,2,4,4,593,4,597,0,597,954,"1,551",38.49%
西區,湖內里,0135,394,240,1,4,3,642,3,645,0,645,931,"1,576",40.93%
西區,獅子里,0136,370,181,3,5,2,561,1,562,0,562,696,"1,258",44.67%
西區,獅子里,0137,352,247,1,4,1,605,0,605,0,605,704,"1,309",46.22%
西區,紅瓦里,0138,412,241,0,4,1,658,3,661,0,661,831,"1,492",44.30%
西區,光路里,0139,277,161,0,3,2,443,2,445,0,445,684,"1,129",39.42%
西區,光路里,0140,353,197,2,0,2,554,1,555,0,555,689,"1,244",44.61%
西區,光路里,0141,387,212,0,1,1,601,3,604,0,604,862,"1,466",41.20%
西區,光路里,0142,303,140,2,6,5,456,2,458,0,458,636,"1,094",41.86%
西區,福民里,0143,345,182,0,2,2,531,1,532,0,532,594,"1,126",47.25%
西區,福民里,0144,303,199,0,1,4,507,0,507,0,507,689,"1,196",42.39%
西區,福民里,0145,322,186,1,6,0,515,0,515,0,515,"1,014","1,529",33.68%
西區,福民里,0146,357,146,0,3,0,506,3,509,0,509,838,"1,347",37.79%
西區,車店里,0147,419,214,1,4,3,641,4,645,0,645,817,"1,462",44.12%
西區,車店里,0148,333,171,0,1,3,508,5,513,0,513,706,"1,219",42.08%
西區,車店里,0149,394,207,3,4,4,612,5,617,0,617,687,"1,304",47.32%
西區,車店里,0150,369,209,1,10,1,590,2,592,0,592,910,"1,502",39.41%
西區,垂楊里,0151,245,138,0,2,4,389,6,395,0,395,502,897,44.04%
西區,垂楊里,0152,245,121,2,2,2,372,1,373,0,373,602,975,38.26%
西區,培元里,0153,186,148,2,1,0,337,1,338,0,338,388,726,46.56%
西區,培元里,0154,371,57,0,3,1,432,4,436,0,436,395,831,52.47%
西區,育英里,0155,259,126,0,0,3,388,2,390,0,390,494,884,44.12%
西區,育英里,0156,225,134,0,3,3,365,0,365,0,365,392,757,48.22%
西區,致遠里,0157,364,57,1,4,1,427,1,428,0,428,417,845,50.65%
西區,致遠里,0158,370,46,0,3,3,422,1,423,0,423,417,840,50.36%
西區,翠岱里,0159,563,86,0,2,0,651,3,654,0,654,710,"1,364",47.95%
西區,導明里,0160,203,126,2,3,1,335,3,338,0,338,363,701,48.22%
西區,導明里,0161,202,123,2,0,0,327,1,328,0,328,423,751,43.68%
西區,北榮里,0162,300,183,0,6,3,492,1,493,0,493,590,"1,083",45.52%
西區,北榮里,0163,259,197,0,1,0,457,1,458,0,458,580,"1,038",44.12%
西區,慶安里,0164,207,140,2,1,0,350,0,350,0,350,371,721,48.54%
西區,慶安里,0165,182,144,1,0,1,328,3,331,0,331,429,760,43.55%
西區,香湖里,0166,216,113,0,1,0,330,1,331,0,331,450,781,42.38%
西區,重興里,0167,261,181,1,2,1,446,0,446,0,446,645,"1,091",40.88%
西區,重興里,0168,190,167,1,2,2,362,3,365,0,365,446,811,45.01%
西區,後驛里,0169,230,192,2,4,6,434,2,436,0,436,635,"1,071",40.71%
西區,後驛里,0170,207,185,2,5,0,399,2,401,0,401,474,875,45.83%
西區,湖邊里,0171,201,188,0,3,2,394,3,397,0,397,617,"1,014",39.15%
西區,湖邊里,0172,279,184,1,0,1,465,1,466,0,466,539,"1,005",46.37%
西區,竹圍里,0173,323,190,0,5,1,519,1,520,0,520,721,"1,241",41.90%
西區,竹圍里,0174,239,201,1,3,1,445,5,450,0,450,601,"1,051",42.82%
西區,竹圍里,0175,285,168,3,8,2,466,1,467,0,467,633,"1,100",42.45%
西區,竹圍里,0176,266,130,3,4,2,405,1,406,0,406,590,996,40.76%
西區,保生里,0177,251,179,2,4,0,436,2,438,0,438,482,920,47.61%
西區,保生里,0178,399,210,0,5,4,618,2,620,0,620,675,"1,295",47.88%
西區,保生里,0179,238,156,1,0,2,397,3,400,0,400,597,997,40.12%
西區,保生里,0180,272,222,1,1,1,497,3,500,0,500,497,997,50.15%
西區,保安里,0181,426,239,1,4,0,670,5,675,0,675,943,"1,618",41.72%
西區,保安里,0182,405,236,1,2,3,647,3,650,0,650,899,"1,549",41.96%
西區,北新里,0183,294,191,3,3,1,492,0,492,0,492,602,"1,094",44.97%
西區,新厝里,0184,354,283,0,5,0,642,3,645,0,645,701,"1,346",47.92%
西區,新厝里,0185,316,246,2,3,3,570,1,571,0,571,760,"1,331",42.90%
西區,新厝里,0186,351,274,1,6,3,635,3,638,0,638,730,"1,368",46.64%
西區,保福里,0187,332,157,1,1,1,492,3,495,0,495,757,"1,252",39.54%
西區,保福里,0188,283,154,1,2,3,443,0,443,0,443,722,"1,165",38.03%
西區,保福里,0189,307,129,0,7,0,443,0,443,0,443,643,"1,086",40.79%
西區,竹村里,0190,249,169,1,6,2,427,1,428,0,428,663,"1,091",39.23%
西區,北湖里,0191,391,250,1,4,1,647,0,647,0,647,879,"1,526",42.40%
西區,北湖里,0192,349,233,3,1,1,587,3,590,0,590,763,"1,353",43.61%
西區,下埤里,0193,411,208,3,6,5,633,1,634,0,634,939,"1,573",40.31%
,,,,,,,,,,,,,,,
