行政區別,村里別,投開票所別,號次1,號次2,號次3,有效票數A（A＝1＋2＋…＋N）,無效票數B,投票數C（C＝A＋B）,已領未投票數D（D＝E－C）,發出票數E（E＝C＋D）,用餘票數F,選舉人數(原領票數)G（G＝E＋F）,投票率H（H＝C÷G）
和美鎮,山犁里,0073,258,9,208,475,0,475,0,475,926,"1,401",33.90%
和美鎮,仁愛里,0074,216,4,221,441,1,442,0,442,911,"1,353",32.67%
和美鎮,仁愛里,0075,264,9,138,411,5,416,0,416,870,"1,286",32.35%
和美鎮,嘉犁里,0076,202,7,160,369,1,370,0,370,608,978,37.83%
和美鎮,嘉犁里,0077,189,6,89,284,1,285,0,285,580,865,32.95%
和美鎮,詔安里,0078,153,4,132,289,5,294,0,294,675,969,30.34%
和美鎮,詔安里,0079,176,1,107,284,2,286,0,286,649,935,30.59%
和美鎮,鐵山里,0080,290,7,199,496,2,498,0,498,754,"1,252",39.78%
和美鎮,鐵山里,0081,217,8,175,400,1,401,0,401,878,"1,279",31.35%
和美鎮,柑井里,0082,177,10,174,361,2,363,0,363,713,"1,076",33.74%
和美鎮,柑井里,0083,203,3,139,345,5,350,0,350,725,"1,075",32.56%
和美鎮,柑井里,0084,219,9,139,367,1,368,0,368,803,"1,171",31.43%
和美鎮,竹園里,0085,148,7,193,348,2,350,0,350,516,866,40.42%
和美鎮,新庄里,0086,196,7,161,364,1,365,0,365,719,"1,084",33.67%
和美鎮,新庄里,0087,264,15,158,437,3,440,0,440,811,"1,251",35.17%
和美鎮,犁盛里,0088,205,4,174,383,4,387,0,387,671,"1,058",36.58%
和美鎮,犁盛里,0089,192,7,229,428,4,432,0,432,733,"1,165",37.08%
和美鎮,中寮里,0090,157,1,156,314,3,317,0,317,765,"1,082",29.30%
和美鎮,中圍里,0091,163,13,136,312,1,313,0,313,579,892,35.09%
和美鎮,中圍里,0092,160,6,127,293,2,295,0,295,639,934,31.58%
和美鎮,中圍里,0093,199,6,127,332,1,333,0,333,575,908,36.67%
和美鎮,糖友里,0094,296,14,135,445,1,446,0,446,883,"1,329",33.56%
和美鎮,糖友里,0095,305,7,180,492,3,495,0,495,899,"1,394",35.51%
和美鎮,糖友里,0096,281,8,137,426,2,428,0,428,907,"1,335",32.06%
和美鎮,還社里,0097,156,12,136,304,0,304,0,304,518,822,36.98%
和美鎮,塗厝里,0098,172,5,99,276,1,277,0,277,556,833,33.25%
和美鎮,塗厝里,0099,176,5,67,248,1,249,0,249,600,849,29.33%
和美鎮,地潭里,0100,184,2,93,279,1,280,0,280,581,861,32.52%
和美鎮,湖內里,0101,224,7,203,434,3,437,0,437,754,"1,191",36.69%
和美鎮,嘉寶里,0102,199,8,148,355,5,360,0,360,676,"1,036",34.75%
和美鎮,嘉寶里,0103,148,3,110,261,1,262,0,262,667,929,28.20%
和美鎮,月眉里,0104,205,14,183,402,1,403,0,403,598,"1,001",40.26%
和美鎮,月眉里,0105,203,8,147,358,0,358,0,358,616,974,36.76%
和美鎮,月眉里,0106,192,5,146,343,4,347,0,347,660,"1,007",34.46%
和美鎮,好修里,0107,134,4,92,230,0,230,0,230,470,700,32.86%
和美鎮,好修里,0108,170,5,137,312,1,313,0,313,562,875,35.77%
鹿港鎮,大有里,0109,141,12,280,433,2,435,0,435,664,"1,099",39.58%
鹿港鎮,中興里,0110,70,8,121,199,1,200,0,200,303,503,39.76%
鹿港鎮,洛津里,0111,106,23,205,334,3,337,0,337,485,822,41.00%
鹿港鎮,順興里,0112,151,11,219,381,2,383,0,383,516,899,42.60%
鹿港鎮,埔崙里,0113,119,4,208,331,3,334,0,334,583,917,36.42%
鹿港鎮,埔崙里,0114,146,5,260,411,2,413,0,413,641,"1,054",39.18%
鹿港鎮,埔崙里,0115,211,13,299,523,2,525,0,525,903,"1,428",36.76%
鹿港鎮,埔崙里,0116,166,12,338,516,2,518,0,518,861,"1,379",37.56%
鹿港鎮,新宮里,0117,117,10,255,382,3,385,0,385,462,847,45.45%
鹿港鎮,玉順里,0118,145,9,312,466,6,472,0,472,679,"1,151",41.01%
鹿港鎮,東石里,0119,113,9,264,386,2,388,0,388,642,"1,030",37.67%
鹿港鎮,東石里,0120,136,11,283,430,1,431,0,431,617,"1,048",41.13%
鹿港鎮,東石里,0121,137,8,227,372,3,375,0,375,604,979,38.30%
鹿港鎮,東石里,0122,145,13,243,401,4,405,0,405,715,"1,120",36.16%
鹿港鎮,郭厝里,0123,82,5,151,238,3,241,0,241,280,521,46.26%
鹿港鎮,永安里,0124,164,13,182,359,2,361,0,361,727,"1,088",33.18%
鹿港鎮,永安里,0125,173,9,266,448,2,450,0,450,661,"1,111",40.50%
鹿港鎮,永安里,0126,166,20,184,370,1,371,0,371,712,"1,083",34.26%
鹿港鎮,永安里,0127,137,21,240,398,2,400,0,400,615,"1,015",39.41%
鹿港鎮,景福里,0128,203,43,234,480,2,482,0,482,604,"1,086",44.38%
鹿港鎮,泰興里,0129,217,22,243,482,4,486,0,486,652,"1,138",42.71%
鹿港鎮,長興里,0130,46,10,51,107,0,107,0,107,165,272,39.34%
鹿港鎮,興化里,0131,77,9,131,217,3,220,0,220,340,560,39.29%
鹿港鎮,龍山里,0132,112,9,170,291,2,293,0,293,332,625,46.88%
鹿港鎮,菜園里,0133,96,7,296,399,5,404,0,404,484,888,45.50%
鹿港鎮,街尾里,0134,149,11,286,446,3,449,0,449,591,"1,040",43.17%
鹿港鎮,街尾里,0135,193,9,252,454,3,457,0,457,640,"1,097",41.66%
鹿港鎮,詔安里,0136,218,8,256,482,4,486,0,486,734,"1,220",39.84%
鹿港鎮,詔安里,0137,101,5,156,262,1,263,0,263,421,684,38.45%
鹿港鎮,海埔里,0138,156,9,250,415,2,417,0,417,688,"1,105",37.74%
鹿港鎮,海埔里,0139,133,11,203,347,2,349,0,349,808,"1,157",30.16%
鹿港鎮,海埔里,0140,135,18,248,401,3,404,0,404,786,"1,190",33.95%
鹿港鎮,洋厝里,0141,192,4,227,423,1,424,0,424,495,919,46.14%
鹿港鎮,洋厝里,0142,96,3,198,297,0,297,0,297,428,725,40.97%
鹿港鎮,洋厝里,0143,104,4,167,275,2,277,0,277,422,699,39.63%
鹿港鎮,草中里,0144,209,4,197,410,4,414,0,414,542,956,43.31%
鹿港鎮,草中里,0145,220,9,194,423,4,427,0,427,553,980,43.57%
鹿港鎮,草中里,0146,174,8,272,454,3,457,0,457,642,"1,099",41.58%
鹿港鎮,頭南里,0147,209,0,246,455,4,459,0,459,639,"1,098",41.80%
鹿港鎮,頭南里,0148,185,10,205,400,3,403,0,403,580,983,41.00%
鹿港鎮,山崙里,0149,153,4,343,500,5,505,0,505,525,"1,030",49.03%
鹿港鎮,山崙里,0150,152,2,377,531,7,538,0,538,454,992,54.23%
鹿港鎮,山崙里,0151,175,10,283,468,6,474,0,474,461,935,50.70%
鹿港鎮,頂番里,0152,226,12,266,504,7,511,0,511,935,"1,446",35.34%
鹿港鎮,頂番里,0153,207,9,183,399,2,401,0,401,643,"1,044",38.41%
鹿港鎮,頂番里,0154,241,3,199,443,6,449,0,449,732,"1,181",38.02%
鹿港鎮,頭崙里,0155,247,13,384,644,7,651,0,651,803,"1,454",44.77%
鹿港鎮,頭崙里,0156,142,6,261,409,5,414,0,414,527,941,44.00%
鹿港鎮,溝墘里,0157,182,9,127,318,0,318,0,318,583,901,35.29%
鹿港鎮,溝墘里,0158,238,14,170,422,3,425,0,425,635,"1,060",40.09%
鹿港鎮,溝墘里,0159,207,8,138,353,2,355,0,355,504,859,41.33%
鹿港鎮,溝墘里,0160,199,6,221,426,2,428,2,430,745,"1,175",36.43%
鹿港鎮,廖厝里,0161,249,10,250,509,2,511,0,511,819,"1,330",38.42%
鹿港鎮,廖厝里,0162,293,13,168,474,3,477,0,477,696,"1,173",40.66%
鹿港鎮,廖厝里,0163,251,11,240,502,3,505,0,505,887,"1,392",36.28%
鹿港鎮,東崎里,0164,195,4,224,423,0,423,0,423,756,"1,179",35.88%
鹿港鎮,東崎里,0165,180,4,231,415,1,416,0,416,723,"1,139",36.52%
鹿港鎮,東崎里,0166,153,18,348,519,8,527,0,527,734,"1,261",41.79%
鹿港鎮,東崎里,0167,185,10,234,429,2,431,0,431,943,"1,374",31.37%
鹿港鎮,頂厝里,0168,165,13,257,435,3,438,0,438,819,"1,257",34.84%
鹿港鎮,頂厝里,0169,183,14,230,427,3,430,0,430,837,"1,267",33.94%
鹿港鎮,頂厝里,0170,204,16,255,475,2,477,0,477,926,"1,403",34.00%
鹿港鎮,頂厝里,0171,165,11,294,470,3,473,0,473,628,"1,101",42.96%
鹿港鎮,頂厝里,0172,150,7,209,366,3,369,0,369,743,"1,112",33.18%
鹿港鎮,頂厝里,0173,175,18,235,428,2,430,0,430,756,"1,186",36.26%
福興鄉,三汴村,0174,242,15,239,496,4,500,0,500,810,"1,310",38.17%
福興鄉,萬豐村,0175,164,8,163,335,2,337,0,337,442,779,43.26%
福興鄉,元中村,0176,218,3,190,411,3,414,0,414,788,"1,202",34.44%
福興鄉,外中村,0177,170,14,214,398,2,400,0,400,722,"1,122",35.65%
福興鄉,外埔村,0178,217,7,231,455,8,463,0,463,955,"1,418",32.65%
福興鄉,大崙村,0179,242,8,216,466,0,466,0,466,742,"1,208",38.58%
福興鄉,番婆村,0180,228,20,190,438,1,439,0,439,985,"1,424",30.83%
福興鄉,番婆村,0181,183,9,143,335,2,337,0,337,601,938,35.93%
福興鄉,橋頭村,0182,186,12,202,400,9,409,0,409,852,"1,261",32.43%
福興鄉,橋頭村,0183,212,26,237,475,4,479,0,479,829,"1,308",36.62%
福興鄉,社尾村,0184,243,19,207,469,0,469,0,469,926,"1,395",33.62%
福興鄉,番社村,0185,165,9,355,529,1,530,0,530,912,"1,442",36.75%
福興鄉,西勢村,0186,144,18,170,332,2,334,0,334,532,866,38.57%
福興鄉,西勢村,0187,192,13,186,391,2,393,0,393,630,"1,023",38.42%
福興鄉,同安村,0188,132,8,177,317,2,319,0,319,682,"1,001",31.87%
福興鄉,同安村,0189,202,13,237,452,2,454,0,454,838,"1,292",35.14%
福興鄉,秀厝村,0190,145,13,247,405,2,407,0,407,628,"1,035",39.32%
福興鄉,秀厝村,0191,192,17,337,546,4,550,0,550,781,"1,331",41.32%
福興鄉,福興村,0192,146,10,278,434,3,437,0,437,840,"1,277",34.22%
福興鄉,福興村,0193,213,13,209,435,1,436,0,436,777,"1,213",35.94%
福興鄉,福興村,0194,136,6,205,347,3,350,0,350,725,"1,075",32.56%
福興鄉,福南村,0195,153,9,179,341,1,342,0,342,773,"1,115",30.67%
福興鄉,福南村,0196,207,13,232,452,2,454,0,454,899,"1,353",33.56%
福興鄉,鎮平村,0197,208,10,173,391,3,394,0,394,747,"1,141",34.53%
福興鄉,三和村,0198,122,5,293,420,2,422,0,422,604,"1,026",41.13%
福興鄉,二港村,0199,234,5,233,472,3,475,0,475,780,"1,255",37.85%
福興鄉,福寶村,0200,202,12,164,378,3,381,0,381,868,"1,249",30.50%
福興鄉,頂粘村,0201,167,21,151,339,5,344,0,344,622,966,35.61%
福興鄉,頂粘村,0202,219,8,167,394,4,398,0,398,867,"1,265",31.46%
福興鄉,廈粘村,0203,183,4,143,330,0,330,0,330,582,912,36.18%
福興鄉,廈粘村,0204,160,16,146,322,0,322,0,322,647,969,33.23%
福興鄉,麥厝村,0205,130,13,172,315,5,320,0,320,725,"1,045",30.62%
福興鄉,麥厝村,0206,105,17,164,286,1,287,0,287,825,"1,112",25.81%
秀水鄉,秀水村,0207,192,6,196,394,2,396,0,396,644,"1,040",38.08%
秀水鄉,秀水村,0208,120,3,101,224,0,224,0,224,373,597,37.52%
秀水鄉,安溪村,0209,160,7,132,299,1,300,0,300,541,841,35.67%
秀水鄉,安溪村,0210,213,11,158,382,4,386,0,386,742,"1,128",34.22%
秀水鄉,莊雅村,0211,268,12,142,422,4,426,0,426,888,"1,314",32.42%
秀水鄉,莊雅村,0212,309,7,163,479,2,481,0,481,744,"1,225",39.27%
秀水鄉,陝西村,0213,302,8,173,483,4,487,0,487,885,"1,372",35.50%
秀水鄉,金興村,0214,227,12,106,345,2,347,0,347,584,931,37.27%
秀水鄉,金興村,0215,201,7,114,322,4,326,0,326,565,891,36.59%
秀水鄉,安東村,0216,161,4,110,275,2,277,0,277,379,656,42.23%
秀水鄉,安東村,0217,154,2,90,246,1,247,0,247,409,656,37.65%
秀水鄉,安東村,0218,246,6,174,426,4,430,0,430,762,"1,192",36.07%
秀水鄉,安東村,0219,243,8,186,437,4,441,0,441,792,"1,233",35.77%
秀水鄉,鶴鳴村,0220,161,10,115,286,1,287,0,287,435,722,39.75%
秀水鄉,鶴鳴村,0221,160,6,179,345,1,346,0,346,615,961,36.00%
秀水鄉,鶴鳴村,0222,276,13,220,509,3,512,0,512,855,"1,367",37.45%
秀水鄉,馬興村,0223,325,18,201,544,2,546,0,546,779,"1,325",41.21%
秀水鄉,馬興村,0224,240,8,142,390,4,394,0,394,469,863,45.65%
秀水鄉,義興村,0225,272,11,185,468,4,472,0,472,872,"1,344",35.12%
秀水鄉,福安村,0226,175,5,149,329,1,330,0,330,536,866,38.11%
秀水鄉,福安村,0227,131,0,105,236,2,238,0,238,544,782,30.43%
秀水鄉,福安村,0228,202,9,93,304,0,304,0,304,494,798,38.10%
秀水鄉,福安村,0229,196,9,152,357,2,359,0,359,604,963,37.28%
秀水鄉,福安村,0230,182,9,143,334,2,336,0,336,561,897,37.46%
秀水鄉,埔崙村,0231,124,3,112,239,4,243,0,243,445,688,35.32%
秀水鄉,埔崙村,0232,271,6,188,465,4,469,0,469,709,"1,178",39.81%
秀水鄉,曾厝村,0233,206,7,126,339,4,343,0,343,503,846,40.54%
秀水鄉,曾厝村,0234,170,9,112,291,0,291,0,291,487,778,37.40%
秀水鄉,金陵村,0235,159,13,122,294,0,294,0,294,445,739,39.78%
秀水鄉,金陵村,0236,153,3,157,313,2,315,0,315,576,891,35.35%
秀水鄉,下崙村,0237,341,15,135,491,2,493,0,493,737,"1,230",40.08%
秀水鄉,下崙村,0238,102,3,165,270,2,272,0,272,525,797,34.13%
,,,,,,,,,,,,,
