type,code,name,type_name
R2,R2-10014070-02,臺東縣東河鄉第02選區,鄉鎮市民代表(平原原住民)
R2,R2-10014080-02,臺東縣長濱鄉第02選區,鄉鎮市民代表(平原原住民)
R2,R2-10014090-03,臺東縣太麻里鄉第03選區,鄉鎮市民代表(平原原住民)
R2,R2-10014090-04,臺東縣太麻里鄉第04選區,鄉鎮市民代表(平原原住民)
R2,R2-10014100-02,臺東縣大武鄉第02選區,鄉鎮市民代表(平原原住民)
R2,R2-10014140-04,臺東縣金峰鄉第04選區,鄉鎮市民代表(平原原住民)
R2,R2-10015010-05,花蓮縣花蓮市第05選區,鄉鎮市民代表(平原原住民)
R2,R2-10015020-04,花蓮縣鳳林鎮第04選區,鄉鎮市民代表(平原原住民)
R2,R2-10015030-03,花蓮縣玉里鎮第03選區,鄉鎮市民代表(平原原住民)
R2,R2-10015030-04,花蓮縣玉里鎮第04選區,鄉鎮市民代表(平原原住民)
R2,R2-10015040-04,花蓮縣新城鄉第04選區,鄉鎮市民代表(平原原住民)
R2,R2-10015050-04,花蓮縣吉安鄉第04選區,鄉鎮市民代表(平原原住民)
R2,R2-10015060-04,花蓮縣壽豐鄉第04選區,鄉鎮市民代表(平原原住民)
R2,R2-10015070-03,花蓮縣光復鄉第03選區,鄉鎮市民代表(平原原住民)
R2,R2-10015070-04,花蓮縣光復鄉第04選區,鄉鎮市民代表(平原原住民)
R2,R2-10015080-02,花蓮縣豐濱鄉第02選區,鄉鎮市民代表(平原原住民)
R2,R2-10015090-03,花蓮縣瑞穗鄉第03選區,鄉鎮市民代表(平原原住民)
R2,R2-10015100-03,花蓮縣富里鄉第03選區,鄉鎮市民代表(平原原住民)
R2,R2-10015110-04,花蓮縣秀林鄉第04選區,鄉鎮市民代表(平原原住民)
R3,R3-64000360-01,高雄市茂林區第01選區,直轄市原住民區民代表
R3,R3-64000360-02,高雄市茂林區第02選區,直轄市原住民區民代表
R3,R3-64000370-01,高雄市桃源區第01選區,直轄市原住民區民代表
R3,R3-64000370-02,高雄市桃源區第02選區,直轄市原住民區民代表
R3,R3-64000380-01,高雄市那瑪夏區第01選區,直轄市原住民區民代表
R3,R3-64000380-02,高雄市那瑪夏區第02選區,直轄市原住民區民代表
R3,R3-65000290-01,新北市烏來區第01選區,直轄市原住民區民代表
R3,R3-65000290-02,新北市烏來區第02選區,直轄市原住民區民代表
R3,R3-65000290-03,新北市烏來區第03選區,直轄市原住民區民代表
R3,R3-65000290-04,新北市烏來區第04選區,直轄市原住民區民代表
R3,R3-66000290-01,臺中市和平區第01選區,直轄市原住民區民代表
R3,R3-66000290-02,臺中市和平區第02選區,直轄市原住民區民代表
R3,R3-66000290-03,臺中市和平區第03選區,直轄市原住民區民代表
R3,R3-68000130-01,桃園市復興區第01選區,直轄市原住民區民代表
R3,R3-68000130-02,桃園市復興區第02選區,直轄市原住民區民代表
R3,R3-68000130-03,桃園市復興區第03選區,直轄市原住民區民代表
T1,T1-09007-01,連江縣第01選區,議員(區域)
T1,T1-09007-02,連江縣第02選區,議員(區域)
T1,T1-09007-03,連江縣第03選區,議員(區域)
T1,T1-09007-04,連江縣第04選區,議員(區域)
T1,T1-09020-01,金門縣第01選區,議員(區域)
T1,T1-09020-02,金門縣第02選區,議員(區域)
T1,T1-09020-03,金門縣第03選區,議員(區域)
T1,T1-10002-01,宜蘭縣第01選區,議員(區域)
T1,T1-10002-02,宜蘭縣第02選區,議員(區域)
T1,T1-10002-03,宜蘭縣第03選區,議員(區域)
T1,T1-10002-04,宜蘭縣第04選區,議員(區域)
T1,T1-10002-05,宜蘭縣第05選區,議員(區域)
T1,T1-10002-06,宜蘭縣第06選區,議員(區域)
T1,T1-10002-07,宜蘭縣第07選區,議員(區域)
T1,T1-10002-08,宜蘭縣第08選區,議員(區域)
T1,T1-10002-09,宜蘭縣第09選區,議員(區域)
T1,T1-10002-10,宜蘭縣第10選區,議員(區域)
T1,T1-10004-01,新竹縣第01選區,議員(區域)
T1,T1-10004-02,新竹縣第02選區,議員(區域)
T1,T1-10004-03,新竹縣第03選區,議員(區域)
T1,T1-10004-04,新竹縣第04選區,議員(區域)
T1,T1-10004-05,新竹縣第05選區,議員(區域)
T1,T1-10004-06,新竹縣第06選區,議員(區域)
T1,T1-10004-07,新竹縣第07選區,議員(區域)
T1,T1-10004-08,新竹縣第08選區,議員(區域)
T1,T1-10004-09,新竹縣第09選區,議員(區域)
T1,T1-10004-10,新竹縣第10選區,議員(區域)
T1,T1-10004-11,新竹縣第11選區,議員(區域)
T1,T1-10005-01,苗栗縣第01選區,議員(區域)
T1,T1-10005-02,苗栗縣第02選區,議員(區域)
T1,T1-10005-03,苗栗縣第03選區,議員(區域)
T1,T1-10005-04,苗栗縣第04選區,議員(區域)
T1,T1-10005-05,苗栗縣第05選區,議員(區域)
T1,T1-10005-06,苗栗縣第06選區,議員(區域)
T1,T1-10007-01,彰化縣第01選區,議員(區域)
T1,T1-10007-02,彰化縣第02選區,議員(區域)
T1,T1-10007-03,彰化縣第03選區,議員(區域)
T1,T1-10007-04,彰化縣第04選區,議員(區域)
T1,T1-10007-05,彰化縣第05選區,議員(區域)
T1,T1-10007-06,彰化縣第06選區,議員(區域)
T1,T1-10007-07,彰化縣第07選區,議員(區域)
T1,T1-10007-08,彰化縣第08選區,議員(區域)
T1,T1-10008-01,南投縣第01選區,議員(區域)
T1,T1-10008-02,南投縣第02選區,議員(區域)
T1,T1-10008-03,南投縣第03選區,議員(區域)
T1,T1-10008-04,南投縣第04選區,議員(區域)
T1,T1-10008-05,南投縣第05選區,議員(區域)
T1,T1-10009-01,雲林縣第01選區,議員(區域)
T1,T1-10009-02,雲林縣第02選區,議員(區域)
T1,T1-10009-03,雲林縣第03選區,議員(區域)
T1,T1-10009-04,雲林縣第04選區,議員(區域)
T1,T1-10009-05,雲林縣第05選區,議員(區域)
T1,T1-10009-06,雲林縣第06選區,議員(區域)
T1,T1-10010-01,嘉義縣第01選區,議員(區域)
T1,T1-10010-02,嘉義縣第02選區,議員(區域)
T1,T1-10010-03,嘉義縣第03選區,議員(區域)
T1,T1-10010-04,嘉義縣第04選區,議員(區域)
T1,T1-10010-05,嘉義縣第05選區,議員(區域)
T1,T1-10010-06,嘉義縣第06選區,議員(區域)
T1,T1-10013-01,屏東縣第01選區,議員(區域)
T1,T1-10013-02,屏東縣第02選區,議員(區域)
T1,T1-10013-03,屏東縣第03選區,議員(區域)
T1,T1-10013-04,屏東縣第04選區,議員(區域)
T1,T1-10013-05,屏東縣第05選區,議員(區域)
T1,T1-10013-06,屏東縣第06選區,議員(區域)
T1,T1-10013-07,屏東縣第07選區,議員(區域)
T1,T1-10014-01,臺東縣第01選區,議員(區域)
T1,T1-10014-02,臺東縣第02選區,議員(區域)
T1,T1-10014-03,臺東縣第03選區,議員(區域)
T1,T1-10014-04,臺東縣第04選區,議員(區域)
T1,T1-10014-05,臺東縣第05選區,議員(區域)
T1,T1-10014-06,臺東縣第06選區,議員(區域)
T1,T1-10015-01,花蓮縣第01選區,議員(區域)
T1,T1-10015-02,花蓮縣第02選區,議員(區域)
T1,T1-10015-03,花蓮縣第03選區,議員(區域)
T1,T1-10015-04,花蓮縣第04選區,議員(區域)
T1,T1-10016-01,澎湖縣第01選區,議員(區域)
T1,T1-10016-02,澎湖縣第02選區,議員(區域)
T1,T1-10016-03,澎湖縣第03選區,議員(區域)
T1,T1-10016-04,澎湖縣第04選區,議員(區域)
T1,T1-10016-05,澎湖縣第05選區,議員(區域)
T1,T1-10016-06,澎湖縣第06選區,議員(區域)
T1,T1-10017-01,基隆市第01選區,議員(區域)
T1,T1-10017-02,基隆市第02選區,議員(區域)
T1,T1-10017-03,基隆市第03選區,議員(區域)
T1,T1-10017-04,基隆市第04選區,議員(區域)
T1,T1-10017-05,基隆市第05選區,議員(區域)
T1,T1-10017-06,基隆市第06選區,議員(區域)
T1,T1-10017-07,基隆市第07選區,議員(區域)
T1,T1-10018-01,新竹市第01選區,議員(區域)
T1,T1-10018-02,新竹市第02選區,議員(區域)
T1,T1-10018-03,新竹市第03選區,議員(區域)
T1,T1-10018-04,新竹市第04選區,議員(區域)
T1,T1-10018-05,新竹市第05選區,議員(區域)
T1,T1-10020-01,嘉義市第01選區,議員(區域)
T1,T1-10020-02,嘉義市第02選區,議員(區域)
T1,T1-63000-01,臺北市第01選區,議員(區域)
T1,T1-63000-02,臺北市第02選區,議員(區域)
T1,T1-63000-03,臺北市第03選區,議員(區域)
T1,T1-63000-04,臺北市第04選區,議員(區域)
T1,T1-63000-05,臺北市第05選區,議員(區域)
T1,T1-63000-06,臺北市第06選區,議員(區域)
T1,T1-64000-01,高雄市第01選區,議員(區域)
T1,T1-64000-02,高雄市第02選區,議員(區域)
T1,T1-64000-03,高雄市第03選區,議員(區域)
T1,T1-64000-04,高雄市第04選區,議員(區域)
T1,T1-64000-05,高雄市第05選區,議員(區域)
T1,T1-64000-06,高雄市第06選區,議員(區域)
T1,T1-64000-07,高雄市第07選區,議員(區域)
T1,T1-64000-08,高雄市第08選區,議員(區域)
T1,T1-64000-09,高雄市第09選區,議員(區域)
T1,T1-64000-10,高雄市第10選區,議員(區域)
T1,T1-64000-11,高雄市第11選區,議員(區域)
T1,T1-65000-01,新北市第01選區,議員(區域)
T1,T1-65000-02,新北市第02選區,議員(區域)
T1,T1-65000-03,新北市第03選區,議員(區域)
T1,T1-65000-04,新北市第04選區,議員(區域)
T1,T1-65000-05,新北市第05選區,議員(區域)
T1,T1-65000-06,新北市第06選區,議員(區域)
T1,T1-65000-07,新北市第07選區,議員(區域)
T1,T1-65000-08,新北市第08選區,議員(區域)
T1,T1-65000-09,新北市第09選區,議員(區域)
T1,T1-65000-10,新北市第10選區,議員(區域)
T1,T1-65000-11,新北市第11選區,議員(區域)
T1,T1-66000-01,臺中市第01選區,議員(區域)
T1,T1-66000-02,臺中市第02選區,議員(區域)
T1,T1-66000-03,臺中市第03選區,議員(區域)
T1,T1-66000-04,臺中市第04選區,議員(區域)
T1,T1-66000-05,臺中市第05選區,議員(區域)
T1,T1-66000-06,臺中市第06選區,議員(區域)
T1,T1-66000-07,臺中市第07選區,議員(區域)
T1,T1-66000-08,臺中市第08選區,議員(區域)
T1,T1-66000-09,臺中市第09選區,議員(區域)
T1,T1-66000-10,臺中市第10選區,議員(區域)
T1,T1-66000-11,臺中市第11選區,議員(區域)
T1,T1-66000-12,臺中市第12選區,議員(區域)
T1,T1-66000-13,臺中市第13選區,議員(區域)
T1,T1-66000-14,臺中市第14選區,議員(區域)
T1,T1-67000-01,臺南市第01選區,議員(區域)
T1,T1-67000-02,臺南市第02選區,議員(區域)
T1,T1-67000-03,臺南市第03選區,議員(區域)
T1,T1-67000-04,臺南市第04選區,議員(區域)
T1,T1-67000-05,臺南市第05選區,議員(區域)
T1,T1-67000-06,臺南市第06選區,議員(區域)
T1,T1-67000-07,臺南市第07選區,議員(區域)
T1,T1-67000-08,臺南市第08選區,議員(區域)
T1,T1-67000-09,臺南市第09選區,議員(區域)
T1,T1-67000-10,臺南市第10選區,議員(區域)
T1,T1-67000-11,臺南市第11選區,議員(區域)
T1,T1-68000-01,桃園市第01選區,議員(區域)
T1,T1-68000-02,桃園市第02選區,議員(區域)
T1,T1-68000-03,桃園市第03選區,議員(區域)
T1,T1-68000-04,桃園市第04選區,議員(區域)
T1,T1-68000-05,桃園市第05選區,議員(區域)
T1,T1-68000-06,桃園市第06選區,議員(區域)
T1,T1-68000-07,桃園市第07選區,議員(區域)
T1,T1-68000-08,桃園市第08選區,議員(區域)
T1,T1-68000-09,桃園市第09選區,議員(區域)
T1,T1-68000-10,桃園市第10選區,議員(區域)
T1,T1-68000-11,桃園市第11選區,議員(區域)
T1,T1-68000-12,桃園市第12選區,議員(區域)
T2,T2-10002-11,宜蘭縣第11選區,議員(平地原住民)
T2,T2-10004-12,新竹縣第12選區,議員(平地原住民)
T2,T2-10005-07,苗栗縣第07選區,議員(平地原住民)
T2,T2-10007-09,彰化縣第09選區,議員(平地原住民)
T2,T2-10008-06,南投縣第06選區,議員(平地原住民)
T2,T2-10013-08,屏東縣第08選區,議員(平地原住民)
T2,T2-10014-07,臺東縣第07選區,議員(平地原住民)
T2,T2-10014-08,臺東縣第08選區,議員(平地原住民)
T2,T2-10014-09,臺東縣第09選區,議員(平地原住民)
T2,T2-10014-10,臺東縣第10選區,議員(平地原住民)
T2,T2-10014-11,臺東縣第11選區,議員(平地原住民)
T2,T2-10015-05,花蓮縣第05選區,議員(平地原住民)
T2,T2-10015-06,花蓮縣第06選區,議員(平地原住民)
T2,T2-10015-07,花蓮縣第07選區,議員(平地原住民)
T2,T2-10017-08,基隆市第08選區,議員(平地原住民)
T2,T2-10018-06,新竹市第06選區,議員(平地原住民)
T2,T2-63000-07,臺北市第07選區,議員(平地原住民)
T2,T2-64000-12,高雄市第12選區,議員(平地原住民)
T2,T2-65000-12,新北市第12選區,議員(平地原住民)
T2,T2-66000-15,臺中市第15選區,議員(平地原住民)
T2,T2-67000-12,臺南市第12選區,議員(平地原住民)
T2,T2-68000-13,桃園市第13選區,議員(平地原住民)
T3,T3-10002-12,宜蘭縣第12選區,議員(山地原住民)
T3,T3-10002-13,宜蘭縣第13選區,議員(山地原住民)
T3,T3-10004-13,新竹縣第13選區,議員(山地原住民)
T3,T3-10004-14,新竹縣第14選區,議員(山地原住民)
T3,T3-10005-08,苗栗縣第08選區,議員(山地原住民)
T3,T3-10007-10,彰化縣第10選區,議員(山地原住民)
T3,T3-10008-07,南投縣第07選區,議員(山地原住民)
T3,T3-10008-08,南投縣第08選區,議員(山地原住民)
T3,T3-10010-07,嘉義縣第07選區,議員(山地原住民)
T3,T3-10013-09,屏東縣第09選區,議員(山地原住民)
T3,T3-10013-10,屏東縣第10選區,議員(山地原住民)
T3,T3-10013-11,屏東縣第11選區,議員(山地原住民)
T3,T3-10013-12,屏東縣第12選區,議員(山地原住民)
T3,T3-10013-13,屏東縣第13選區,議員(山地原住民)
T3,T3-10013-14,屏東縣第14選區,議員(山地原住民)
T3,T3-10013-15,屏東縣第15選區,議員(山地原住民)
T3,T3-10013-16,屏東縣第16選區,議員(山地原住民)
T3,T3-10014-12,臺東縣第12選區,議員(山地原住民)
T3,T3-10014-13,臺東縣第13選區,議員(山地原住民)
T3,T3-10014-14,臺東縣第14選區,議員(山地原住民)
T3,T3-10014-15,臺東縣第15選區,議員(山地原住民)
T3,T3-10014-16,臺東縣第16選區,議員(山地原住民)
T3,T3-10015-08,花蓮縣第08選區,議員(山地原住民)
T3,T3-10015-09,花蓮縣第09選區,議員(山地原住民)
T3,T3-10015-10,花蓮縣第10選區,議員(山地原住民)
T3,T3-63000-08,臺北市第08選區,議員(山地原住民)
T3,T3-64000-13,高雄市第13選區,議員(山地原住民)
T3,T3-64000-14,高雄市第14選區,議員(山地原住民)
T3,T3-64000-15,高雄市第15選區,議員(山地原住民)
T3,T3-65000-13,新北市第13選區,議員(山地原住民)
T3,T3-66000-16,臺中市第16選區,議員(山地原住民)
T3,T3-66000-17,臺中市第17選區,議員(山地原住民)
T3,T3-67000-13,臺南市第13選區,議員(山地原住民)
T3,T3-68000-14,桃園市第14選區,議員(山地原住民)
