type,code,name,type_name
R1,R1-10002060-02,宜蘭縣壯圍鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10002060-03,宜蘭縣壯圍鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10002060-04,宜蘭縣壯圍鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10002070-01,宜蘭縣員山鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10002070-02,宜蘭縣員山鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10002070-03,宜蘭縣員山鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10002070-04,宜蘭縣員山鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10002080-01,宜蘭縣冬山鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10002080-02,宜蘭縣冬山鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10002080-03,宜蘭縣冬山鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10002080-04,宜蘭縣冬山鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10002090-01,宜蘭縣五結鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10002090-02,宜蘭縣五結鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10002090-03,宜蘭縣五結鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10002090-04,宜蘭縣五結鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10002090-05,宜蘭縣五結鄉第05選區,鄉鎮市民代表(區域)
R1,R1-10002100-01,宜蘭縣三星鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10002100-02,宜蘭縣三星鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10002100-03,宜蘭縣三星鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10002100-04,宜蘭縣三星鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10002110-01,宜蘭縣大同鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10002110-02,宜蘭縣大同鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10002110-03,宜蘭縣大同鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10002110-04,宜蘭縣大同鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10002120-01,宜蘭縣南澳鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10002120-02,宜蘭縣南澳鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10002120-03,宜蘭縣南澳鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10002120-04,宜蘭縣南澳鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10004010-01,新竹縣竹北市第01選區,鄉鎮市民代表(區域)
R1,R1-10004010-02,新竹縣竹北市第02選區,鄉鎮市民代表(區域)
R1,R1-10004010-03,新竹縣竹北市第03選區,鄉鎮市民代表(區域)
R1,R1-10004010-04,新竹縣竹北市第04選區,鄉鎮市民代表(區域)
R1,R1-10004020-01,新竹縣竹東鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10004020-02,新竹縣竹東鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10004020-03,新竹縣竹東鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10004020-04,新竹縣竹東鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10004030-01,新竹縣新埔鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10004030-02,新竹縣新埔鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10004030-03,新竹縣新埔鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10004030-04,新竹縣新埔鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10004040-01,新竹縣關西鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10004040-02,新竹縣關西鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10004040-03,新竹縣關西鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10004040-04,新竹縣關西鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10004050-01,新竹縣湖口鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10004050-02,新竹縣湖口鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10004050-03,新竹縣湖口鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10004050-04,新竹縣湖口鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10004060-01,新竹縣新豐鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10004060-02,新竹縣新豐鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10004060-03,新竹縣新豐鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10004060-04,新竹縣新豐鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10004070-01,新竹縣芎林鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10004070-02,新竹縣芎林鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10004070-03,新竹縣芎林鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10004070-04,新竹縣芎林鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10004080-01,新竹縣橫山鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10004080-02,新竹縣橫山鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10004080-03,新竹縣橫山鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10004080-04,新竹縣橫山鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10004090-01,新竹縣北埔鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10004090-02,新竹縣北埔鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10004090-03,新竹縣北埔鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10004100-01,新竹縣寶山鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10004100-02,新竹縣寶山鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10004100-03,新竹縣寶山鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10004100-04,新竹縣寶山鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10004110-01,新竹縣峨眉鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10004110-02,新竹縣峨眉鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10004120-01,新竹縣尖石鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10004120-02,新竹縣尖石鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10004120-03,新竹縣尖石鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10004130-01,新竹縣五峰鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10004130-02,新竹縣五峰鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10004130-03,新竹縣五峰鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10005010-01,苗栗縣苗栗市第01選區,鄉鎮市民代表(區域)
R1,R1-10005010-02,苗栗縣苗栗市第02選區,鄉鎮市民代表(區域)
R1,R1-10005010-03,苗栗縣苗栗市第03選區,鄉鎮市民代表(區域)
R1,R1-10005010-04,苗栗縣苗栗市第04選區,鄉鎮市民代表(區域)
R1,R1-10005020-01,苗栗縣苑裡鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10005020-02,苗栗縣苑裡鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10005020-03,苗栗縣苑裡鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10005030-01,苗栗縣通霄鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10005030-02,苗栗縣通霄鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10005030-03,苗栗縣通霄鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10005030-04,苗栗縣通霄鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10005040-01,苗栗縣竹南鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10005040-02,苗栗縣竹南鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10005040-03,苗栗縣竹南鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10005040-04,苗栗縣竹南鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10005050-01,苗栗縣頭份市第01選區,鄉鎮市民代表(區域)
R1,R1-10005050-02,苗栗縣頭份市第02選區,鄉鎮市民代表(區域)
R1,R1-10005050-03,苗栗縣頭份市第03選區,鄉鎮市民代表(區域)
R1,R1-10005050-04,苗栗縣頭份市第04選區,鄉鎮市民代表(區域)
R1,R1-10005050-05,苗栗縣頭份市第05選區,鄉鎮市民代表(區域)
R1,R1-10005060-01,苗栗縣後龍鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10005060-02,苗栗縣後龍鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10005060-03,苗栗縣後龍鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10005060-04,苗栗縣後龍鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10005070-01,苗栗縣卓蘭鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10005070-02,苗栗縣卓蘭鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10005070-03,苗栗縣卓蘭鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10005070-04,苗栗縣卓蘭鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10005080-01,苗栗縣大湖鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10005080-02,苗栗縣大湖鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10005080-03,苗栗縣大湖鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10005080-04,苗栗縣大湖鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10005090-01,苗栗縣公館鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10005090-02,苗栗縣公館鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10005090-03,苗栗縣公館鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10005100-01,苗栗縣銅鑼鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10005100-02,苗栗縣銅鑼鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10005100-03,苗栗縣銅鑼鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10005100-04,苗栗縣銅鑼鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10005100-05,苗栗縣銅鑼鄉第05選區,鄉鎮市民代表(區域)
R1,R1-10005110-01,苗栗縣南庄鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10005110-02,苗栗縣南庄鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10005110-03,苗栗縣南庄鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10005120-01,苗栗縣頭屋鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10005120-02,苗栗縣頭屋鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10005120-03,苗栗縣頭屋鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10005120-04,苗栗縣頭屋鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10005120-05,苗栗縣頭屋鄉第05選區,鄉鎮市民代表(區域)
R1,R1-10005130-01,苗栗縣三義鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10005130-02,苗栗縣三義鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10005130-03,苗栗縣三義鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10005130-04,苗栗縣三義鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10005140-01,苗栗縣西湖鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10005140-02,苗栗縣西湖鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10005150-01,苗栗縣造橋鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10005150-02,苗栗縣造橋鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10005150-03,苗栗縣造橋鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10005150-04,苗栗縣造橋鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10005160-01,苗栗縣三灣鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10005160-02,苗栗縣三灣鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10005160-03,苗栗縣三灣鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10005170-01,苗栗縣獅潭鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10005170-02,苗栗縣獅潭鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10005170-03,苗栗縣獅潭鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10005180-01,苗栗縣泰安鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10005180-02,苗栗縣泰安鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10005180-03,苗栗縣泰安鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007010-01,彰化縣彰化市第01選區,鄉鎮市民代表(區域)
R1,R1-10007010-02,彰化縣彰化市第02選區,鄉鎮市民代表(區域)
R1,R1-10007010-03,彰化縣彰化市第03選區,鄉鎮市民代表(區域)
R1,R1-10007010-04,彰化縣彰化市第04選區,鄉鎮市民代表(區域)
R1,R1-10007020-01,彰化縣鹿港鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10007020-02,彰化縣鹿港鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10007020-03,彰化縣鹿港鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10007020-04,彰化縣鹿港鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10007030-01,彰化縣和美鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10007030-02,彰化縣和美鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10007030-03,彰化縣和美鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10007030-04,彰化縣和美鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10007040-01,彰化縣線西鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007040-02,彰化縣線西鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007040-03,彰化縣線西鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007050-01,彰化縣伸港鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007050-02,彰化縣伸港鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007050-03,彰化縣伸港鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007050-04,彰化縣伸港鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10007060-01,彰化縣福興鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007060-02,彰化縣福興鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007060-03,彰化縣福興鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007070-01,彰化縣秀水鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007070-02,彰化縣秀水鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007070-03,彰化縣秀水鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007080-01,彰化縣花壇鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007080-02,彰化縣花壇鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007080-03,彰化縣花壇鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007090-01,彰化縣芬園鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007090-02,彰化縣芬園鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007090-03,彰化縣芬園鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007090-04,彰化縣芬園鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10007100-01,彰化縣員林市第01選區,鄉鎮市民代表(區域)
R1,R1-10007100-02,彰化縣員林市第02選區,鄉鎮市民代表(區域)
R1,R1-10007100-03,彰化縣員林市第03選區,鄉鎮市民代表(區域)
R1,R1-10007100-04,彰化縣員林市第04選區,鄉鎮市民代表(區域)
R1,R1-10007110-01,彰化縣溪湖鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10007110-02,彰化縣溪湖鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10007110-03,彰化縣溪湖鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10007120-01,彰化縣田中鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10007120-02,彰化縣田中鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10007120-03,彰化縣田中鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10007130-01,彰化縣大村鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007130-02,彰化縣大村鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007130-03,彰化縣大村鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007130-04,彰化縣大村鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10007140-01,彰化縣埔鹽鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007140-02,彰化縣埔鹽鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007140-03,彰化縣埔鹽鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007150-01,彰化縣埔心鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007150-02,彰化縣埔心鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007150-03,彰化縣埔心鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007160-01,彰化縣永靖鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007160-02,彰化縣永靖鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007160-03,彰化縣永靖鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007170-01,彰化縣社頭鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007170-02,彰化縣社頭鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007170-03,彰化縣社頭鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007170-04,彰化縣社頭鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10007180-01,彰化縣二水鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007180-02,彰化縣二水鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007180-03,彰化縣二水鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007190-01,彰化縣北斗鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10007190-02,彰化縣北斗鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10007190-03,彰化縣北斗鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10007190-04,彰化縣北斗鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10007200-01,彰化縣二林鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10007200-02,彰化縣二林鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10007200-03,彰化縣二林鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10007200-04,彰化縣二林鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10007210-01,彰化縣田尾鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007210-02,彰化縣田尾鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007210-03,彰化縣田尾鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007210-04,彰化縣田尾鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10007220-01,彰化縣埤頭鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007220-02,彰化縣埤頭鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007220-03,彰化縣埤頭鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007220-04,彰化縣埤頭鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10007230-01,彰化縣芳苑鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007230-02,彰化縣芳苑鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007230-03,彰化縣芳苑鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007230-04,彰化縣芳苑鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10007240-01,彰化縣大城鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007240-02,彰化縣大城鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007240-03,彰化縣大城鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007240-04,彰化縣大城鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10007250-01,彰化縣竹塘鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007250-02,彰化縣竹塘鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007250-03,彰化縣竹塘鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007250-04,彰化縣竹塘鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10007260-01,彰化縣溪州鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10007260-02,彰化縣溪州鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10007260-03,彰化縣溪州鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10007260-04,彰化縣溪州鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10008010-01,南投縣南投市第01選區,鄉鎮市民代表(區域)
R1,R1-10008010-02,南投縣南投市第02選區,鄉鎮市民代表(區域)
R1,R1-10008010-03,南投縣南投市第03選區,鄉鎮市民代表(區域)
R1,R1-10008010-04,南投縣南投市第04選區,鄉鎮市民代表(區域)
R1,R1-10008020-01,南投縣埔里鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10008020-02,南投縣埔里鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10008020-03,南投縣埔里鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10008020-04,南投縣埔里鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10008030-01,南投縣草屯鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10008030-02,南投縣草屯鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10008030-03,南投縣草屯鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10008030-04,南投縣草屯鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10008040-01,南投縣竹山鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10008040-02,南投縣竹山鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10008040-03,南投縣竹山鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10008050-01,南投縣集集鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10008050-02,南投縣集集鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10008050-03,南投縣集集鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10008050-04,南投縣集集鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10008060-01,南投縣名間鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10008060-02,南投縣名間鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10008060-03,南投縣名間鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10008060-04,南投縣名間鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10008070-01,南投縣鹿谷鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10008070-02,南投縣鹿谷鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10008070-03,南投縣鹿谷鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10008080-01,南投縣中寮鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10008080-02,南投縣中寮鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10008080-03,南投縣中寮鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10008080-04,南投縣中寮鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10008090-01,南投縣魚池鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10008090-02,南投縣魚池鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10008090-03,南投縣魚池鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10008100-01,南投縣國姓鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10008100-02,南投縣國姓鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10008100-03,南投縣國姓鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10008100-04,南投縣國姓鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10008110-01,南投縣水里鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10008110-02,南投縣水里鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10008110-03,南投縣水里鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10008110-04,南投縣水里鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10008120-01,南投縣信義鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10008120-02,南投縣信義鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10008120-03,南投縣信義鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10008120-04,南投縣信義鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10008130-01,南投縣仁愛鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10008130-02,南投縣仁愛鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10008130-03,南投縣仁愛鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10008130-04,南投縣仁愛鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10009010-01,雲林縣斗六市第01選區,鄉鎮市民代表(區域)
R1,R1-10009010-02,雲林縣斗六市第02選區,鄉鎮市民代表(區域)
R1,R1-10009010-03,雲林縣斗六市第03選區,鄉鎮市民代表(區域)
R1,R1-10009010-04,雲林縣斗六市第04選區,鄉鎮市民代表(區域)
R1,R1-10009020-01,雲林縣斗南鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10009020-02,雲林縣斗南鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10009020-03,雲林縣斗南鎮第03選區,鄉鎮市民代表(區域)
